"NS","ND","NF","Entropy","SOL","NTM","LA","LD","LT","FN","NDEV","AGE","EXP","REXP","Complexity","if_add","if_del","if_chg","elseif_add","elseif_del","else_add","else_del","else_chg","for_add","for_del","for_chg","while_add","while_del","continue_del","switch_add","switch_del","switch_chg","return_add","return_del","try_add","try_del","try_chg","catch_add","throw_add","throw_del","throw_chg","throws_add","final_add","synchronized_add","loop_add","loop_del","loop_chg","expVariable_add","expVariable_del","expParameter_add","expParameter_del","externalCall_add","externalCall_del","average_time","Runtime","Cpu_user","Cpu_sys","Mem_rss","Mem_vms","Io_read","Io_write"
11,15,0,6,6,0,0,2,0,10,4,1,9,3,5,8,14,7,12,0,23,0,0,13,0,0,21,19,0,0,16,0,20,18,0,17,12,0,18,18,0,22,0,21,0,0,10,11,14,0,19,14,16,0,0,0,0,0,0,0,0
9,10,0,6,6,0,0,2,0,8,5,1,8,3,4,8,13,7,8,0,15,0,0,18,0,0,20,19,0,0,14,0,16,17,0,13,8,0,18,18,0,19,0,20,0,0,11,7,12,0,20,12,14,0,0,0,0,0,0,0,0
15,15,0,7,5,8,4,2,0,13,6,1,11,3,0,10,16,9,16,0,20,0,0,0,0,0,22,23,0,0,17,16,18,21,0,16,12,0,18,19,0,20,0,22,0,0,16,14,16,0,18,10,17,0,0,0,0,0,0,0,0
9,9,0,5,6,7,3,2,0,10,6,1,11,4,0,12,17,10,13,0,19,0,0,0,0,0,0,24,22,0,17,19,18,21,0,13,11,0,24,23,0,22,0,25,20,0,14,8,15,0,16,10,16,0,0,0,0,0,0,0,0
14,16,0,7,6,8,4,2,0,13,5,1,14,3,0,11,19,10,15,0,22,0,0,25,17,0,25,0,25,0,21,0,22,23,0,14,9,0,24,24,0,27,0,26,0,23,15,12,18,0,23,13,20,0,0,0,0,0,0,0,0
12,11,0,7,6,8,4,2,0,14,5,1,13,3,0,11,14,9,19,0,22,0,0,0,19,0,24,0,21,0,17,0,18,23,0,17,14,0,20,22,0,24,0,20,14,20,16,10,15,0,25,12,20,0,0,0,0,0,0,0,0
12,12,0,7,6,8,4,2,0,9,5,1,10,3,0,9,14,9,13,0,17,0,0,13,15,0,22,20,20,0,15,0,16,18,0,13,14,0,15,19,0,21,0,21,0,0,15,12,14,0,20,11,17,0,0,0,0,0,0,0,0
15,13,0,5,6,7,4,2,0,10,6,1,11,3,0,9,16,9,17,0,22,0,0,0,0,0,23,25,23,0,18,0,20,24,0,19,12,0,19,23,0,26,0,25,14,21,18,9,14,0,26,8,20,0,0,0,0,0,0,0,0
13,13,0,6,7,8,4,2,0,9,5,1,9,3,0,9,15,8,12,0,22,0,0,0,0,0,20,21,19,0,16,0,17,17,0,11,8,0,17,18,0,21,0,22,17,17,16,10,14,0,12,16,17,0,0,0,0,0,0,0,0
12,12,0,7,6,8,4,2,0,11,5,1,12,3,0,9,16,9,10,0,19,0,0,10,0,0,21,20,21,0,15,0,16,18,0,14,16,0,22,22,0,22,0,21,0,17,17,13,15,0,23,13,20,0,0,0,0,0,0,0,0
14,17,0,5,6,7,4,2,0,9,4,1,8,3,0,13,15,8,11,0,26,0,0,0,18,0,25,0,26,0,19,0,19,22,0,14,11,0,25,25,0,27,0,24,21,22,14,10,16,0,20,12,23,0,0,0,0,0,0,0,0
13,14,0,6,5,7,4,2,0,12,5,1,11,3,0,13,19,8,17,0,19,0,0,16,16,0,25,24,24,0,17,0,20,21,0,19,9,0,23,22,0,25,0,22,0,0,18,10,15,0,20,14,21,0,0,0,0,0,0,0,0
11,13,0,7,4,8,6,2,0,10,5,1,11,3,0,9,15,9,17,0,18,0,0,0,17,0,22,0,19,0,16,0,17,18,0,13,9,0,23,21,0,22,0,18,20,19,17,12,14,0,24,11,18,0,0,0,0,0,0,0,0
14,15,0,6,7,8,4,2,0,12,5,1,13,3,0,9,17,11,18,0,23,0,0,23,17,0,26,27,27,0,15,0,17,21,0,22,14,0,24,25,0,28,0,20,0,0,19,10,16,0,29,15,22,0,0,0,0,0,0,0,0
16,16,0,5,6,7,4,2,0,10,4,1,12,3,0,11,14,8,17,0,17,0,0,21,0,0,25,25,22,0,15,0,14,19,0,20,9,0,24,23,0,26,0,27,0,18,16,13,15,0,28,13,19,0,0,0,0,0,0,0,0
12,14,0,6,7,8,5,2,0,12,4,1,9,3,0,9,15,10,16,0,19,0,0,15,0,0,23,21,22,0,15,0,16,18,0,14,15,0,18,20,0,24,0,21,0,18,17,11,13,0,22,12,17,0,0,0,0,0,0,0,0
15,14,0,4,6,7,4,2,0,10,5,1,9,3,0,11,13,9,12,0,18,0,0,13,14,0,20,0,19,0,17,19,16,19,0,16,14,0,19,19,0,21,0,19,0,18,17,8,14,0,18,11,19,0,0,0,0,0,0,0,0
13,16,0,6,7,8,4,2,0,12,5,1,9,3,0,11,15,8,18,0,21,0,0,18,16,0,28,29,25,0,19,26,20,22,0,14,12,0,23,27,0,29,0,26,0,0,17,9,14,0,30,10,24,0,0,0,0,0,0,0,0
16,18,0,5,6,7,4,2,0,11,5,1,9,3,0,10,14,8,20,0,20,0,0,15,19,0,24,0,23,0,19,19,17,23,0,13,19,0,19,23,0,25,0,22,0,22,21,12,14,0,23,9,22,0,0,0,0,0,0,0,0
12,13,0,4,5,6,3,1,0,8,4,1,7,2,0,7,15,7,14,0,26,0,0,14,0,0,25,23,25,0,16,17,21,18,0,22,10,0,20,24,0,25,0,24,0,20,15,9,11,0,26,12,19,0,0,0,0,0,0,0,0
13,17,0,5,6,7,4,2,0,11,5,1,10,3,0,10,16,8,15,0,21,0,0,19,18,0,28,0,26,0,18,21,20,23,0,24,14,0,28,27,0,27,0,25,0,22,18,9,14,0,29,12,23,0,0,0,0,0,0,0,0
14,15,0,7,6,8,4,2,0,13,5,1,11,3,0,12,19,9,21,0,22,0,0,21,21,0,28,0,25,0,16,20,20,26,0,23,15,0,30,24,0,29,0,27,0,22,18,10,17,0,31,12,22,0,0,0,0,0,0,0,0
12,13,0,5,6,7,3,2,0,9,4,1,10,3,0,9,17,8,15,0,25,0,0,16,17,0,25,0,24,0,13,22,16,20,0,19,11,0,19,22,0,25,0,20,0,21,14,10,14,0,23,11,18,0,0,0,0,0,0,0,0
17,18,0,7,6,8,4,1,0,12,5,2,10,3,0,11,19,9,19,0,22,0,0,15,0,0,28,28,27,0,17,16,21,23,0,19,13,0,25,26,0,28,0,28,0,24,20,12,17,0,28,14,22,0,0,0,0,0,0,0,0
12,14,0,5,6,7,4,1,0,11,5,2,10,3,0,10,15,8,17,0,23,0,0,14,16,0,25,0,20,0,13,17,18,22,14,16,15,0,24,21,0,26,0,23,0,19,16,9,16,0,20,13,20,0,0,0,0,0,0,0,0
12,12,0,6,7,8,5,2,0,10,4,1,9,3,0,11,18,9,20,0,28,0,0,19,17,0,29,28,24,0,15,23,21,25,11,13,14,0,29,27,0,29,0,26,0,0,22,11,16,0,20,14,23,0,0,0,0,0,0,0,0
14,14,0,6,6,7,4,2,0,9,5,1,10,3,0,12,18,8,16,0,27,0,0,20,20,0,27,0,24,0,15,26,21,21,8,17,12,0,27,24,0,27,0,22,0,23,19,11,13,0,13,12,25,0,0,0,0,0,0,0,0
14,15,0,5,6,7,5,2,0,12,4,1,10,3,0,11,17,8,14,0,22,0,0,16,0,0,22,21,19,0,16,22,18,18,15,13,13,0,21,21,0,23,0,21,0,18,16,9,15,0,17,16,20,0,0,0,0,0,0,0,0
14,15,0,5,7,9,4,2,0,13,6,1,11,3,0,12,20,8,19,0,22,0,0,18,0,0,25,26,23,0,19,21,22,24,16,20,10,0,23,25,0,25,0,23,0,21,16,10,17,0,27,16,25,0,0,0,0,0,0,0,0
16,17,0,6,4,7,3,2,9,11,5,1,14,3,0,13,17,10,20,0,24,0,0,20,20,0,28,29,29,0,19,20,21,25,12,23,8,0,28,27,0,29,0,26,0,0,20,8,18,0,30,15,22,0,0,0,0,0,0,0,0
13,14,0,4,6,7,4,2,9,10,5,1,10,3,0,11,16,7,15,0,20,0,0,17,18,0,25,0,24,0,16,21,18,20,11,17,12,0,24,23,0,24,0,16,0,20,19,8,13,0,20,9,22,0,0,0,0,0,0,0,0
16,17,0,4,6,8,5,2,10,15,7,1,13,3,0,12,19,9,18,0,27,0,0,0,21,0,27,28,26,0,20,18,22,25,17,14,16,0,23,24,0,28,0,22,20,0,21,9,16,0,27,11,24,0,0,0,0,0,0,0,0
13,13,0,4,5,6,2,1,9,10,4,1,11,3,0,10,15,7,15,0,18,0,0,0,15,0,22,23,22,0,14,15,17,24,14,16,17,0,21,20,0,23,0,19,16,0,17,8,12,0,23,10,18,0,0,0,0,0,0,0,0
16,16,0,6,5,7,4,1,8,13,4,2,9,3,0,10,17,9,19,0,24,0,0,18,16,0,27,0,26,0,14,18,18,23,11,17,14,0,20,25,0,27,0,22,0,21,17,10,15,0,19,12,20,0,0,0,0,0,0,0,0
19,20,0,5,6,8,3,1,7,12,4,2,15,3,0,11,21,10,22,0,27,0,0,0,23,0,27,0,26,0,17,14,24,27,8,23,18,0,25,25,0,27,0,26,21,25,22,9,16,0,27,13,25,0,0,0,0,0,0,0,0
15,16,0,7,6,8,3,2,10,13,5,1,11,4,0,12,16,9,16,0,20,0,0,0,0,0,24,25,26,0,17,18,19,23,12,18,14,0,21,23,0,25,0,22,18,20,18,10,15,0,27,12,25,0,0,0,0,0,0,0,0
12,12,0,3,5,7,3,2,0,11,6,1,11,4,0,10,15,7,16,0,18,0,0,0,15,0,21,0,22,0,13,16,16,17,12,15,12,0,22,19,0,20,0,17,16,17,16,8,14,0,22,9,20,0,0,0,0,0,0,0,0
15,16,0,6,7,8,4,1,0,12,5,2,12,3,0,10,17,9,18,0,21,0,0,0,20,0,26,0,26,0,16,22,19,25,14,17,13,0,21,24,0,27,0,22,22,23,19,11,14,0,19,12,24,0,0,0,0,0,0,0,0
14,17,0,5,7,8,4,2,9,13,6,1,12,3,0,10,20,8,15,0,25,0,0,0,0,0,26,25,24,0,15,18,24,22,18,16,16,0,21,23,0,27,0,28,18,19,19,9,16,0,25,11,20,0,0,0,0,0,0,0,0
16,17,0,3,5,7,4,1,8,12,6,1,14,2,0,11,18,10,19,0,22,0,0,0,0,0,26,25,26,0,17,23,22,23,16,19,16,0,22,24,0,25,0,21,22,20,18,9,15,0,24,13,21,0,0,0,0,0,0,0,0
19,19,16,4,6,7,3,1,0,12,5,2,13,3,0,10,21,8,20,0,24,0,0,0,17,0,27,26,23,0,15,20,22,23,16,16,11,0,25,22,0,27,0,22,20,0,18,9,16,0,24,14,21,0,0,0,0,0,0,0,0
15,18,14,4,6,7,3,1,0,10,5,2,10,3,0,12,19,9,17,0,23,0,0,0,18,0,26,0,24,0,19,23,20,24,9,20,13,0,24,25,0,26,0,27,22,21,21,8,16,0,27,11,28,0,0,0,0,0,0,0,0
16,20,14,6,7,8,4,2,0,12,5,1,11,3,0,13,19,9,21,0,23,0,0,0,0,0,27,24,25,0,15,24,22,23,20,23,22,0,26,25,0,27,0,28,23,20,21,10,18,0,28,17,24,0,0,0,0,0,0,0,0
17,18,12,5,7,8,4,1,0,13,6,2,9,3,0,11,18,10,19,0,24,0,0,0,0,0,25,28,25,0,15,16,20,21,16,20,18,0,23,24,0,26,0,25,18,22,20,9,17,0,27,14,20,0,0,0,0,0,0,0,0
15,16,16,5,6,8,4,1,0,12,7,2,13,3,0,11,18,9,14,0,20,0,0,0,18,0,24,24,23,0,17,21,20,21,16,20,14,0,21,22,0,23,0,25,20,0,19,10,17,0,22,11,20,0,0,0,0,0,0,0,0
15,17,13,6,5,7,4,1,0,12,5,2,11,3,0,10,19,8,20,0,22,0,0,0,21,0,29,0,28,0,20,25,23,29,16,18,12,0,29,27,0,30,0,25,22,26,18,9,14,0,29,10,24,0,0,0,0,0,0,0,0
13,14,12,6,5,7,4,1,0,11,6,2,12,3,0,10,15,9,16,0,20,0,0,0,18,0,23,0,22,0,12,22,18,21,10,17,14,0,23,21,0,23,0,19,20,20,17,10,13,0,20,8,18,0,0,0,0,0,0,0,0
15,19,14,6,7,8,4,1,0,11,5,2,10,3,0,10,18,9,17,0,30,0,0,0,0,0,29,28,27,0,16,32,21,24,13,26,19,0,23,24,0,31,0,25,25,22,20,9,15,0,30,12,23,0,0,0,0,0,0,0,0
16,18,14,6,5,9,4,1,0,12,7,2,13,3,0,12,18,8,21,0,26,0,0,0,0,0,28,29,27,0,20,17,22,23,15,22,11,0,25,27,0,28,0,24,19,22,17,10,14,0,28,13,24,0,0,0,0,0,0,0,0
15,17,13,6,6,7,3,1,0,11,5,2,11,4,0,10,20,8,14,0,28,0,0,0,0,0,31,30,27,0,14,29,22,29,18,26,20,0,24,27,0,31,0,23,25,21,19,12,16,0,32,9,26,0,0,0,0,0,0,0,0
13,16,14,4,6,7,3,1,0,11,5,2,12,3,0,11,19,9,18,0,22,0,0,0,18,0,27,0,25,0,15,25,22,25,17,25,19,0,26,24,0,28,0,26,23,21,20,10,15,0,29,8,24,0,0,0,0,0,0,0,0
13,13,13,6,0,7,4,1,0,11,5,2,10,3,0,12,14,8,20,0,20,0,0,14,0,0,23,23,23,0,13,17,19,22,8,15,14,0,22,21,0,23,0,23,0,16,18,10,13,0,13,9,18,0,0,0,0,0,0,0,0
14,14,12,5,0,7,3,1,0,9,6,2,10,4,0,11,15,9,12,0,25,0,0,16,18,0,23,24,21,0,14,17,21,20,16,17,17,0,19,20,0,23,0,26,0,0,15,8,13,0,17,9,22,0,0,0,0,0,0,0,0
14,14,12,5,0,7,4,1,0,10,6,2,9,3,0,10,15,8,15,0,19,0,0,13,12,0,20,20,19,0,11,15,18,18,12,12,11,0,19,19,0,20,0,21,0,0,17,9,12,0,16,8,19,0,0,0,0,0,0,0,0
16,15,12,6,0,7,3,1,0,13,5,2,10,4,0,11,17,8,10,0,27,0,0,19,14,0,24,25,20,0,15,23,22,19,15,15,18,21,20,22,0,26,0,23,0,0,17,9,16,0,21,9,18,0,0,0,0,0,0,0,0
15,17,14,5,0,7,4,1,0,13,6,2,12,3,0,11,16,9,16,0,27,0,0,32,15,0,30,0,29,0,18,33,26,21,19,25,20,23,27,29,0,31,0,24,0,23,20,10,15,0,28,8,22,0,0,0,0,0,0,0,0
14,17,12,5,0,7,4,1,0,12,6,2,9,3,0,11,13,8,19,0,24,0,0,21,16,0,26,0,23,0,16,23,20,22,17,20,10,21,25,25,0,27,0,28,0,19,18,9,15,0,25,10,24,0,0,0,0,0,0,0,0
17,18,17,5,0,7,4,1,0,13,6,2,12,3,0,10,16,8,17,0,26,0,0,20,0,0,29,28,27,0,15,25,23,22,19,18,15,21,24,25,0,29,0,30,0,19,21,11,14,0,24,9,17,0,0,0,0,0,0,0,0
13,14,0,5,0,7,4,1,0,11,6,2,9,3,0,9,12,8,15,0,19,0,0,16,16,0,25,0,22,0,12,19,18,20,17,17,10,22,24,21,0,26,23,26,0,18,15,9,13,0,12,7,19,0,0,0,0,0,0,0,0
16,16,0,6,0,7,4,1,0,12,5,2,11,3,0,11,15,8,17,0,21,0,0,19,19,0,27,0,23,0,19,25,19,21,12,17,13,15,23,25,0,28,24,26,0,22,18,9,14,0,28,10,20,0,0,0,0,0,0,0,0
15,13,0,6,0,7,3,1,0,11,5,2,10,4,0,9,13,8,17,0,23,0,0,16,17,0,25,0,21,0,16,25,18,22,10,25,12,17,22,24,0,25,19,26,0,20,16,10,14,0,27,8,17,0,0,0,0,0,0,0,0
14,16,12,5,0,7,4,1,0,13,6,2,12,3,0,11,16,8,19,0,19,0,0,18,0,0,27,26,22,0,19,22,20,21,21,21,15,17,27,25,0,25,23,24,0,17,19,10,16,0,22,9,21,0,0,0,0,0,0,0,0
17,15,10,6,0,7,4,1,0,13,5,2,12,3,0,11,17,9,18,0,23,0,0,17,0,0,30,29,25,0,16,19,21,24,16,16,18,20,27,26,0,30,24,28,0,22,20,8,15,0,30,14,27,0,0,0,0,0,0,0,0
17,15,13,6,0,7,4,1,0,14,5,2,11,3,0,12,18,10,17,0,25,0,0,19,0,0,31,30,28,0,14,23,24,27,17,20,14,28,27,29,0,31,28,26,0,22,22,8,16,0,29,9,21,0,0,0,0,0,0,0,0
16,13,9,5,0,7,4,1,0,12,6,2,11,3,0,10,14,8,19,0,24,0,0,18,0,0,28,30,27,0,21,23,26,22,10,20,17,24,32,27,0,31,25,29,0,23,20,9,15,0,27,10,24,0,0,0,0,0,0,0,0
13,12,10,6,0,7,4,1,0,11,5,2,11,3,0,9,15,9,15,0,19,0,0,16,14,0,24,0,25,0,15,20,18,16,15,13,16,14,20,23,0,25,21,21,0,17,20,8,14,0,19,11,22,0,0,0,0,0,0,0,0
16,14,10,5,6,8,4,1,0,13,7,2,13,3,0,12,16,11,16,0,25,0,0,15,0,0,28,29,27,0,13,19,23,20,13,22,18,22,23,26,0,29,24,25,0,21,21,9,17,0,22,13,21,0,0,0,0,0,0,0,0
16,15,11,6,6,7,4,1,0,13,5,2,12,3,0,9,15,10,20,0,24,0,0,20,0,0,29,28,28,0,15,27,21,20,19,23,14,20,21,26,0,30,25,31,0,19,22,8,18,0,25,10,17,0,0,0,0,0,0,0,0
15,12,11,6,0,8,4,1,0,12,5,2,13,3,7,9,16,9,26,0,28,0,0,22,18,0,29,31,30,0,14,27,24,24,14,17,19,23,25,24,0,30,27,29,0,0,20,8,16,0,23,10,21,0,0,0,0,0,0,0,0
17,16,12,7,0,8,4,1,0,14,5,2,13,3,6,11,21,10,18,0,25,0,0,23,20,0,32,32,28,0,19,30,23,26,25,23,18,26,29,31,0,31,27,29,0,0,22,9,21,0,24,15,30,0,0,0,0,0,0,0,0
16,14,11,6,0,8,4,1,0,12,5,2,11,3,7,10,18,10,19,0,21,0,0,18,0,0,26,24,25,0,13,24,20,19,13,20,14,22,24,24,0,27,23,17,0,18,15,9,14,0,23,14,25,0,0,0,0,0,0,0,0
18,15,14,5,7,8,4,1,0,14,6,2,12,3,9,12,16,11,22,0,23,0,0,0,17,0,26,26,26,0,14,27,21,22,18,21,17,20,24,23,0,26,25,23,21,0,19,10,15,0,22,13,22,0,0,0,0,0,0,0,0
19,16,12,6,7,10,4,1,0,12,5,2,14,3,8,13,17,11,23,0,29,0,0,0,0,0,31,32,27,0,17,33,24,23,15,22,17,23,26,30,0,29,28,33,21,23,20,9,15,0,25,18,29,0,0,0,0,0,0,0,0
18,17,13,5,7,9,4,1,0,14,6,2,15,3,8,12,20,11,21,0,23,0,0,0,20,0,29,0,26,0,20,29,23,24,21,21,22,23,31,28,0,30,25,27,22,23,21,10,19,0,27,16,29,0,0,0,0,0,0,0,0
13,15,11,5,6,8,4,1,0,10,5,2,12,3,6,10,17,9,18,0,24,0,0,0,16,0,30,29,28,0,16,27,25,22,15,19,17,20,23,24,0,29,26,26,20,0,17,7,14,0,21,13,26,0,0,0,0,0,0,0,0
17,16,12,5,7,10,4,1,0,15,6,2,14,3,8,14,18,13,22,0,22,0,0,0,19,0,33,33,31,0,19,25,23,25,20,24,17,22,29,28,0,30,26,27,21,0,23,9,19,0,32,11,21,0,0,0,0,0,0,0,0
19,17,12,5,7,9,4,1,0,14,6,2,16,3,8,13,21,11,24,0,29,0,0,0,23,0,32,32,31,0,22,32,26,25,20,32,18,24,28,30,0,33,29,32,27,0,24,10,18,0,34,15,29,0,0,0,0,0,0,0,0
15,13,10,4,4,6,3,1,0,10,4,2,11,3,5,9,16,8,19,0,23,0,0,0,15,0,24,24,24,0,16,23,20,22,24,23,17,24,24,23,0,24,23,24,18,0,21,7,12,0,25,14,24,0,0,0,0,0,0,0,0
17,15,11,6,7,8,4,1,0,13,5,2,14,3,7,11,16,10,18,0,24,0,0,0,17,0,26,0,25,0,15,20,19,19,18,25,12,18,21,25,0,27,23,21,19,18,16,9,15,0,22,12,19,0,0,0,0,0,0,0,0
18,15,11,6,6,8,3,1,0,12,5,2,14,4,7,11,19,10,22,0,31,0,0,0,16,0,31,33,26,0,12,23,22,25,20,24,17,27,30,29,0,30,28,27,21,0,20,9,14,0,32,13,33,0,0,0,0,0,0,0,0
17,14,10,6,7,8,4,1,0,12,5,2,11,3,8,11,15,10,19,0,21,0,0,0,0,0,26,26,25,0,13,24,21,21,14,25,18,22,23,24,0,28,24,24,20,22,20,9,16,0,27,13,22,0,0,0,0,0,0,0,0
17,15,11,7,6,8,4,1,0,12,5,2,13,3,7,13,18,10,24,0,22,0,0,0,19,0,28,30,26,0,18,23,21,23,16,18,19,25,24,25,0,31,27,32,22,0,21,9,17,0,20,14,29,0,0,0,0,0,0,0,0
19,16,13,6,6,8,3,1,0,11,5,2,14,4,7,12,20,10,21,0,29,0,0,0,0,0,34,33,35,0,19,24,25,25,17,27,15,24,24,31,0,30,28,32,22,21,23,9,18,0,28,19,26,0,0,0,0,0,0,0,0
18,15,12,6,7,8,4,1,0,14,5,2,13,3,6,11,17,9,18,0,21,0,0,0,16,0,30,0,26,0,15,31,21,24,23,16,18,28,25,26,0,30,27,29,23,22,19,8,15,0,20,10,25,0,0,0,0,0,0,0,0
20,16,11,5,8,9,4,1,0,12,6,2,13,3,7,14,18,11,25,0,28,0,0,0,0,0,31,30,30,0,21,28,21,26,15,27,16,24,32,29,0,30,28,34,23,19,22,10,17,0,27,17,33,0,0,0,0,0,0,0,0
14,11,9,5,6,7,4,1,0,10,5,2,10,3,6,9,14,8,17,0,24,0,0,0,0,0,26,25,25,0,15,15,21,20,19,13,9,22,23,25,0,26,23,23,18,13,16,9,12,0,22,9,23,0,0,0,0,0,0,0,0
19,15,12,6,6,8,3,1,0,11,5,2,12,4,7,10,20,9,22,0,29,31,0,0,17,0,31,0,29,0,13,26,24,24,18,21,14,30,27,29,0,31,28,23,22,25,21,8,16,0,31,18,30,0,0,0,0,0,0,0,0
