"NS","ND","NF","Entropy","SOL","NTM","LA","LD","LT","FN","NDEV","AGE","EXP","REXP","Complexity","if_add","if_del","if_chg","elseif_add","elseif_del","else_add","else_del","else_chg","for_add","for_del","for_chg","while_add","while_del","while_chg","break_add","break_del","continue_add","continue_del","switch_del","switch_chg","case_add","case_chg","assert_add","assert_del","return_add","return_del","try_add","try_del","try_chg","throw_add","throw_del","throw_chg","throws_del","final_add","static_add","static_del","synchronized_add","synchronized_del","synchronized_chg","loop_add","loop_del","loop_chg","expVariable_add","expVariable_del","expParameter_add","expParameter_del","externalCall_add","externalCall_del","average_time","Runtime","Cpu_user","Cpu_sys","Mem_rss","Mem_vms","Io_read","Io_write"
11,0,0,3,0,0,0,1,0,5,0,1,2,0,1,6,10,0,14,15,17,10,0,0,0,12,0,18,10,0,0,0,0,19,0,0,0,0,13,4,8,19,19,9,0,17,0,0,19,19,19,0,0,0,9,8,0,0,0,16,19,7,5,0,0,0,0,0,0,0,0
12,0,0,5,0,0,0,5,0,7,0,1,2,0,3,8,9,0,13,18,15,11,0,0,0,19,0,18,12,0,0,0,0,19,0,0,0,0,15,6,8,19,18,19,0,14,0,0,19,17,18,0,0,0,14,4,0,0,0,20,16,10,4,0,0,0,0,0,0,0,0
18,0,0,5,0,0,0,3,0,9,0,3,2,0,3,13,5,0,10,16,12,15,0,0,0,17,0,13,7,0,0,0,0,13,0,0,0,0,15,5,6,13,13,15,0,14,0,13,13,13,10,0,0,0,8,3,0,0,0,11,15,4,1,0,0,0,0,0,0,0,0
10,0,0,3,0,0,0,3,0,5,0,1,3,0,2,9,8,0,15,17,12,17,0,0,0,16,0,17,6,0,0,0,0,10,0,0,0,0,13,7,4,17,17,14,0,14,0,16,17,17,14,0,0,0,11,3,0,0,0,17,17,8,2,0,0,0,0,0,0,0,0
15,0,0,3,0,0,0,1,0,6,0,1,1,0,3,12,9,0,8,11,14,9,0,0,0,7,0,14,5,0,0,0,0,8,0,0,0,0,12,4,7,10,14,11,0,12,0,14,12,14,9,0,0,0,13,2,0,0,0,10,13,7,2,0,0,0,0,0,0,0,0
12,0,0,4,0,0,0,1,0,7,0,2,2,0,2,7,11,0,16,18,15,6,0,0,0,20,0,16,6,0,0,0,0,9,0,0,0,0,18,4,5,18,17,19,0,15,0,18,14,16,16,0,0,0,10,3,0,0,0,13,14,8,4,0,0,0,0,0,0,0,0
13,0,0,4,0,0,0,6,0,9,0,1,6,0,5,13,10,0,13,15,14,18,0,0,0,12,0,16,7,0,0,0,0,16,0,0,0,0,17,13,8,15,15,10,0,15,0,15,15,16,16,0,0,0,13,2,0,0,0,13,15,11,3,0,0,0,0,0,0,0,0
13,0,0,4,0,0,0,3,0,7,0,1,2,0,4,7,11,0,12,20,14,9,0,9,0,21,0,18,11,0,0,0,0,20,0,0,0,0,20,6,8,18,18,19,0,17,0,20,16,20,20,0,0,0,0,10,0,0,0,15,19,8,5,0,0,0,0,0,0,0,0
10,0,0,4,0,0,0,1,0,8,0,2,3,0,4,9,9,0,11,18,15,7,0,17,0,12,0,18,11,0,0,0,0,12,0,0,0,0,18,6,16,18,18,11,0,13,0,18,14,18,18,0,0,0,0,7,0,0,0,11,18,8,5,0,0,0,0,0,0,0,0
10,0,0,4,0,0,0,1,0,11,0,1,2,0,3,10,10,0,13,17,15,12,0,0,0,9,0,17,8,0,0,0,0,18,0,0,0,0,14,6,7,18,18,7,0,18,0,18,18,17,16,0,0,0,12,5,0,0,0,18,18,11,6,0,0,0,0,0,0,0,0
10,0,0,4,0,0,0,3,0,7,0,2,3,0,5,8,7,0,11,11,11,12,0,0,0,10,0,11,11,0,0,0,0,11,0,11,0,0,0,10,7,11,11,9,0,11,0,11,11,11,11,0,0,0,9,1,0,0,6,11,11,0,2,0,0,0,0,0,0,0,0
14,0,0,4,0,0,0,2,0,6,0,1,1,0,3,7,8,0,12,15,11,18,0,16,0,16,0,17,5,0,0,0,0,17,0,0,17,0,0,19,10,17,17,16,0,15,0,17,17,17,13,0,0,0,0,4,0,0,0,17,17,9,4,0,0,0,0,0,0,0,0
13,0,0,3,0,0,0,5,0,7,0,1,2,0,4,13,12,0,8,9,10,15,0,8,0,13,0,14,6,0,0,0,0,8,0,14,0,0,11,10,7,14,14,7,0,14,0,13,12,13,13,0,0,0,0,2,0,0,0,14,13,7,1,0,0,0,0,0,0,0,0
10,0,0,4,0,0,0,3,0,8,0,1,2,0,6,14,9,0,17,15,15,15,0,0,0,8,0,16,9,0,0,0,0,16,0,13,0,0,15,14,10,16,15,8,0,11,0,15,12,15,16,7,0,0,14,5,0,0,0,16,16,10,7,0,0,0,0,0,0,0,0
10,0,0,4,0,0,0,2,0,6,0,1,3,0,5,8,9,0,11,10,10,13,0,0,0,10,0,12,10,0,0,0,0,12,0,10,0,0,11,9,7,12,12,8,0,11,0,11,11,12,11,9,0,0,11,5,0,0,0,11,10,12,5,0,0,0,0,0,0,0,0
12,0,0,3,0,0,0,6,0,7,0,1,2,0,4,8,11,0,13,15,15,16,0,0,0,8,0,15,8,0,0,0,0,15,0,13,0,0,15,14,9,15,15,9,0,15,0,15,15,15,15,8,0,0,10,6,0,0,0,15,15,11,5,0,0,0,0,0,0,0,0
13,0,0,5,0,0,0,1,0,11,0,3,2,0,4,8,10,0,11,12,12,8,0,9,0,9,0,13,6,0,0,0,0,14,0,13,0,0,11,6,9,13,13,8,0,13,0,14,13,13,11,9,0,0,0,4,0,0,0,11,14,7,3,0,0,0,0,0,0,0,0
14,0,0,7,0,0,0,4,0,8,0,1,2,0,5,12,10,0,10,18,15,9,0,10,0,15,0,18,8,0,0,18,0,18,0,18,0,0,18,7,11,18,18,11,0,15,0,16,18,17,16,6,0,0,0,3,0,0,0,15,13,13,5,0,0,0,0,0,0,0,0
9,0,0,3,0,0,0,4,0,6,0,1,2,0,3,4,6,0,14,15,14,20,0,10,0,5,0,18,5,0,0,18,0,18,0,13,0,0,19,17,11,18,16,6,0,13,0,18,18,16,15,8,0,12,0,3,0,0,0,15,18,7,5,0,0,0,0,0,0,0,0
13,0,0,5,0,0,0,3,0,7,0,2,1,0,4,7,10,0,15,16,15,16,0,0,0,6,0,17,7,0,0,17,0,16,0,16,0,0,14,7,9,17,15,8,0,17,0,17,16,15,17,7,0,11,12,2,0,0,0,13,17,10,4,0,0,0,0,0,0,0,0
6,0,0,3,0,0,0,5,0,6,0,1,2,0,4,6,6,0,6,6,6,6,6,6,0,6,0,6,6,0,0,6,0,6,0,6,0,0,6,5,6,6,6,6,0,6,0,6,6,6,6,6,0,0,0,6,0,0,0,6,6,6,4,0,0,0,0,0,0,0,0
17,0,0,4,0,0,0,2,0,5,0,1,3,0,2,6,7,0,11,16,12,7,0,0,0,10,0,16,9,0,0,16,0,16,0,17,0,0,16,6,7,16,16,8,0,13,0,16,11,16,16,6,0,15,8,4,0,0,0,14,16,8,4,0,0,0,0,0,0,0,0
10,0,0,5,0,0,0,2,0,7,0,1,3,0,4,7,10,0,14,15,14,8,0,14,0,11,0,15,9,0,0,16,0,16,0,15,0,0,15,9,12,16,16,10,0,15,0,16,16,16,14,10,0,13,0,6,0,0,0,16,15,11,7,0,0,0,0,0,0,0,0
8,0,0,3,0,0,0,2,0,5,0,1,3,0,3,6,7,0,9,17,12,15,0,0,0,16,0,15,8,0,0,17,0,17,0,16,0,0,11,11,14,17,15,11,0,16,0,12,10,17,13,4,0,13,12,3,0,0,6,12,12,7,5,0,0,0,0,0,0,0,0
22,0,0,6,0,0,4,3,0,11,0,1,2,0,5,14,15,0,16,20,19,23,18,12,0,9,0,17,10,0,0,22,0,22,0,22,0,0,17,11,16,22,20,11,0,14,0,22,22,22,22,7,0,0,0,3,0,0,8,20,21,13,5,0,0,0,0,0,0,0,0
13,0,0,6,0,0,4,2,0,10,0,1,4,0,5,14,8,0,14,16,15,13,0,0,0,18,0,17,9,0,0,17,0,17,0,16,0,0,14,11,12,17,16,18,0,15,0,16,17,17,14,7,0,15,12,3,0,0,8,17,17,13,6,0,0,0,0,0,0,0,0
20,0,0,5,0,0,3,3,0,9,0,1,2,0,4,11,11,0,19,19,20,19,0,0,0,14,0,19,13,0,0,19,0,19,0,17,0,0,19,17,18,19,19,17,0,19,0,19,17,19,16,8,0,15,16,6,0,0,10,18,19,12,7,0,0,0,0,0,0,0,0
13,0,0,5,0,0,4,2,0,9,0,1,3,0,6,10,11,0,13,17,16,13,0,0,0,12,0,18,12,0,0,18,0,16,0,16,0,0,19,11,14,18,18,18,0,16,0,17,16,18,17,7,0,16,15,6,0,0,11,17,17,13,8,0,0,0,0,0,0,0,0
14,0,0,3,0,0,3,2,0,9,0,1,5,0,4,6,10,0,12,19,18,8,0,0,0,9,0,20,13,0,0,20,0,20,0,19,0,0,20,9,19,20,19,13,0,18,0,20,16,20,17,7,0,16,15,5,0,0,11,15,19,20,6,0,0,0,0,0,0,0,0
15,0,7,5,0,0,4,2,0,7,0,1,3,0,4,7,9,0,13,20,20,11,0,0,0,7,0,17,11,0,0,20,0,20,0,18,0,0,18,8,16,14,19,9,0,19,0,15,20,20,17,10,0,19,14,7,0,0,11,12,18,10,6,0,0,0,0,0,0,0,0
21,0,8,6,0,0,4,3,0,10,0,1,2,0,4,12,11,0,17,21,21,17,20,0,0,15,0,21,11,0,0,21,0,21,0,20,0,0,21,9,16,18,21,21,0,21,0,21,20,21,18,13,0,0,15,5,0,0,14,18,19,12,7,0,0,0,0,0,0,0,0
15,0,9,4,0,0,5,2,0,8,0,1,3,0,4,9,13,0,15,23,22,23,0,0,0,16,0,23,10,0,0,23,0,21,0,18,0,0,19,6,12,17,21,23,0,20,0,23,21,23,22,17,0,22,16,7,0,0,11,15,16,14,9,0,0,0,0,0,0,0,0
13,0,8,4,0,0,6,3,0,10,0,1,2,0,6,7,7,0,18,23,20,14,0,0,0,25,0,24,12,0,0,24,0,22,0,19,0,0,24,9,15,16,24,23,0,24,0,23,22,24,23,24,0,23,22,12,0,0,8,17,21,11,5,0,0,0,0,0,0,0,0
12,0,7,6,0,0,5,2,0,7,0,1,3,0,4,9,7,0,17,19,19,17,0,12,0,11,0,13,12,0,0,19,0,19,0,14,0,0,18,10,12,12,15,11,0,17,0,17,17,19,17,13,0,14,0,7,0,0,8,12,16,10,5,0,0,0,0,0,0,0,0
15,0,8,6,0,0,3,5,0,9,0,1,2,0,4,14,10,0,18,19,19,18,0,15,0,11,20,18,11,0,0,20,0,20,0,15,0,0,17,10,13,19,20,16,0,20,0,20,18,20,19,8,0,18,0,5,0,0,9,12,19,0,7,0,0,0,0,0,0,0,0
16,0,0,6,0,0,4,2,0,10,0,1,3,0,7,11,8,0,19,22,21,12,0,15,0,9,23,22,12,0,0,23,0,23,0,22,0,0,22,13,17,21,23,12,0,22,0,19,21,22,19,19,0,20,0,12,0,11,10,18,22,14,5,0,0,0,0,0,0,0,0
19,0,0,5,0,0,3,5,0,10,0,1,2,0,4,12,7,0,16,18,16,14,0,16,0,15,19,19,14,0,0,18,0,19,0,18,0,0,20,14,16,18,19,16,0,19,0,18,17,18,18,8,0,15,0,6,0,11,9,16,19,13,2,0,0,0,0,0,0,0,0
11,0,0,7,0,0,4,2,0,8,0,1,3,0,6,15,9,0,20,21,21,25,17,16,0,14,23,20,15,0,0,23,0,23,0,20,0,0,23,22,16,19,23,14,0,24,0,23,18,23,20,9,0,0,0,7,0,13,10,15,18,12,5,0,0,0,0,0,0,0,0
15,0,12,5,0,0,4,3,0,10,0,1,2,0,5,8,11,0,19,22,18,13,20,17,0,18,23,24,21,0,0,24,0,24,0,19,0,0,24,7,14,24,24,16,0,23,0,23,22,24,24,18,0,0,0,8,0,9,13,20,21,15,6,0,0,0,0,0,0,0,0
12,0,7,4,0,0,2,2,0,9,0,1,2,0,3,15,11,0,18,27,25,14,19,22,0,18,25,24,20,0,0,27,0,24,0,24,0,0,27,10,18,27,28,17,0,26,0,27,23,27,27,8,0,0,0,6,0,10,13,21,22,16,5,0,0,0,0,0,0,0,0
16,0,5,4,0,0,3,3,0,5,0,1,3,0,2,12,6,0,14,16,16,14,14,16,0,13,16,16,9,0,0,16,0,16,0,16,0,0,16,8,13,15,16,16,0,16,0,16,16,16,16,11,0,0,0,7,0,7,8,14,16,10,2,0,0,0,0,0,0,0,0
13,0,7,6,0,0,5,2,0,7,0,1,3,0,4,11,10,0,11,14,14,16,13,10,0,13,14,14,10,0,0,14,0,14,0,14,0,0,14,9,13,12,14,15,0,14,0,14,12,14,13,11,0,0,0,11,0,8,9,12,13,9,10,0,0,0,0,0,0,0,0
8,0,4,3,0,0,3,2,0,4,0,1,2,0,3,5,5,0,8,8,8,8,8,8,0,8,8,8,8,0,0,8,0,8,0,8,0,0,8,5,7,8,8,8,0,8,0,8,8,8,8,8,0,0,0,6,0,4,5,8,8,8,4,0,0,0,0,0,0,0,0
21,0,7,5,0,0,3,1,0,10,0,3,3,0,4,11,8,0,19,21,20,20,15,14,0,16,21,20,12,0,0,21,0,21,0,16,0,0,20,9,13,18,17,20,0,19,0,21,20,21,19,8,0,0,0,4,0,6,8,20,21,12,2,0,0,0,0,0,0,0,0
11,0,8,5,0,0,4,3,0,6,0,2,1,0,5,8,6,0,11,11,11,11,11,11,0,11,11,11,10,0,0,11,0,11,0,11,0,0,11,9,11,11,11,11,0,11,0,11,11,11,11,11,0,0,0,11,0,7,8,11,11,11,6,0,0,0,0,0,0,0,0
15,0,10,5,0,0,4,3,0,10,0,1,2,0,6,12,8,0,16,21,20,21,18,11,0,15,20,20,17,0,0,21,0,21,0,19,0,0,21,9,10,18,21,13,0,17,0,21,16,21,21,10,0,0,0,6,0,7,9,14,20,12,2,0,0,0,0,0,0,0,0
10,0,7,4,0,0,3,5,0,7,0,1,2,0,5,11,6,0,14,16,17,19,17,17,0,14,17,17,16,0,0,17,0,17,0,17,0,0,17,18,12,15,14,14,0,16,0,17,17,17,17,10,0,0,0,7,0,9,8,16,14,13,2,0,0,0,0,0,0,0,0
15,0,7,4,0,0,3,2,0,11,0,2,1,0,4,14,9,0,21,23,19,25,20,16,0,20,23,22,14,0,0,23,0,21,0,24,0,0,22,10,13,22,20,14,0,21,0,23,17,23,22,11,0,0,0,5,0,6,8,18,22,12,2,0,0,0,0,0,0,0,0
14,0,6,5,0,0,3,1,0,8,0,3,2,0,4,10,10,0,16,20,18,19,14,17,0,20,20,19,13,0,0,20,0,20,0,12,0,0,19,8,11,20,19,19,0,18,0,20,17,20,19,11,0,0,0,7,0,6,9,15,19,15,6,0,0,0,0,0,0,0,0
11,0,8,6,0,0,4,1,0,7,0,2,3,0,5,17,7,0,12,22,16,22,19,19,0,10,22,22,9,0,0,20,0,22,0,21,0,0,20,11,13,22,20,9,0,20,0,22,22,20,18,23,0,0,0,15,0,7,8,21,18,14,6,0,0,0,0,0,0,0,0
18,0,12,6,0,0,5,4,0,11,0,3,1,0,7,11,8,0,19,22,18,20,15,17,0,16,22,22,18,0,0,22,0,22,0,21,0,0,22,14,19,20,18,14,0,22,0,20,22,22,22,11,0,0,0,8,0,9,10,16,20,13,2,0,0,0,0,0,0,0,0
13,0,8,5,0,0,4,1,0,8,0,2,4,0,3,11,7,0,18,21,18,13,16,14,0,10,21,21,12,0,0,18,0,21,0,19,0,0,21,9,12,20,21,10,0,18,0,18,20,21,19,9,0,0,0,8,0,6,9,17,15,13,5,0,0,0,0,0,0,0,0
11,0,9,5,0,0,3,1,0,9,0,2,4,0,5,11,8,0,12,17,14,18,12,14,0,7,17,17,9,0,0,16,0,14,0,16,0,0,17,17,17,18,13,7,0,14,0,13,16,16,15,8,0,0,0,6,0,7,8,13,17,10,5,0,0,0,0,0,0,0,0
13,0,0,6,0,0,5,1,0,9,0,2,3,0,4,10,12,0,18,22,17,14,18,16,0,12,21,20,20,0,0,16,0,22,0,17,0,0,19,11,19,20,18,14,0,18,0,22,19,22,21,15,0,0,0,13,0,8,11,16,15,15,7,0,0,0,0,0,0,0,0
9,0,0,4,0,0,6,1,0,10,0,2,3,0,5,14,12,0,25,26,18,27,21,19,0,10,26,26,17,0,0,19,0,26,0,26,0,0,24,16,19,25,26,13,0,26,0,25,23,25,26,14,0,0,0,10,0,8,11,22,15,20,7,0,0,0,0,0,0,0,0
9,0,0,4,0,0,4,1,0,8,0,2,3,0,4,5,7,0,13,17,12,5,15,11,0,7,14,17,10,0,0,14,0,16,11,14,0,0,0,7,13,16,16,8,0,15,0,16,17,17,17,7,0,0,0,5,0,6,8,15,12,15,4,0,0,0,0,0,0,0,0
10,0,0,4,0,0,3,1,0,7,0,2,5,0,5,9,9,0,17,19,16,15,18,0,0,10,18,19,16,0,0,15,0,20,6,14,0,0,0,13,21,20,19,11,0,19,0,20,19,20,20,10,0,0,14,4,0,8,8,18,13,12,4,0,0,0,0,0,0,0,0
12,0,0,4,0,0,2,1,0,8,0,2,0,3,3,9,9,0,19,19,17,15,17,19,0,13,18,19,18,0,0,16,0,19,7,15,0,0,0,9,17,19,19,11,0,19,0,19,19,19,19,12,0,0,0,7,0,6,8,16,14,10,5,0,0,0,0,0,0,0,0
6,0,0,4,0,0,2,1,0,7,0,2,0,3,3,8,6,0,12,12,12,12,12,0,0,9,12,12,12,0,0,12,0,12,12,12,0,0,0,12,12,12,12,10,0,12,0,12,12,12,12,12,0,0,12,6,0,6,11,12,12,12,5,0,0,0,0,0,0,0,0
9,0,0,5,0,0,5,1,0,9,0,2,0,3,6,8,9,0,16,18,13,16,14,0,0,8,15,17,11,0,0,13,0,18,7,13,0,0,0,13,13,18,18,10,0,18,0,18,18,18,18,12,0,0,12,11,0,7,9,16,13,11,4,0,0,0,0,0,0,0,0
11,0,0,5,0,0,4,1,0,9,0,2,0,3,6,12,8,0,22,25,20,15,18,0,0,10,22,23,17,0,0,23,0,25,11,19,0,0,0,14,17,22,21,13,0,24,0,24,20,25,24,22,0,0,16,14,0,7,10,24,18,16,4,0,0,0,0,0,0,0,0
0,9,0,5,0,0,0,1,0,7,0,3,0,2,4,11,10,6,22,25,20,15,19,0,0,10,17,25,15,0,0,23,0,25,7,19,0,0,0,12,0,21,24,0,0,22,0,24,16,25,24,21,0,0,14,12,0,0,0,18,20,13,8,0,0,0,0,0,0,0,0
0,9,0,4,0,0,0,1,0,10,0,3,0,2,5,11,13,6,23,24,19,23,20,0,0,12,22,24,18,0,0,19,0,23,23,22,0,0,0,15,0,23,24,0,0,21,0,23,17,24,24,14,0,0,18,8,0,0,0,20,23,16,7,0,0,0,0,0,0,0,0
0,7,0,4,0,0,0,1,0,10,0,3,0,2,6,12,11,5,18,25,20,26,19,0,0,9,17,25,15,0,0,21,0,23,7,15,0,0,0,13,0,22,23,0,0,24,0,25,16,25,25,15,0,0,12,12,0,0,0,20,14,13,8,0,0,0,0,0,0,0,0
0,7,0,4,0,0,0,1,0,9,0,3,0,2,5,9,10,6,17,25,19,15,16,0,0,11,20,25,16,0,0,21,0,25,8,18,0,0,0,14,0,22,25,0,0,21,0,24,18,25,25,11,0,0,13,8,0,0,0,19,23,12,7,0,0,0,0,0,0,0,0
0,9,0,5,0,0,0,1,0,9,0,2,3,0,7,10,10,6,16,22,17,25,15,0,0,9,18,23,14,0,0,17,0,24,8,16,0,0,0,12,0,24,24,0,0,21,0,24,20,24,24,24,0,0,14,13,0,0,0,19,14,11,4,0,0,0,0,0,0,0,0
0,8,0,4,0,0,0,1,0,9,0,2,3,0,7,11,11,6,20,21,18,12,17,0,0,10,19,22,16,0,0,19,0,23,11,19,0,0,0,13,0,23,23,0,0,21,0,22,20,23,23,15,0,0,14,12,0,0,0,19,21,12,5,0,0,0,0,0,0,0,0
0,7,0,4,0,0,0,1,0,7,0,3,2,0,6,9,10,5,18,21,14,8,13,0,0,8,13,19,12,0,0,15,0,21,19,17,0,0,0,9,0,20,19,0,0,19,0,20,16,21,21,8,0,0,12,8,0,0,0,18,22,11,7,0,0,0,0,0,0,0,0
0,8,0,4,0,0,0,1,0,8,0,2,3,0,5,11,10,6,14,21,16,15,15,0,0,9,16,18,12,0,0,16,0,19,8,14,0,0,0,13,0,21,20,0,0,19,0,20,17,20,21,11,0,0,13,11,0,0,0,20,16,12,7,0,0,0,0,0,0,0,0
0,7,0,4,0,0,0,1,0,7,0,2,3,0,4,10,12,5,18,21,16,8,16,0,0,10,17,21,15,0,0,16,0,20,8,16,0,0,0,11,0,21,20,0,0,20,0,19,18,21,22,9,0,0,15,7,0,0,0,20,14,13,6,0,0,0,0,0,0,0,0
0,9,0,4,0,0,0,1,0,7,0,3,2,0,5,8,11,5,21,22,16,13,17,0,0,9,17,22,14,0,0,19,0,20,9,16,0,0,0,12,0,20,22,0,0,21,0,22,17,22,22,10,0,0,14,7,0,0,0,18,15,13,6,0,0,0,0,0,0,0,0
0,9,0,4,0,0,0,1,0,8,0,3,2,0,5,10,11,6,19,19,18,19,18,0,0,8,14,19,13,0,0,19,0,19,14,18,0,0,0,13,0,19,19,0,0,17,19,19,15,19,19,19,0,0,11,12,0,0,0,16,19,14,7,0,0,0,0,0,0,0,0
0,10,0,4,0,0,0,2,0,9,0,3,1,0,5,8,9,6,14,22,16,16,19,0,0,11,16,22,15,0,0,18,0,22,8,15,0,0,0,9,0,20,20,0,0,20,20,21,13,17,22,19,0,0,13,12,0,0,0,17,15,12,7,0,0,0,0,0,0,0,0
0,7,0,4,0,0,0,2,0,7,0,3,1,0,4,9,10,5,14,22,16,20,16,0,0,8,15,21,10,0,0,18,0,22,13,16,0,0,0,11,0,17,21,0,0,19,18,19,14,18,21,8,0,0,12,6,0,0,0,14,23,11,6,0,0,0,0,0,0,0,0
0,8,0,4,0,0,0,1,0,9,0,3,2,0,5,10,11,6,13,22,18,25,17,0,0,10,18,24,15,0,0,21,0,24,7,13,0,0,0,15,0,20,23,0,0,23,19,23,13,23,24,14,0,0,14,10,0,0,0,18,16,12,10,0,0,0,0,0,0,0,0
0,6,0,4,0,0,0,1,0,6,0,3,2,0,5,8,8,5,12,19,13,12,13,0,0,6,15,19,8,0,0,13,0,18,6,12,0,0,0,9,0,16,19,0,0,16,15,18,9,18,19,7,0,0,11,10,0,0,0,14,17,10,7,0,0,0,0,0,0,0,0
0,9,0,4,0,0,0,1,0,8,0,3,2,0,6,9,9,7,16,21,18,23,18,0,0,13,17,22,16,0,0,20,0,22,7,17,0,0,0,12,0,21,21,0,0,21,20,21,15,22,22,14,0,0,14,10,0,0,0,19,24,11,5,0,0,0,0,0,0,0,0
0,8,0,5,0,0,0,1,0,7,0,3,2,0,4,9,10,6,14,20,17,19,15,0,0,12,16,19,14,0,0,18,0,19,8,14,0,0,0,13,0,22,20,0,0,16,20,22,13,21,22,14,0,0,14,9,0,0,0,16,20,11,4,0,0,0,0,0,0,0,0
0,8,0,3,0,0,0,1,0,7,0,2,2,0,4,7,11,5,12,19,18,11,15,0,0,9,17,19,11,0,0,19,0,18,6,14,0,0,0,11,0,17,19,0,0,19,17,18,13,18,19,16,0,0,14,10,0,0,0,16,17,13,6,0,0,0,0,0,0,0,0
0,7,0,5,0,0,0,1,0,9,0,3,2,0,4,8,12,6,16,19,16,13,16,0,0,10,16,19,14,0,0,16,0,20,17,17,0,0,0,14,0,19,20,0,0,17,17,20,16,18,19,15,0,0,15,11,0,0,0,20,21,13,5,0,0,0,0,0,0,0,0
0,6,0,4,0,0,0,1,0,7,0,3,2,0,4,9,10,5,12,22,21,23,17,0,0,8,19,22,9,0,0,23,0,20,9,15,0,0,0,11,0,23,23,0,0,18,19,22,14,22,23,18,0,0,13,9,0,0,0,21,16,11,6,0,0,0,0,0,0,0,0
0,10,0,4,0,0,0,1,0,11,0,3,2,0,5,9,12,6,15,22,17,8,20,0,0,13,21,26,21,0,0,25,0,25,7,15,0,0,0,14,0,26,23,0,0,25,19,25,18,24,26,16,0,0,17,12,0,0,0,21,19,12,7,0,0,0,0,0,0,0,0
0,8,0,4,0,0,0,1,0,7,0,3,2,0,5,10,12,6,14,22,15,17,18,0,0,11,17,22,17,0,0,21,0,22,12,16,0,0,0,13,0,23,19,0,0,21,18,21,14,21,21,18,0,0,16,15,0,0,0,20,12,14,9,0,0,0,0,0,0,0,0
