"NS","ND","NF","Entropy","LA","LD","LT","SOL","NTM","FN","NDEV","AGE","EXP","REXP","Complexity","if_add","if_del","if_chg","elseif_add","elseif_del","else_add","else_del","else_chg","for_add","for_del","for_chg","while_add","while_del","continue_del","switch_add","switch_del","switch_chg","return_add","return_del","try_add","try_del","try_chg","catch_add","throw_add","throw_del","throw_chg","throws_add","final_add","synchronized_add","loop_add","loop_del","loop_chg","expVariable_add","expVariable_del","expParameter_add","expParameter_del","externalCall_add","externalCall_del","average_time","Runtime","Cpu_user","Cpu_sys","Mem_rss","Mem_vms","Io_read","Io_write"
12,15,11,6,5,0,0,1,0,10,4,3,8,2,5,9,14,7,19,0,0,0,0,13,0,0,0,0,0,0,20,0,17,18,11,11,8,0,20,20,0,20,0,0,16,20,0,11,13,17,16,15,0,0,0,0,0,0,0,0,0
12,15,11,6,5,0,0,1,0,10,3,2,8,2,4,9,14,7,16,0,0,0,0,0,0,0,21,22,0,0,20,0,19,18,0,11,8,0,21,21,0,22,0,0,16,0,15,8,13,9,17,15,0,0,0,0,0,0,0,0,0
13,15,12,7,6,0,0,1,0,11,4,2,10,3,5,10,15,8,17,0,0,0,0,13,0,0,21,22,0,0,20,0,18,18,0,11,11,0,19,20,0,22,0,0,0,0,16,9,14,12,16,10,0,0,0,0,0,0,0,0,0
14,16,13,6,5,0,0,1,0,11,4,2,9,3,5,10,15,7,18,0,0,0,0,16,0,0,0,0,0,0,22,0,20,20,0,14,9,0,21,22,0,23,0,0,19,23,17,8,15,12,20,10,0,0,0,0,0,0,0,0,0
12,16,11,6,5,0,0,1,0,9,4,2,8,3,4,9,14,7,17,0,0,0,0,0,0,0,22,23,0,0,21,0,20,19,0,11,8,0,20,22,0,24,0,0,17,0,15,8,13,10,18,8,0,0,0,0,0,0,0,0,0
13,15,13,7,6,0,0,1,0,11,4,2,10,3,5,11,14,8,16,0,18,0,0,14,0,0,22,22,0,0,20,0,17,18,0,13,12,0,19,21,0,23,0,0,0,0,15,9,13,12,18,9,0,0,0,0,0,0,0,0,0
0,16,13,7,6,0,0,1,0,12,4,2,10,3,5,11,17,8,11,0,21,0,0,0,0,0,24,26,0,0,24,0,20,22,0,14,14,0,23,24,0,25,0,0,19,0,18,9,16,15,20,15,0,0,0,0,0,0,0,0,0
0,12,10,6,5,0,0,1,0,9,4,2,8,3,5,9,13,7,8,0,18,0,0,0,0,0,20,0,0,0,19,0,17,18,0,11,10,0,20,20,0,22,0,14,16,21,15,8,12,11,18,10,0,0,0,0,0,0,0,0,0
0,13,11,6,5,0,0,1,0,10,4,2,8,3,5,10,14,7,8,0,18,0,0,15,0,0,21,22,0,0,19,0,17,18,0,13,11,0,20,20,0,22,0,15,0,0,16,9,12,13,18,11,0,0,0,0,0,0,0,0,0
0,13,12,7,6,0,0,1,0,11,4,2,10,3,5,10,14,8,9,0,19,0,0,15,0,0,24,25,0,0,23,0,18,20,0,12,12,0,21,22,0,25,0,18,0,0,17,10,13,16,18,12,0,0,0,0,0,0,0,0,0
11,13,0,6,5,0,0,1,0,9,4,2,8,3,5,9,14,7,10,0,18,0,0,15,0,0,0,0,0,0,20,0,16,18,0,12,8,0,19,21,0,23,0,16,17,22,14,8,13,0,17,12,15,0,0,0,0,0,0,0,0
11,13,0,6,5,0,0,1,0,9,4,2,8,3,5,8,14,7,10,0,20,0,0,19,0,0,22,24,0,0,17,0,18,20,0,10,10,0,21,21,0,23,0,16,0,0,15,8,12,0,18,11,16,0,0,0,0,0,0,0,0
12,13,0,7,6,0,0,2,0,10,4,1,9,3,5,9,14,8,10,0,18,0,0,18,0,0,21,22,0,0,17,0,16,19,0,15,11,0,21,20,0,22,0,18,0,0,15,11,13,0,19,13,16,0,0,0,0,0,0,0,0
13,14,0,7,6,8,4,2,0,12,5,1,11,3,0,12,15,9,13,0,17,0,0,0,0,0,20,21,0,0,17,16,16,18,0,13,10,0,19,19,0,21,0,16,0,0,15,12,15,0,18,13,16,0,0,0,0,0,0,0,0
12,13,0,7,6,8,4,2,0,11,5,1,11,3,0,10,14,9,12,0,17,0,0,0,0,0,0,21,20,0,17,17,15,18,0,12,11,0,20,19,0,21,0,16,17,0,14,10,13,0,18,11,17,0,0,0,0,0,0,0,0
15,16,0,7,6,8,4,2,0,13,5,1,12,3,0,12,16,9,14,0,19,0,0,17,17,0,21,0,21,0,19,0,17,20,0,16,10,0,21,21,0,21,0,20,0,20,17,11,16,0,19,14,18,0,0,0,0,0,0,0,0
13,14,0,7,6,8,4,2,0,12,5,1,11,3,0,11,15,9,13,0,19,0,0,0,16,0,22,0,24,0,18,0,17,19,0,17,10,0,23,22,0,24,0,19,17,20,17,12,15,0,21,13,18,0,0,0,0,0,0,0,0
14,15,0,6,7,8,4,2,0,12,5,1,13,3,0,11,17,9,14,0,20,0,0,19,17,0,23,24,23,0,19,0,18,21,0,17,10,0,22,22,0,24,0,19,0,0,17,13,16,0,22,14,20,0,0,0,0,0,0,0,0
13,15,0,7,6,8,4,2,0,11,5,1,11,3,0,10,16,9,15,0,21,0,0,0,0,0,24,25,27,0,18,0,18,22,0,15,12,0,23,23,0,26,0,22,17,19,17,12,15,0,22,14,20,0,0,0,0,0,0,0,0
11,13,0,6,6,7,4,2,0,10,5,1,10,3,0,9,14,8,13,0,21,0,0,0,0,0,24,24,26,0,16,0,17,21,0,11,10,0,22,23,0,25,0,18,19,20,15,10,12,0,18,11,19,0,0,0,0,0,0,0,0
10,11,0,6,5,7,4,2,0,9,4,1,9,3,0,9,13,8,13,0,16,0,0,15,0,0,20,19,21,0,14,0,15,17,0,11,9,0,18,18,0,20,0,16,0,16,14,9,12,0,16,10,16,0,0,0,0,0,0,0,0
11,12,0,6,6,7,4,2,0,9,5,1,9,3,0,9,14,8,12,0,20,0,0,0,15,0,22,0,24,0,17,0,17,20,0,14,10,0,21,21,0,23,0,18,17,19,16,9,13,0,19,11,18,0,0,0,0,0,0,0,0
13,14,0,7,6,8,4,2,0,11,5,1,10,3,0,10,17,9,15,0,21,0,0,17,17,0,23,24,24,0,18,0,19,21,0,15,11,0,23,22,0,24,0,19,0,0,19,12,16,0,20,14,20,0,0,0,0,0,0,0,0
11,12,0,5,5,6,4,2,0,9,4,1,9,3,0,8,14,7,15,0,21,0,0,0,16,0,24,0,25,0,18,0,17,22,0,14,10,0,23,23,0,25,0,19,19,21,16,9,13,0,22,11,20,0,0,0,0,0,0,0,0
12,14,0,7,6,8,4,2,0,11,5,1,11,3,0,10,15,9,14,0,21,0,0,19,16,0,24,24,24,0,17,0,18,21,0,13,11,0,22,23,0,24,0,20,0,0,17,10,13,0,21,12,20,0,0,0,0,0,0,0,0
11,13,0,6,5,7,4,2,0,10,4,1,10,3,0,9,14,8,13,0,19,0,0,18,0,0,22,21,22,0,15,0,16,19,0,11,10,0,20,20,0,22,0,17,0,18,15,9,12,0,17,11,18,0,0,0,0,0,0,0,0
12,13,0,6,5,7,4,2,0,10,4,1,9,3,0,9,14,8,14,0,18,0,0,15,0,0,22,22,23,0,15,0,15,18,0,13,11,0,21,20,0,23,0,16,0,17,15,10,13,0,19,13,17,0,0,0,0,0,0,0,0
12,13,0,6,6,7,4,2,0,11,5,1,9,3,0,9,15,8,13,0,19,0,0,14,15,0,21,0,22,0,16,16,16,18,0,13,11,0,20,20,0,22,0,18,0,17,16,10,13,0,19,12,18,0,0,0,0,0,0,0,0
14,15,0,6,6,7,4,2,0,11,5,1,10,3,0,9,15,8,15,0,20,0,0,15,15,0,22,22,22,0,16,17,17,19,0,15,12,0,20,21,0,22,0,18,0,0,16,11,14,0,20,13,18,0,0,0,0,0,0,0,0
12,13,0,6,5,7,4,2,0,10,4,1,9,3,0,8,14,8,13,0,18,0,0,15,15,0,22,0,23,0,16,17,16,18,0,14,11,0,20,21,0,23,0,19,0,18,16,9,13,0,18,12,17,0,0,0,0,0,0,0,0
12,15,0,5,5,6,4,2,0,10,4,1,9,3,0,8,16,7,16,0,22,0,0,17,0,0,25,24,26,0,18,21,18,22,0,16,11,0,23,23,0,26,0,19,0,20,17,10,14,0,25,13,21,0,0,0,0,0,0,0,0
12,13,0,6,6,7,4,2,0,11,5,1,10,3,0,9,16,8,14,0,22,0,0,13,17,0,24,0,25,0,17,18,19,21,0,16,11,0,22,23,0,25,0,20,0,20,17,10,15,0,23,13,21,0,0,0,0,0,0,0,0
12,14,0,5,6,7,4,2,0,10,4,1,9,3,0,9,15,8,14,0,20,0,0,16,16,0,22,0,24,0,17,18,17,20,0,13,11,0,21,21,0,23,0,20,0,18,17,10,14,0,20,12,19,0,0,0,0,0,0,0,0
14,15,0,7,6,8,4,2,0,12,5,1,10,3,0,10,16,9,17,0,24,0,0,18,17,0,26,0,26,0,18,21,20,23,0,17,13,0,24,25,0,26,0,21,0,21,19,11,14,0,24,16,22,0,0,0,0,0,0,0,0
14,15,0,7,6,8,4,2,0,12,5,1,10,3,0,10,17,9,16,0,21,0,0,17,0,0,24,23,22,0,17,19,18,21,0,17,13,0,22,22,0,24,0,20,0,19,18,11,14,0,21,13,20,0,0,0,0,0,0,0,0
13,15,0,7,6,8,4,2,0,11,5,1,10,3,0,10,16,9,16,0,21,0,0,16,17,0,26,0,27,0,17,19,18,22,12,15,12,0,24,25,0,27,0,20,0,20,18,11,15,0,21,14,23,0,0,0,0,0,0,0,0
12,13,0,6,6,7,4,2,0,11,5,1,9,3,0,9,14,8,14,0,17,0,0,14,14,0,21,22,23,0,13,16,15,18,11,14,12,0,20,19,0,21,0,17,0,0,15,10,13,0,18,12,18,0,0,0,0,0,0,0,0
12,14,0,6,5,7,3,1,0,10,4,1,9,2,0,9,14,8,14,0,21,0,0,16,15,0,24,0,23,0,14,18,17,21,11,13,11,0,22,22,0,25,0,18,0,19,16,9,12,0,20,13,20,0,0,0,0,0,0,0,0
14,15,0,6,5,7,3,1,0,11,4,1,9,2,0,9,16,8,17,0,22,0,0,17,0,0,24,25,26,0,16,20,19,22,11,17,12,0,22,23,0,26,0,21,0,20,18,10,13,0,23,15,23,0,0,0,0,0,0,0,0
13,14,0,6,7,8,4,2,0,12,5,1,10,3,0,11,14,9,14,0,20,0,0,15,0,0,23,22,24,0,14,17,16,20,12,15,13,0,20,21,0,24,0,19,0,18,16,10,13,0,21,14,20,0,0,0,0,0,0,0,0
15,16,0,7,6,8,4,1,10,13,5,2,12,3,0,12,17,9,16,0,22,0,0,20,19,0,26,25,25,0,17,21,20,22,14,18,15,0,24,24,0,27,0,23,0,0,20,11,15,0,22,14,23,0,0,0,0,0,0,0,0
16,17,0,7,6,8,4,1,9,13,5,2,12,3,0,11,17,9,18,0,24,0,0,18,19,0,26,0,26,0,16,21,20,23,14,18,15,0,24,25,0,26,0,21,0,22,20,10,16,0,26,14,25,0,0,0,0,0,0,0,0
14,15,0,6,5,7,3,1,8,11,4,1,10,2,0,10,15,8,16,0,21,0,0,0,16,0,23,24,26,0,15,17,17,21,12,16,14,0,22,22,0,25,0,19,17,0,18,9,13,0,22,12,20,0,0,0,0,0,0,0,0
16,17,0,5,5,6,4,1,8,12,5,2,11,3,0,10,17,7,18,0,22,0,0,0,18,0,24,25,25,0,17,21,21,22,13,17,16,0,22,23,0,25,0,22,19,0,20,9,15,0,23,14,23,0,0,0,0,0,0,0,0
13,14,0,6,6,7,4,1,8,11,5,2,10,3,0,10,15,8,15,0,20,0,0,16,16,0,22,0,22,0,14,18,18,20,11,16,12,0,20,21,0,22,0,19,0,19,17,9,13,0,20,12,20,0,0,0,0,0,0,0,0
16,17,0,5,5,7,4,1,9,12,6,2,12,3,0,11,18,8,19,0,25,0,0,0,19,0,27,0,26,0,17,22,20,24,14,18,15,0,25,25,0,27,0,22,21,23,20,10,16,0,24,13,24,0,0,0,0,0,0,0,0
14,15,0,6,6,7,4,1,8,11,5,2,11,3,0,10,15,8,16,0,19,0,0,0,0,0,21,21,21,0,14,18,17,19,12,16,13,0,19,20,0,21,0,17,17,18,17,9,14,0,20,12,20,0,0,0,0,0,0,0,0
12,13,0,5,5,6,4,1,0,10,5,2,10,3,0,9,14,7,13,0,21,0,0,0,15,0,24,0,25,0,13,17,17,20,11,13,12,0,23,22,0,25,0,18,15,18,16,8,12,0,19,11,19,0,0,0,0,0,0,0,0
13,14,0,6,6,7,4,1,0,11,5,2,11,3,0,10,15,8,16,0,21,0,0,0,16,0,23,0,23,0,14,18,18,20,12,16,12,0,22,22,0,24,0,19,17,19,17,9,13,0,19,12,20,0,0,0,0,0,0,0,0
15,16,0,6,5,7,4,1,9,11,5,2,12,3,0,10,17,8,16,0,23,0,0,0,0,0,25,26,26,0,15,20,20,22,14,18,14,0,24,24,0,27,0,21,20,21,19,9,14,0,24,13,22,0,0,0,0,0,0,0,0
14,15,0,5,6,7,4,1,9,11,5,2,11,3,0,10,16,8,16,0,19,0,0,0,0,0,22,22,22,0,15,19,18,20,13,16,14,0,21,21,0,23,0,17,17,18,18,9,13,0,22,12,19,0,0,0,0,0,0,0,0
13,15,12,6,5,7,3,1,0,11,4,2,11,3,0,10,16,8,17,0,20,0,0,0,17,0,24,24,24,0,15,20,18,21,12,17,13,0,22,23,0,24,0,21,19,0,18,9,14,0,22,12,21,0,0,0,0,0,0,0,0
14,15,13,6,5,7,4,1,0,11,5,2,12,3,0,10,17,8,18,0,21,0,0,0,18,0,24,0,25,0,16,19,19,21,13,18,13,0,23,22,0,25,0,20,19,20,19,9,14,0,21,13,21,0,0,0,0,0,0,0,0
13,14,11,6,5,7,4,1,0,10,5,2,10,3,0,9,15,8,16,0,20,0,0,0,0,0,23,22,22,0,15,17,17,19,11,17,12,0,20,21,0,24,0,19,17,18,16,8,13,0,25,11,20,0,0,0,0,0,0,0,0
15,16,14,6,5,7,4,1,0,11,5,2,12,3,0,10,17,8,17,0,22,0,0,0,0,0,26,26,26,0,17,21,19,23,13,18,15,0,24,24,0,27,0,20,20,20,19,9,15,0,25,14,22,0,0,0,0,0,0,0,0
12,12,10,4,4,5,3,1,0,7,4,2,8,3,0,7,13,6,13,0,19,0,0,0,14,0,22,23,22,0,15,17,17,20,10,15,10,0,20,21,0,23,0,18,17,0,16,6,11,0,21,9,20,0,0,0,0,0,0,0,0
11,12,10,5,4,6,3,1,0,8,4,1,8,2,0,8,13,7,13,0,19,0,0,0,14,0,21,0,23,0,14,19,16,20,11,13,12,0,20,20,0,22,0,17,17,18,15,7,12,0,19,9,20,0,0,0,0,0,0,0,0
14,15,13,6,5,7,4,1,0,10,5,2,11,3,0,10,16,8,16,0,19,0,0,0,16,0,21,0,22,0,16,17,17,19,13,16,15,0,20,20,0,22,0,18,17,18,17,9,14,0,19,12,18,0,0,0,0,0,0,0,0
14,15,12,6,4,7,3,1,0,10,5,2,10,3,0,10,16,8,15,0,19,0,0,0,0,0,22,22,22,0,15,19,17,20,13,17,14,0,21,21,0,23,0,19,18,18,17,9,14,0,22,11,19,0,0,0,0,0,0,0,0
13,14,11,6,4,7,3,1,0,9,5,2,10,3,0,9,15,8,15,0,20,0,0,0,0,0,22,22,22,0,16,19,17,21,11,16,12,0,22,22,0,22,0,19,18,19,17,9,13,0,21,11,20,0,0,0,0,0,0,0,0
15,14,12,6,4,7,3,1,0,9,5,2,11,3,0,10,16,8,16,0,20,0,0,0,0,0,24,23,23,0,17,18,18,21,12,17,13,0,22,21,0,25,0,19,18,18,17,9,15,0,21,11,20,0,0,0,0,0,0,0,0
14,15,12,5,4,6,3,1,0,9,5,2,10,3,0,8,16,7,15,0,25,0,0,0,17,0,26,0,26,0,17,21,21,24,13,18,15,0,24,25,0,27,0,23,20,22,19,8,13,0,25,11,24,0,0,0,0,0,0,0,0
15,16,13,6,0,7,4,1,0,11,5,2,10,3,0,10,18,8,17,0,25,0,0,20,0,0,27,27,26,0,18,23,22,23,14,19,14,0,26,25,0,27,0,24,0,21,19,9,15,0,27,12,25,0,0,0,0,0,0,0,0
14,14,12,6,0,7,4,1,0,11,5,2,10,3,0,10,14,8,15,0,19,0,0,17,15,0,23,24,22,0,15,19,17,18,12,15,13,0,21,20,0,24,0,17,0,0,16,9,13,0,20,11,20,0,0,0,0,0,0,0,0
14,14,12,6,0,7,4,1,0,10,5,2,10,3,0,9,14,8,15,0,20,0,0,17,15,0,23,23,22,0,15,19,18,19,13,16,13,0,21,21,0,23,0,19,0,0,16,9,14,0,22,11,20,0,0,0,0,0,0,0,0
15,16,13,6,0,7,4,1,0,12,5,2,11,3,0,10,17,8,16,0,26,0,0,22,19,0,28,29,28,0,18,25,23,24,14,20,17,23,27,27,0,29,0,25,0,0,21,9,14,0,27,11,24,0,0,0,0,0,0,0,0
12,13,11,6,0,7,4,1,0,10,5,2,10,3,0,9,13,8,12,0,19,0,0,15,14,0,21,0,21,0,13,16,17,17,12,15,11,16,20,20,0,22,0,19,0,17,15,9,13,0,20,10,18,0,0,0,0,0,0,0,0
15,15,12,5,0,6,3,1,0,10,4,2,11,3,0,9,14,7,15,0,21,0,0,17,16,0,23,0,23,0,15,18,18,20,13,17,15,19,21,22,0,23,0,20,0,18,17,8,13,0,23,11,21,0,0,0,0,0,0,0,0
14,15,13,6,0,7,4,1,0,11,5,2,10,3,0,9,15,8,14,0,22,0,0,17,0,0,26,25,26,0,15,19,18,20,14,16,14,20,24,23,0,27,0,17,0,16,16,9,14,0,25,12,21,0,0,0,0,0,0,0,0
12,13,0,6,0,7,4,1,0,10,5,2,10,3,0,9,12,8,13,0,19,0,0,15,15,0,22,0,23,0,13,18,18,18,14,15,13,18,21,21,0,23,20,17,0,18,16,9,13,0,22,11,20,0,0,0,0,0,0,0,0
13,14,0,6,0,7,4,1,0,10,5,2,11,3,0,9,15,8,16,0,22,0,0,18,18,0,26,0,26,0,17,23,21,21,16,19,17,20,25,25,0,26,23,21,0,21,19,9,15,0,25,12,24,0,0,0,0,0,0,0,0
13,13,0,6,0,7,4,1,0,11,5,2,11,3,0,9,14,8,15,0,21,0,0,16,16,0,25,0,24,0,15,21,20,20,14,18,13,19,23,23,0,25,22,21,0,20,17,10,14,0,24,12,22,0,0,0,0,0,0,0,0
14,13,10,6,0,7,4,1,0,11,5,2,11,3,0,9,13,8,16,0,20,0,0,16,0,0,22,22,22,0,15,21,18,19,15,17,15,18,22,22,0,22,21,18,0,17,17,8,13,0,22,12,21,0,0,0,0,0,0,0,0
14,13,10,5,0,6,3,1,0,11,4,2,11,3,0,9,13,7,17,0,22,0,0,17,0,0,25,25,24,0,15,22,21,21,16,18,16,21,24,24,0,25,23,21,0,19,20,8,14,0,24,12,23,0,0,0,0,0,0,0,0
13,12,9,5,0,6,3,1,0,9,4,2,10,3,0,8,13,7,15,0,20,0,0,15,0,0,24,23,23,0,14,20,18,19,12,16,13,18,22,22,0,25,21,19,0,17,16,7,13,0,22,11,20,0,0,0,0,0,0,0,0
16,15,11,6,0,7,4,1,0,12,5,2,13,3,0,10,15,9,19,0,26,0,0,18,0,0,28,28,28,0,17,24,22,21,16,22,16,24,27,27,0,28,25,23,0,20,20,8,16,0,28,14,25,0,0,0,0,0,0,0,0
14,13,10,6,0,7,3,1,0,11,5,2,12,4,0,9,14,8,16,0,23,0,0,17,16,0,27,0,26,0,15,23,21,22,15,18,16,20,25,26,0,27,24,23,0,21,19,8,15,0,26,12,23,0,0,0,0,0,0,0,0
15,14,10,5,5,6,3,1,0,11,4,2,12,3,0,9,15,8,18,0,23,0,0,18,0,0,28,27,26,0,17,22,21,21,17,19,16,20,24,25,0,28,23,23,0,19,19,7,16,0,25,13,23,0,0,0,0,0,0,0,0
14,12,9,5,5,6,3,1,0,10,4,2,11,3,0,9,13,8,15,0,20,0,0,15,0,0,22,21,22,0,15,18,19,18,14,16,15,17,20,20,0,23,20,17,0,16,17,7,13,0,20,11,20,0,0,0,0,0,0,0,0
17,15,12,6,0,8,3,1,0,13,5,2,14,4,7,11,17,10,22,0,25,0,0,21,20,0,29,30,28,0,19,25,23,23,18,20,18,25,27,27,0,30,26,24,0,0,22,9,17,0,25,16,27,0,0,0,0,0,0,0,0
18,15,12,6,0,8,3,1,0,13,5,2,14,4,7,11,17,10,21,0,25,0,0,22,20,0,29,29,28,0,19,26,24,23,19,21,17,23,26,27,0,29,26,27,0,0,22,9,17,0,25,16,27,0,0,0,0,0,0,0,0
17,15,12,6,0,8,3,1,0,13,5,2,14,4,7,11,18,10,20,0,23,0,0,20,0,0,26,25,25,0,19,23,22,22,18,20,17,22,24,24,0,27,23,22,0,21,20,9,17,0,23,16,23,0,0,0,0,0,0,0,0
17,15,12,6,6,8,3,1,0,13,5,2,14,4,7,11,18,10,22,0,25,0,0,0,19,0,29,29,28,0,20,25,23,23,18,21,16,24,25,26,0,29,25,23,22,0,22,9,16,0,27,16,27,0,0,0,0,0,0,0,0
17,15,12,6,6,8,3,1,0,13,5,2,14,4,7,11,18,10,20,0,25,0,0,0,0,0,28,28,28,0,19,26,23,23,19,20,18,24,26,27,0,28,26,24,21,22,21,9,16,0,27,16,27,0,0,0,0,0,0,0,0
17,15,12,7,6,9,3,1,0,13,5,2,14,4,8,11,18,10,20,0,25,0,0,0,20,0,29,0,29,0,19,25,23,22,19,20,16,24,27,27,0,30,26,25,21,23,21,10,16,0,24,17,28,0,0,0,0,0,0,0,0
17,15,12,6,6,8,3,1,0,13,5,2,14,4,7,11,18,10,20,0,26,0,0,0,18,0,27,27,27,0,19,25,23,23,20,21,18,24,26,26,0,27,26,21,22,0,21,9,16,0,26,16,26,0,0,0,0,0,0,0,0
16,15,12,6,7,9,3,1,0,13,5,2,14,4,8,12,17,11,20,0,24,0,0,0,18,0,27,27,26,0,19,24,23,23,20,20,17,23,24,24,0,28,24,23,22,0,21,10,16,0,24,15,25,0,0,0,0,0,0,0,0
15,14,12,6,6,8,3,1,0,12,5,2,13,4,7,11,16,10,18,0,23,0,0,0,17,0,26,26,26,0,17,24,22,21,18,19,15,23,24,24,0,27,24,23,19,0,20,9,15,0,24,16,25,0,0,0,0,0,0,0,0
16,15,12,6,6,8,3,1,0,13,5,2,14,4,7,11,17,10,19,0,23,0,0,0,17,0,25,25,25,0,18,24,22,22,18,19,17,23,24,24,0,26,24,22,21,0,20,9,16,0,24,15,24,0,0,0,0,0,0,0,0
17,15,12,6,6,8,3,1,0,13,5,2,14,4,7,11,18,10,20,0,25,0,0,0,19,0,29,0,28,0,19,25,23,23,19,20,18,24,25,26,0,30,26,26,21,22,21,9,16,0,26,15,27,0,0,0,0,0,0,0,0
17,15,13,7,6,9,3,1,0,12,5,2,14,4,8,11,17,10,19,0,24,0,0,0,17,0,29,29,27,0,18,26,22,21,17,19,16,24,26,25,0,28,25,23,20,0,20,10,16,0,26,15,25,0,0,0,0,0,0,0,0
19,16,14,7,6,9,3,1,0,13,5,2,15,4,8,12,18,11,22,0,27,0,0,0,0,0,32,31,31,0,21,28,26,25,21,22,20,27,27,29,0,32,29,26,23,23,24,10,17,0,27,16,30,0,0,0,0,0,0,0,0
16,14,12,6,6,8,3,1,0,12,5,2,13,4,7,11,16,9,18,0,21,0,0,0,16,0,25,25,24,0,17,23,20,20,17,19,15,21,21,22,0,25,22,20,19,0,18,10,15,0,23,14,23,0,0,0,0,0,0,0,0
16,14,12,5,5,7,3,1,0,11,4,2,13,3,6,10,17,9,19,0,22,0,0,0,0,0,28,27,26,0,17,23,21,21,19,18,17,23,24,24,0,29,24,21,20,19,20,8,15,0,22,14,25,0,0,0,0,0,0,0,0
16,14,12,6,6,8,3,1,0,11,5,2,13,4,7,10,16,9,19,0,24,0,0,0,17,0,26,0,25,0,17,24,22,23,18,19,15,24,24,24,0,26,24,24,21,22,20,9,15,0,24,14,24,0,0,0,0,0,0,0,0
15,14,12,6,7,8,3,1,0,12,5,2,13,4,8,11,16,10,18,0,22,0,0,0,0,0,26,25,27,0,17,23,21,21,16,19,14,22,23,23,0,27,23,21,20,18,20,9,15,0,22,15,24,0,0,0,0,0,0,0,0
15,13,11,6,6,8,3,1,0,11,5,2,12,4,7,10,15,9,17,0,21,0,0,0,0,0,27,26,26,0,15,22,19,20,16,16,14,24,24,24,0,27,23,22,18,18,18,9,14,0,23,13,25,0,0,0,0,0,0,0,0
16,14,11,6,6,8,3,1,0,12,5,2,13,4,7,10,16,9,19,0,23,23,0,0,17,0,23,0,23,0,16,23,21,22,16,18,16,23,23,23,0,23,23,23,19,21,20,9,15,0,23,15,23,0,0,0,0,0,0,0,0
