"NS","ND","NF","Entropy","SOL","NTM","LA","LD","LT","FN","NDEV","AGE","EXP","REXP","Complexity","if_add","if_del","if_chg","elseif_add","elseif_del","else_add","else_del","else_chg","for_add","for_del","for_chg","while_add","while_del","continue_del","switch_add","switch_del","switch_chg","return_add","return_del","try_add","try_del","try_chg","catch_add","throw_add","throw_del","throw_chg","throws_add","final_add","synchronized_add","loop_add","loop_del","loop_chg","expVariable_add","expVariable_del","expParameter_add","expParameter_del","externalCall_add","externalCall_del","average_time","Runtime","Cpu_user","Cpu_sys","Mem_rss","Mem_vms","Io_read","Io_write"
14,13,10,5,3,0,0,1,0,11,4,3,14,2,7,9,12,8,23,0,0,0,0,0,0,0,18,24,0,0,24,0,19,24,0,15,17,0,20,19,0,21,0,0,15,0,6,10,16,22,24,3,0,0,0,0,0,0,0,0,0
10,8,8,5,3,0,0,1,0,10,2,4,7,2,6,8,10,4,12,0,0,0,0,14,0,0,14,14,0,0,14,0,12,9,0,10,13,0,14,14,0,14,0,0,0,0,7,10,12,11,13,4,0,0,0,0,0,0,0,0,0
14,14,9,7,3,0,0,1,0,12,6,5,9,2,8,9,10,8,20,0,0,0,0,11,0,0,0,0,0,0,21,0,21,20,0,15,16,0,18,17,0,21,0,0,13,21,11,15,17,19,21,4,0,0,0,0,0,0,0,0,0
13,12,10,6,3,0,0,1,0,13,4,4,9,2,5,7,11,6,19,0,0,0,0,0,0,0,19,20,0,0,20,0,17,15,0,20,16,0,16,19,0,20,0,0,11,0,8,6,14,18,20,2,0,0,0,0,0,0,0,0,0
11,12,9,6,3,0,0,1,0,10,3,4,11,3,8,7,10,5,15,0,17,0,0,10,0,0,18,18,0,0,18,0,16,19,0,18,13,0,14,18,0,18,0,0,0,0,14,3,12,16,18,2,0,0,0,0,0,0,0,0,0
0,14,12,11,4,0,0,1,0,13,5,6,16,5,2,10,14,8,19,0,19,0,0,0,0,0,18,21,0,0,21,0,19,21,0,20,20,0,17,17,0,21,0,0,7,0,9,13,15,19,21,3,0,0,0,0,0,0,0,0,0
0,11,9,5,3,0,0,1,0,8,3,3,15,3,4,6,7,5,14,0,15,0,0,0,0,0,14,0,0,0,15,0,14,15,0,16,13,0,14,14,0,15,0,15,10,15,5,10,12,14,15,2,0,0,0,0,0,0,0,0,0
0,11,9,6,6,0,0,1,0,10,5,2,16,4,5,8,12,7,17,0,14,0,0,6,0,0,20,18,0,0,18,0,14,11,0,19,17,0,20,18,0,20,0,20,0,0,14,13,16,15,20,3,0,0,0,0,0,0,0,0,0
0,15,13,8,3,0,0,1,0,15,5,2,10,4,2,9,14,6,16,0,16,0,0,2,0,0,18,18,0,0,18,0,11,16,0,19,17,0,18,18,0,18,0,18,0,0,7,12,16,16,18,2,0,0,0,0,0,0,0,0,0
11,11,0,6,3,0,0,1,0,9,5,4,11,4,5,8,11,6,16,0,14,0,0,7,0,0,0,0,0,0,18,0,11,14,0,15,14,0,15,18,0,18,0,17,10,18,10,12,13,0,17,2,18,0,0,0,0,0,0,0,0
13,13,0,6,7,0,0,1,0,11,4,2,12,3,5,9,11,8,14,0,14,0,0,12,0,0,18,18,0,0,5,0,10,15,0,17,14,0,16,18,0,18,0,18,0,0,10,6,13,0,18,5,14,0,0,0,0,0,0,0,0
17,14,0,8,7,0,0,2,0,15,5,1,18,4,6,11,13,9,21,0,17,0,0,13,0,0,25,23,0,0,10,0,16,19,0,24,18,0,22,26,0,26,0,25,0,0,12,11,20,0,26,3,27,0,0,0,0,0,0,0,0
17,16,0,8,3,5,3,2,0,14,5,1,11,4,0,12,9,7,20,0,13,0,0,0,0,0,23,22,0,0,7,21,15,18,0,24,18,0,20,19,0,20,0,22,0,0,10,14,17,0,22,6,21,0,0,0,0,0,0,0,0
10,10,0,8,9,8,3,2,0,10,5,1,10,4,0,10,10,8,14,0,11,0,0,0,0,0,0,13,10,0,7,10,10,10,0,12,10,0,12,13,0,13,0,13,10,0,10,6,10,0,13,5,12,0,0,0,0,0,0,0,0
18,19,0,8,8,6,5,2,0,12,7,1,13,4,0,11,11,5,23,0,15,0,0,23,21,0,24,0,14,0,8,0,15,20,0,24,16,0,21,22,0,24,0,23,0,20,10,9,17,0,24,3,23,0,0,0,0,0,0,0,0
15,15,0,6,8,8,3,2,0,12,6,1,14,4,0,10,11,7,24,0,15,0,0,0,21,0,20,0,11,0,9,0,14,22,0,22,17,0,20,21,0,23,0,21,15,18,13,5,16,0,19,7,25,0,0,0,0,0,0,0,0
16,16,0,5,7,6,3,2,0,13,6,1,10,4,0,12,11,8,20,0,17,0,0,15,20,0,22,22,14,0,9,0,18,20,0,22,19,0,20,21,0,22,0,22,0,0,13,6,19,0,22,4,23,0,0,0,0,0,0,0,0
16,17,0,5,9,7,2,1,0,13,6,1,16,3,0,10,14,12,24,0,20,0,0,0,0,0,22,28,15,0,8,0,15,19,0,29,21,0,25,27,0,28,0,27,11,23,17,8,18,0,26,4,28,0,0,0,0,0,0,0,0
14,14,0,4,8,9,5,1,0,11,7,2,13,3,0,10,11,10,20,0,17,0,0,0,0,0,19,23,12,0,6,0,15,15,0,21,15,0,18,22,0,23,0,21,14,18,12,3,16,0,23,10,20,0,0,0,0,0,0,0,0
12,14,0,6,8,6,4,1,0,11,3,2,12,4,0,10,13,7,18,0,19,0,0,16,0,0,19,19,19,0,5,0,16,15,0,16,15,0,19,19,0,19,0,19,0,17,11,9,16,0,19,4,18,0,0,0,0,0,0,0,0
19,16,0,4,6,8,5,2,0,14,4,1,15,3,0,13,11,10,25,0,17,0,0,0,25,0,23,0,27,0,7,0,20,18,0,25,21,0,26,24,0,27,0,27,16,22,13,12,17,0,26,9,28,0,0,0,0,0,0,0,0
15,15,0,3,7,7,5,2,0,12,6,1,14,4,0,11,11,10,19,0,15,0,0,13,18,0,22,22,14,0,9,0,14,16,0,22,17,0,18,20,0,22,0,22,0,0,12,8,16,0,21,9,20,0,0,0,0,0,0,0,0
14,13,0,3,7,6,4,2,0,11,6,1,12,5,0,12,14,9,18,0,20,0,0,0,17,0,19,0,15,0,7,0,15,17,0,20,16,0,20,19,0,20,0,20,15,19,13,10,15,0,20,8,18,0,0,0,0,0,0,0,0
15,16,0,3,7,9,4,2,0,12,6,1,13,4,0,13,17,11,24,0,23,0,0,31,21,0,29,30,19,0,10,0,20,23,0,28,18,0,25,26,0,29,0,29,0,0,14,8,22,0,29,5,27,0,0,0,0,0,0,0,0
14,14,0,3,9,8,4,2,0,13,5,1,14,4,0,14,15,10,23,0,20,0,0,11,0,0,22,22,24,0,6,0,15,16,0,21,17,0,19,18,0,21,0,22,0,16,12,12,15,0,19,7,23,0,0,0,0,0,0,0,0
16,15,0,2,9,8,3,1,0,11,6,1,11,4,0,11,12,10,17,0,18,0,0,13,0,0,20,19,17,0,7,0,14,17,0,18,17,0,19,19,0,20,0,20,0,17,13,6,16,0,20,5,16,0,0,0,0,0,0,0,0
15,14,0,4,7,8,3,2,0,13,7,1,12,6,0,10,10,9,20,0,17,0,0,13,18,0,22,0,13,0,7,14,14,17,0,19,17,0,19,21,0,20,0,22,0,21,11,5,16,0,22,7,22,0,0,0,0,0,0,0,0
16,16,0,3,8,9,4,2,0,13,7,1,16,5,0,15,13,12,23,0,16,0,0,14,19,0,24,24,18,0,6,16,16,16,0,21,20,0,22,21,0,24,0,24,0,0,14,10,17,0,24,11,24,0,0,0,0,0,0,0,0
15,14,0,2,8,6,4,1,0,13,5,1,16,4,0,14,10,9,21,0,16,0,0,15,19,0,23,0,11,0,4,15,16,18,0,19,17,0,22,20,0,23,0,23,0,18,12,7,17,0,21,3,21,0,0,0,0,0,0,0,0
16,16,0,3,8,9,6,2,0,12,6,1,14,5,0,15,13,11,20,0,18,0,0,15,0,0,22,22,15,0,7,16,15,19,0,23,17,0,21,21,0,22,0,21,0,20,13,10,17,0,21,4,23,0,0,0,0,0,0,0,0
16,15,0,3,8,9,7,2,0,12,6,1,14,5,0,13,15,10,24,0,21,0,0,20,22,0,27,0,22,0,6,22,17,19,0,22,18,0,26,26,0,27,0,27,0,23,11,11,20,0,25,4,22,0,0,0,0,0,0,0,0
17,18,0,3,7,8,6,1,0,11,4,2,12,5,0,11,11,10,21,0,20,0,0,15,21,0,24,0,25,0,9,21,16,22,0,20,19,0,22,23,0,24,0,23,0,21,13,14,19,0,23,9,24,0,0,0,0,0,0,0,0
14,13,0,2,6,8,3,1,0,10,4,1,11,3,0,11,11,9,23,0,19,0,0,20,18,0,24,0,15,0,5,20,17,17,0,20,16,0,21,24,0,24,0,21,0,22,12,8,16,0,22,7,20,0,0,0,0,0,0,0,0
15,16,0,3,7,7,4,1,0,11,4,2,13,4,0,10,12,9,18,0,13,0,0,16,0,0,23,23,15,0,8,15,15,22,0,18,17,0,20,20,0,23,0,23,0,19,14,6,16,0,20,5,21,0,0,0,0,0,0,0,0
13,14,0,2,6,7,6,1,0,9,3,1,13,4,0,9,11,8,17,0,24,0,0,23,18,0,23,0,10,0,5,25,12,18,16,21,14,0,20,22,0,23,0,22,0,18,9,8,15,0,19,7,18,0,0,0,0,0,0,0,0
14,15,0,2,8,7,4,1,0,12,5,1,11,4,0,12,18,9,20,0,19,0,0,18,19,0,23,23,13,0,6,24,16,19,19,22,17,0,22,22,0,23,0,22,0,0,11,10,17,0,22,3,21,0,0,0,0,0,0,0,0
14,13,0,3,7,6,5,2,0,10,4,1,10,5,0,12,9,8,20,0,16,0,0,12,18,0,22,0,15,0,8,12,15,17,19,21,16,0,20,21,0,22,0,19,0,18,11,8,15,0,22,9,22,0,0,0,0,0,0,0,0
17,15,0,3,5,9,5,2,0,13,5,1,15,4,0,12,11,10,21,0,17,0,0,21,0,0,22,22,15,0,6,22,16,18,20,20,18,0,19,20,0,22,0,22,0,19,14,7,16,0,21,8,19,0,0,0,0,0,0,0,0
17,18,0,3,8,9,6,2,0,13,4,1,16,5,0,12,11,11,22,0,21,0,0,12,0,0,22,22,22,0,7,12,17,22,22,22,20,0,22,22,0,22,0,12,0,22,14,12,15,0,22,10,19,0,0,0,0,0,0,0,0
17,16,0,3,6,6,5,2,7,13,5,1,17,4,0,15,14,10,23,0,19,0,0,19,20,0,25,25,12,0,5,23,18,21,23,25,19,0,24,25,0,24,0,24,0,0,11,8,19,0,24,9,22,0,0,0,0,0,0,0,0
18,16,0,3,8,8,6,1,9,13,4,2,11,5,0,14,15,9,22,0,23,0,0,18,18,0,22,0,18,0,7,18,18,18,20,20,17,0,22,21,0,22,0,22,0,19,12,10,18,0,22,10,22,0,0,0,0,0,0,0,0
19,19,0,3,7,9,8,1,11,17,5,2,18,4,0,14,15,13,25,0,20,0,0,0,21,0,28,28,18,0,6,23,20,24,23,28,21,0,26,27,0,28,0,29,22,0,16,12,19,0,28,10,23,0,0,0,0,0,0,0,0
16,15,0,3,7,7,4,2,8,10,6,1,11,4,0,12,13,8,20,0,21,0,0,0,22,0,23,25,13,0,5,14,16,16,18,19,14,0,23,24,0,23,0,25,17,0,11,7,15,0,25,9,20,0,0,0,0,0,0,0,0
17,17,0,3,8,9,7,2,10,14,5,1,18,4,0,15,12,11,25,0,16,0,0,16,21,0,25,0,25,0,6,16,19,20,24,27,16,0,25,26,0,26,0,25,0,23,13,14,17,0,26,6,22,0,0,0,0,0,0,0,0
19,20,0,3,9,8,6,2,8,13,4,1,16,5,0,14,10,12,25,0,17,0,0,0,23,0,24,0,22,0,7,26,16,22,28,29,18,0,26,27,0,27,0,27,20,21,15,13,18,0,27,11,23,0,0,0,0,0,0,0,0
19,18,0,3,8,9,7,1,10,14,4,2,16,5,0,15,11,12,27,0,16,0,0,0,0,0,27,28,22,0,6,24,17,21,29,24,20,0,25,27,0,28,0,26,21,23,19,11,20,0,26,13,29,0,0,0,0,0,0,0,0
17,15,0,3,8,7,6,1,0,11,5,2,12,4,0,14,18,9,20,0,23,0,0,0,21,0,23,0,20,0,7,22,16,18,20,22,16,0,23,23,0,23,0,13,19,22,13,10,18,0,22,12,20,0,0,0,0,0,0,0,0
19,18,0,3,8,9,4,1,0,14,6,2,18,5,0,14,14,12,24,0,19,0,0,0,23,0,21,0,20,0,7,11,19,20,22,26,13,0,24,22,0,24,0,25,16,21,15,9,17,0,25,10,20,0,0,0,0,0,0,0,0
20,18,0,4,7,8,5,1,11,14,4,2,15,3,0,12,10,11,28,0,17,0,0,0,0,0,30,30,16,0,6,21,20,21,23,27,12,0,25,24,0,29,0,30,22,24,13,10,19,0,26,9,22,0,0,0,0,0,0,0,0
15,12,0,2,6,7,5,1,8,10,3,3,13,6,0,9,8,7,18,0,14,0,0,0,0,0,23,24,15,0,4,9,15,16,19,21,8,0,22,22,0,24,0,10,12,20,11,6,13,0,23,6,17,0,0,0,0,0,0,0,0
15,16,13,2,7,8,3,1,0,12,4,2,14,5,0,11,16,10,20,0,18,0,0,0,22,0,24,24,15,0,6,15,14,17,19,20,6,0,21,23,0,24,0,14,18,0,13,9,16,0,24,9,18,0,0,0,0,0,0,0,0
16,18,13,3,7,8,5,1,0,12,4,2,15,5,0,12,10,9,26,0,17,0,0,0,20,0,25,0,21,0,6,27,17,22,23,24,11,0,24,25,0,26,0,25,27,21,14,11,19,0,26,8,24,0,0,0,0,0,0,0,0
16,16,15,2,8,8,5,1,0,14,4,3,15,6,0,12,13,9,20,0,18,0,0,0,0,0,25,25,15,0,7,15,17,19,20,21,19,0,24,22,0,25,0,14,19,22,13,11,15,0,23,10,20,0,0,0,0,0,0,0,0
16,17,14,3,7,8,6,1,0,11,4,2,18,5,0,13,12,9,25,0,18,0,0,0,0,0,24,26,14,0,6,20,15,19,20,23,20,0,23,22,0,26,0,14,20,21,14,10,15,0,24,6,21,0,0,0,0,0,0,0,0
12,12,10,2,7,7,5,1,0,10,4,3,12,6,0,11,9,9,16,0,14,0,0,0,18,0,20,20,9,0,3,12,13,13,15,17,10,0,20,20,0,20,0,20,14,0,10,8,14,0,19,7,19,0,0,0,0,0,0,0,0
15,17,13,2,5,5,3,1,0,10,4,2,14,4,0,11,8,6,25,0,16,0,0,0,22,0,26,0,15,0,2,19,13,18,21,20,12,0,24,26,0,26,0,26,25,21,9,8,16,0,23,7,19,0,0,0,0,0,0,0,0
18,17,14,1,6,7,3,2,0,11,4,3,13,5,0,10,13,9,21,0,20,0,0,0,19,0,24,0,14,0,5,12,14,18,22,19,15,0,23,23,0,24,0,9,16,21,9,7,17,0,23,8,19,0,0,0,0,0,0,0,0
17,15,13,3,8,9,4,1,0,13,5,3,14,7,0,13,11,10,20,0,16,0,0,0,0,0,24,25,15,0,2,13,14,23,21,26,19,0,23,24,0,25,0,25,17,20,13,12,18,0,22,6,21,0,0,0,0,0,0,0,0
21,19,18,2,9,10,4,1,0,16,7,5,17,6,0,14,14,12,25,0,23,0,0,0,0,0,27,26,15,0,3,18,18,23,24,28,18,0,25,25,0,26,0,8,22,24,13,8,20,0,27,11,23,0,0,0,0,0,0,0,0
19,18,10,3,7,6,4,1,0,12,5,2,17,5,0,14,9,8,20,0,19,0,0,0,0,0,26,26,29,0,2,19,15,21,21,24,16,0,25,28,0,27,0,26,23,21,13,11,16,0,27,8,22,0,0,0,0,0,0,0,0
14,14,11,2,5,7,3,1,0,10,4,2,15,4,0,11,8,9,22,0,18,0,0,0,25,0,25,0,13,0,6,16,16,17,21,26,8,0,24,23,0,27,0,9,19,25,12,6,17,0,27,5,20,0,0,0,0,0,0,0,0
13,15,12,4,0,7,5,1,0,11,4,3,11,6,0,10,11,9,20,0,23,0,0,22,0,0,25,25,11,0,2,25,14,18,19,20,16,0,23,25,0,25,0,25,0,21,11,8,17,0,24,7,21,0,0,0,0,0,0,0,0
18,19,16,3,0,8,6,1,0,14,7,2,17,5,0,13,12,11,25,0,22,0,0,21,22,0,25,25,16,0,4,20,19,21,23,22,16,0,24,23,0,25,0,25,0,0,15,10,17,0,25,9,23,0,0,0,0,0,0,0,0
15,14,11,1,0,7,5,1,0,12,4,2,13,4,0,10,11,8,19,0,18,0,0,18,20,0,21,21,17,0,3,17,16,15,17,20,13,0,21,21,0,21,0,21,0,0,12,9,16,0,21,6,17,0,0,0,0,0,0,0,0
12,14,7,1,0,3,2,2,0,8,3,2,8,3,0,6,11,5,16,0,17,0,0,11,15,0,20,21,10,0,2,7,13,13,15,20,4,19,18,20,0,21,0,20,0,0,9,6,13,0,20,4,17,0,0,0,0,0,0,0,0
14,14,11,4,0,6,5,1,0,10,5,5,11,3,0,10,12,8,20,0,16,0,0,26,16,0,24,0,12,0,2,27,13,15,18,18,12,23,21,22,0,25,0,10,0,19,9,7,13,0,24,7,17,0,0,0,0,0,0,0,0
14,16,12,4,0,6,5,1,0,12,4,3,13,5,0,10,10,8,18,0,18,0,0,18,17,0,20,0,17,0,2,18,17,16,19,18,10,19,19,20,0,20,0,13,0,17,11,9,15,0,19,7,18,0,0,0,0,0,0,0,0
20,18,14,3,0,6,3,3,0,13,5,1,15,4,0,10,12,7,27,0,22,0,0,22,0,0,28,27,9,0,2,21,17,19,21,25,12,26,24,26,0,28,0,27,0,22,11,6,16,0,26,8,23,0,0,0,0,0,0,0,0
16,14,0,1,0,6,3,4,0,13,3,5,12,4,0,10,11,7,21,0,16,0,0,17,22,0,24,0,18,0,2,17,14,16,20,20,15,24,22,23,0,25,19,6,0,24,12,8,14,0,25,9,20,0,0,0,0,0,0,0,0
18,15,0,4,0,7,5,1,0,12,4,4,18,6,0,10,13,9,22,0,19,0,0,20,27,0,28,0,14,0,3,15,15,14,21,24,7,28,25,28,0,29,23,8,0,28,11,9,16,0,26,2,17,0,0,0,0,0,0,0,0
16,14,0,3,0,8,5,2,0,12,1,3,12,6,0,11,12,9,25,0,21,0,0,18,21,0,25,0,20,0,4,14,19,17,21,23,12,25,25,24,0,25,22,13,0,23,13,10,15,0,25,7,21,0,0,0,0,0,0,0,0
16,14,12,3,0,7,2,2,0,12,3,5,14,4,0,11,8,7,21,0,17,0,0,17,0,0,22,22,12,0,1,12,17,18,19,20,13,22,21,21,0,22,21,12,0,21,9,10,15,0,21,6,18,0,0,0,0,0,0,0,0
16,15,11,2,0,7,5,1,0,12,2,4,13,6,0,9,19,8,23,0,23,0,0,18,0,0,23,23,22,0,3,20,14,16,21,22,10,23,23,23,0,23,23,23,0,23,11,10,17,0,23,6,20,0,0,0,0,0,0,0,0
18,17,14,2,0,8,4,1,0,11,3,3,13,5,0,10,8,7,22,0,18,0,0,19,0,0,27,27,16,0,5,15,16,16,21,20,8,26,23,25,0,27,25,24,0,24,12,9,19,0,26,6,21,0,0,0,0,0,0,0,0
18,20,15,1,0,10,4,2,0,14,6,6,16,7,0,12,16,9,23,0,24,0,0,20,0,0,26,26,12,0,3,17,19,21,22,24,8,26,25,25,0,26,26,16,0,24,13,11,19,0,26,5,21,0,0,0,0,0,0,0,0
18,18,15,1,0,7,5,6,0,14,3,5,13,4,0,10,13,9,24,0,20,0,0,19,23,0,27,0,16,0,2,12,16,16,23,21,12,27,26,25,0,27,26,12,0,22,15,11,17,0,27,8,26,0,0,0,0,0,0,0,0
21,18,13,1,5,8,4,2,0,11,4,3,15,4,0,13,6,7,27,0,14,0,0,23,0,0,28,28,9,0,4,20,16,13,22,26,10,28,25,26,0,28,24,28,0,26,12,10,17,0,27,6,19,0,0,0,0,0,0,0,0
16,15,12,1,8,9,5,3,0,12,4,7,13,6,0,14,10,10,22,0,15,0,0,17,0,0,24,24,15,0,2,17,15,15,17,22,13,24,23,22,0,24,20,21,0,19,11,11,17,0,19,10,18,0,0,0,0,0,0,0,0
17,15,13,7,0,9,3,4,0,14,2,6,16,5,9,12,14,10,25,0,20,0,0,21,23,0,27,27,12,0,1,22,17,18,20,24,10,26,23,27,0,27,27,27,0,0,11,11,19,0,26,8,22,0,0,0,0,0,0,0,0
16,12,13,3,0,5,4,1,0,11,1,2,16,4,6,9,14,8,22,0,20,0,0,19,19,0,26,26,25,0,5,18,17,17,21,23,7,26,24,26,0,27,27,14,0,0,11,10,15,0,24,4,21,0,0,0,0,0,0,0,0
16,10,13,3,0,8,3,1,0,13,3,2,14,5,7,11,9,9,23,0,16,0,0,20,0,0,26,26,12,0,4,21,17,16,20,22,6,26,24,26,0,26,26,26,0,19,13,10,15,0,25,5,18,0,0,0,0,0,0,0,0
18,14,9,2,5,6,3,2,0,13,1,3,15,4,7,12,16,8,22,0,22,0,0,0,23,0,28,28,8,0,4,26,19,15,23,17,4,28,26,25,0,28,24,28,21,0,10,11,20,0,27,7,23,0,0,0,0,0,0,0,0
17,11,14,3,7,9,4,2,0,15,1,6,18,5,8,13,9,10,25,0,18,0,0,0,0,0,24,24,18,0,2,18,16,18,19,20,7,24,21,22,0,23,24,15,21,21,12,13,16,0,23,4,19,0,0,0,0,0,0,0,0
17,12,11,1,7,6,5,2,0,12,2,4,16,5,8,14,15,10,24,0,25,0,0,0,19,0,25,0,16,0,3,18,16,17,22,19,9,25,23,25,0,25,24,10,20,20,13,12,18,0,24,6,21,0,0,0,0,0,0,0,0
15,13,13,4,8,9,7,2,0,13,1,4,14,5,9,13,11,11,22,0,15,0,0,0,20,0,22,22,12,0,3,14,16,15,20,19,10,22,21,22,0,22,22,13,18,0,12,13,17,0,22,6,17,0,0,0,0,0,0,0,0
20,16,14,5,9,10,4,1,0,17,2,6,19,3,11,16,13,12,26,0,21,0,0,0,22,0,32,32,16,0,7,31,22,22,24,28,7,30,30,29,0,32,31,32,27,0,18,15,23,0,29,8,25,0,0,0,0,0,0,0,0
21,16,16,2,10,9,5,4,0,16,1,6,19,3,8,18,14,12,29,0,23,0,0,0,28,0,31,31,13,0,3,22,21,20,24,25,7,31,29,30,0,31,30,31,26,0,15,17,22,0,30,11,27,0,0,0,0,0,0,0,0
13,8,10,3,5,6,4,4,0,9,2,4,11,1,6,10,7,6,21,0,17,0,0,0,14,0,23,24,12,0,3,18,15,16,18,20,7,24,21,23,0,24,24,7,19,0,11,9,12,0,22,7,19,0,0,0,0,0,0,0,0
20,13,12,5,7,9,4,1,0,14,2,6,16,3,8,15,17,10,20,0,23,0,0,0,27,0,27,0,26,0,2,24,18,19,24,22,7,27,26,25,0,27,27,10,26,27,11,13,21,0,27,8,22,0,0,0,0,0,0,0,0
20,12,13,1,10,9,5,2,0,13,5,5,18,3,8,15,14,11,23,0,22,0,0,0,21,0,25,25,21,0,4,21,17,16,22,22,6,25,24,24,0,25,24,25,23,0,12,14,19,0,24,7,21,0,0,0,0,0,0,0,0
19,13,13,3,7,10,4,3,0,13,1,5,16,2,8,12,12,11,23,0,21,0,0,0,0,0,24,25,18,0,6,20,20,17,21,21,9,25,24,25,0,25,25,25,22,23,15,14,18,0,24,8,22,0,0,0,0,0,0,0,0
17,13,16,2,7,9,6,4,0,13,1,6,17,3,8,14,10,11,26,0,17,0,0,0,23,0,29,29,12,0,5,20,19,18,23,21,9,29,25,27,0,29,28,28,24,0,15,16,19,0,29,6,22,0,0,0,0,0,0,0,0
19,11,10,1,7,7,4,2,0,15,1,4,11,3,8,14,13,9,25,0,21,0,0,0,0,0,28,28,18,0,6,18,16,17,24,22,3,26,24,28,0,27,26,28,20,23,12,13,19,0,28,5,23,0,0,0,0,0,0,0,0
20,16,15,4,9,10,5,6,0,17,3,7,18,2,8,17,8,12,25,0,20,0,0,0,22,0,29,0,13,0,1,28,19,21,22,24,11,29,27,29,0,29,27,29,26,25,13,14,22,0,27,12,23,0,0,0,0,0,0,0,0
22,19,16,3,7,9,4,4,0,13,1,5,19,2,10,18,14,11,26,0,24,0,0,0,0,0,31,32,15,0,4,27,21,20,31,24,6,32,28,29,0,32,30,32,25,23,12,17,21,0,32,8,26,0,0,0,0,0,0,0,0
18,10,13,1,7,7,5,1,0,14,3,4,16,1,6,14,12,8,23,0,19,0,0,0,0,0,24,24,11,0,2,20,16,15,24,19,6,24,22,24,0,24,23,14,20,19,12,13,17,0,23,9,21,0,0,0,0,0,0,0,0
23,17,14,3,10,9,6,2,0,14,1,5,19,4,11,16,16,12,27,0,32,31,0,0,24,0,31,0,13,0,3,23,21,20,25,28,7,31,27,29,0,31,30,15,25,24,18,15,22,0,30,8,26,0,0,0,0,0,0,0,0
