"NS","ND","NF","Entropy","SOL","NTM","LA","LD","LT","FN","NDEV","AGE","EXP","REXP","Complexity","if_add","if_del","if_chg","elseif_add","elseif_del","else_add","else_del","else_chg","for_add","for_del","for_chg","while_add","while_del","continue_del","switch_add","switch_del","switch_chg","return_add","return_del","try_add","try_del","try_chg","catch_add","throw_add","throw_del","throw_chg","throws_add","final_add","synchronized_add","loop_add","loop_del","loop_chg","expVariable_add","expVariable_del","expParameter_add","expParameter_del","externalCall_add","externalCall_del","average_time","Runtime","Cpu_user","Cpu_sys","Mem_rss","Mem_vms","Io_read","Io_write"
15,14,14,7,5,8,4,1,0,11,6,2,12,3,0,13,17,9,15,0,21,0,0,0,20,0,25,22,22,0,15,27,20,18,19,19,15,0,26,23,0,25,0,25,24,0,17,10,14,0,21,16,21,0,0,0,0,0,0,0,0
15,15,13,7,6,8,4,1,0,11,5,2,11,3,0,12,16,10,13,0,27,0,0,0,19,0,24,0,23,0,14,21,20,19,18,17,17,0,22,22,0,25,0,26,20,20,18,9,15,0,22,12,20,0,0,0,0,0,0,0,0
15,14,13,6,5,8,3,1,0,11,7,2,11,4,0,10,16,9,15,0,26,0,0,0,17,0,24,0,23,0,14,16,20,18,16,19,14,0,22,23,0,24,0,22,18,21,17,11,12,0,25,12,20,0,0,0,0,0,0,0,0
15,11,14,6,7,8,3,1,0,11,5,2,10,4,0,12,18,9,18,0,23,0,0,0,0,0,25,26,26,0,17,22,22,22,16,19,13,0,27,25,0,23,0,27,21,21,20,10,15,0,27,12,24,0,0,0,0,0,0,0,0
18,13,14,7,5,8,3,1,0,12,6,2,11,4,0,10,19,9,18,0,23,0,0,0,0,0,26,27,26,0,15,21,20,22,17,17,14,0,24,25,0,28,0,23,21,22,18,12,14,0,22,16,21,0,0,0,0,0,0,0,0
17,12,13,5,5,6,4,1,0,10,5,2,9,3,0,9,15,7,18,0,21,0,0,0,0,0,26,23,27,0,16,19,19,24,12,20,13,0,26,28,0,25,0,25,19,22,22,11,14,0,29,8,19,0,0,0,0,0,0,0,0
20,14,13,6,5,7,4,1,0,9,7,2,10,3,0,12,21,8,19,0,25,0,0,0,22,0,31,0,34,0,16,28,24,29,17,18,22,0,33,29,0,30,0,28,26,27,23,11,15,0,32,13,20,0,0,0,0,0,0,0,0
16,14,13,5,0,7,3,1,0,9,6,2,10,4,0,12,18,8,16,0,28,0,0,25,0,0,27,27,30,0,17,28,23,24,20,22,15,0,24,26,0,29,0,22,0,21,19,11,16,0,30,8,20,0,0,0,0,0,0,0,0
17,14,12,6,0,7,4,1,0,11,5,2,10,3,0,11,14,8,18,0,20,0,0,16,19,0,23,23,25,0,15,20,16,19,13,18,11,0,21,22,0,24,0,22,0,0,18,9,13,0,24,11,21,0,0,0,0,0,0,0,0
16,12,14,6,0,5,3,1,0,10,4,2,9,3,0,8,14,7,15,0,21,0,0,20,18,0,25,26,26,0,13,21,18,24,19,20,17,0,24,25,0,26,0,22,0,0,17,10,11,0,27,14,23,0,0,0,0,0,0,0,0
15,16,14,6,0,7,3,1,0,12,5,2,11,4,0,10,13,9,17,0,25,0,0,22,20,0,28,26,25,0,14,27,20,23,21,16,19,24,24,25,0,25,0,30,0,0,18,8,14,0,29,13,22,0,0,0,0,0,0,0,0
17,12,13,5,0,7,4,1,0,11,6,2,10,3,0,9,16,8,15,0,25,0,0,18,19,0,26,0,27,0,14,23,21,22,18,17,16,18,28,26,0,29,0,26,0,24,19,9,14,0,20,12,24,0,0,0,0,0,0,0,0
16,13,12,5,0,6,3,1,0,10,5,2,9,4,0,8,15,7,11,0,22,0,0,19,18,0,24,0,25,0,14,25,17,21,14,20,18,20,22,23,0,25,0,22,0,20,18,8,14,0,26,14,23,0,0,0,0,0,0,0,0
17,15,14,6,0,7,4,1,0,12,5,3,10,2,0,9,13,8,12,0,29,0,0,22,0,0,27,30,29,0,13,22,24,21,20,16,19,24,31,26,0,28,0,25,0,23,20,11,18,0,24,13,27,0,0,0,0,0,0,0,0
14,11,0,5,0,7,4,1,0,13,6,2,10,3,0,9,16,8,12,0,20,0,0,19,18,0,25,0,26,0,12,26,20,19,20,14,11,19,22,23,0,26,21,24,0,21,17,10,15,0,18,9,26,0,0,0,0,0,0,0,0
18,15,0,5,0,7,4,1,0,12,6,2,10,3,0,9,17,8,17,0,29,0,0,19,22,0,31,0,33,0,16,26,24,23,20,14,20,32,26,30,0,33,27,28,0,26,21,11,15,0,23,13,25,0,0,0,0,0,0,0,0
14,12,0,5,0,6,3,1,0,11,4,2,10,3,0,9,16,7,18,0,25,0,0,18,19,0,28,0,26,0,15,23,20,21,17,19,16,22,27,27,0,29,24,25,0,22,15,8,15,0,29,13,21,0,0,0,0,0,0,0,0
15,13,12,5,0,7,4,1,0,12,6,2,11,3,0,10,14,8,24,0,21,0,0,17,0,0,29,28,29,0,11,20,19,22,16,24,17,24,21,25,0,27,23,31,0,19,19,9,14,0,30,18,26,0,0,0,0,0,0,0,0
15,13,12,5,0,6,4,1,0,11,5,2,9,3,0,8,17,7,14,0,29,0,0,22,0,0,30,30,28,0,18,28,20,23,18,21,16,26,27,30,0,28,24,25,0,21,19,10,14,0,31,14,26,0,0,0,0,0,0,0,0
16,9,10,5,0,4,3,1,0,13,5,2,11,3,0,7,15,6,17,0,21,0,0,19,0,0,25,26,27,0,12,26,19,23,17,14,16,23,26,27,0,27,24,22,0,19,20,8,15,0,17,18,27,0,0,0,0,0,0,0,0
18,14,12,6,0,7,4,1,0,11,5,2,10,3,0,9,15,8,22,0,23,0,0,21,0,0,28,30,26,0,13,27,20,25,19,22,14,18,30,30,0,29,24,31,0,22,20,9,16,0,32,17,29,0,0,0,0,0,0,0,0
15,11,10,5,0,6,3,1,0,10,4,2,9,3,0,8,13,7,12,0,21,0,0,16,17,0,24,0,23,0,11,22,17,20,18,17,15,18,21,22,0,25,20,26,0,19,17,7,14,0,26,11,22,0,0,0,0,0,0,0,0
20,15,11,6,7,8,4,1,0,12,5,2,13,3,0,13,18,9,14,0,28,0,0,24,0,0,31,30,35,0,19,34,25,26,22,19,21,28,27,32,0,34,29,33,0,23,26,10,16,0,28,17,29,0,0,0,0,0,0,0,0
15,12,11,4,6,7,3,1,0,12,5,2,10,2,0,9,14,10,16,0,23,0,0,16,0,0,27,28,26,0,13,19,20,23,20,15,18,20,22,25,0,29,22,25,0,21,21,8,17,0,24,19,29,0,0,0,0,0,0,0,0
13,12,11,6,0,8,4,1,0,11,5,2,11,3,7,10,15,10,13,0,25,0,0,19,18,0,31,28,27,0,18,21,22,21,13,23,16,20,26,29,0,31,24,29,0,0,19,9,14,0,30,17,27,0,0,0,0,0,0,0,0
17,13,11,6,0,7,3,1,0,12,5,2,13,4,7,10,19,8,18,0,26,0,0,21,21,0,30,30,29,0,14,25,23,24,20,24,15,22,27,29,0,30,27,26,0,0,22,9,16,0,28,12,27,0,0,0,0,0,0,0,0
17,12,12,5,0,8,3,1,0,10,6,2,11,4,7,10,14,9,16,0,22,0,0,18,0,0,26,27,26,0,14,25,21,20,18,24,13,23,28,26,0,27,24,27,0,22,19,9,15,0,29,18,26,0,0,0,0,0,0,0,0
16,15,13,5,7,8,3,1,0,14,6,2,12,4,7,11,17,9,19,0,24,0,0,0,22,0,29,29,29,0,16,24,22,21,18,20,17,23,24,27,0,28,25,26,24,0,21,10,15,0,24,19,28,0,0,0,0,0,0,0,0
18,15,16,5,7,9,4,1,0,13,6,2,14,3,8,12,19,11,20,0,29,0,0,0,0,0,30,30,29,0,18,28,25,23,26,21,21,22,28,28,0,30,26,26,24,22,23,10,17,0,26,17,27,0,0,0,0,0,0,0,0
18,15,16,5,6,8,4,1,0,13,7,2,12,3,9,13,20,10,19,0,28,0,0,0,22,0,31,0,31,0,14,31,25,26,24,25,21,27,30,29,0,32,28,31,24,26,23,11,17,0,28,23,31,0,0,0,0,0,0,0,0
18,15,14,6,7,9,3,1,0,14,5,2,12,4,8,13,17,10,19,0,23,0,0,0,19,0,31,31,32,0,17,24,20,21,21,25,17,27,28,26,0,30,28,29,21,0,22,11,16,0,30,14,25,0,0,0,0,0,0,0,0
16,15,13,7,6,9,4,1,0,14,5,2,13,3,8,12,17,10,26,0,24,0,0,0,21,0,30,30,29,0,17,30,22,25,18,20,17,23,24,27,0,31,27,30,23,0,22,11,16,0,28,19,30,0,0,0,0,0,0,0,0
15,14,11,4,6,7,3,1,0,10,5,2,10,3,7,9,17,9,12,0,19,0,0,0,18,0,23,24,21,0,13,22,18,18,18,18,16,20,24,25,0,21,21,27,19,0,18,8,15,0,26,14,21,0,0,0,0,0,0,0,0
17,13,14,5,7,9,4,1,0,12,6,2,13,3,8,12,18,10,15,0,24,0,0,0,21,0,29,29,26,0,20,25,23,23,20,19,20,25,25,25,0,27,26,25,22,0,22,11,16,0,28,21,30,0,0,0,0,0,0,0,0
18,14,13,6,6,8,3,1,0,11,5,2,12,4,7,10,16,9,18,0,27,0,0,0,19,0,29,0,29,0,17,28,22,22,20,16,17,21,24,23,0,27,24,30,22,22,21,11,16,0,26,15,25,0,0,0,0,0,0,0,0
22,16,14,6,7,9,4,1,0,14,5,2,13,3,8,12,19,11,15,0,28,0,0,0,23,0,33,34,32,0,17,35,25,26,26,25,20,27,27,27,0,29,28,31,27,0,24,10,21,0,30,18,34,0,0,0,0,0,0,0,0
18,14,13,6,7,7,4,1,0,12,5,2,14,3,8,11,17,10,14,0,24,0,0,0,0,0,29,29,30,0,15,21,25,22,18,22,19,29,27,27,0,28,26,31,20,22,23,9,16,0,28,17,27,0,0,0,0,0,0,0,0
21,16,14,6,7,8,4,1,0,12,5,2,13,3,7,11,18,10,24,0,25,0,0,0,20,0,31,31,31,0,20,30,25,26,21,21,19,28,24,29,0,31,27,31,23,0,22,9,15,0,32,17,32,0,0,0,0,0,0,0,0
19,14,14,5,7,8,3,1,0,13,6,2,12,4,9,12,16,11,15,0,23,0,0,0,0,0,29,29,29,0,15,30,21,22,19,19,17,25,26,29,0,29,25,27,23,20,18,10,15,0,28,20,24,0,0,0,0,0,0,0,0
18,15,13,6,5,8,4,1,0,14,6,2,12,3,7,11,17,9,15,0,32,0,0,0,25,0,34,0,34,0,20,31,23,25,23,22,19,28,29,33,0,33,30,25,24,27,21,10,16,0,34,21,26,0,0,0,0,0,0,0,0
18,14,15,5,5,6,4,1,0,12,7,2,13,3,8,11,19,10,17,0,25,0,0,0,0,0,33,32,31,0,17,24,20,25,24,22,23,31,28,30,0,29,29,27,21,23,26,9,16,0,28,12,33,0,0,0,0,0,0,0,0
19,13,14,6,7,9,4,1,0,12,5,2,12,3,8,12,16,10,18,0,26,0,0,0,0,0,33,32,31,0,15,32,21,23,25,18,22,29,30,29,0,34,28,27,20,24,22,11,13,0,26,17,29,0,0,0,0,0,0,0,0
17,14,13,5,7,8,4,1,0,11,6,2,12,3,9,11,16,10,16,0,26,29,0,0,19,0,27,0,30,0,16,30,20,22,21,22,18,25,25,26,0,28,26,25,22,23,22,10,14,0,26,15,24,0,0,0,0,0,0,0,0
