"NS","ND","NF","Entropy","SOL","NTM","LA","LD","LT","FN","NDEV","AGE","EXP","REXP","Complexity","if_add","if_del","if_chg","elseif_add","elseif_del","else_add","else_del","else_chg","for_add","for_del","for_chg","while_add","while_del","continue_del","switch_add","switch_del","switch_chg","return_add","return_del","try_add","try_del","try_chg","catch_add","throw_add","throw_del","throw_chg","throws_add","final_add","synchronized_add","loop_add","loop_del","loop_chg","expVariable_add","expVariable_del","expParameter_add","expParameter_del","externalCall_add","externalCall_del","average_time","Runtime","Cpu_user","Cpu_sys","Mem_rss","Mem_vms","Io_read","Io_write"
12,13,0,5,6,7,4,2,0,11,4,1,10,3,0,11,15,9,14,0,20,0,0,0,0,0,21,21,0,0,18,18,16,18,0,15,8,0,19,21,0,21,0,10,0,0,13,12,14,0,19,10,17,0,0,0,0,0,0,0,0
15,15,0,7,6,8,4,2,0,14,5,1,12,3,0,11,18,10,13,0,25,0,0,0,0,0,0,26,25,0,20,25,21,22,0,20,9,0,26,25,0,26,0,24,23,0,19,14,16,0,22,17,21,0,0,0,0,0,0,0,0
13,15,0,6,5,7,4,2,0,14,5,1,11,3,0,10,16,9,16,0,17,0,0,13,14,0,22,0,24,0,20,0,17,19,0,16,8,0,23,23,0,21,0,20,0,18,16,12,16,0,21,15,18,0,0,0,0,0,0,0,0
14,16,0,8,6,7,4,2,0,10,5,1,12,3,0,11,15,9,16,0,25,0,0,0,13,0,24,0,20,0,19,0,18,21,0,12,10,0,23,22,0,26,0,17,18,20,14,14,13,0,20,16,19,0,0,0,0,0,0,0,0
11,14,0,6,5,7,4,2,0,10,4,1,8,3,0,9,15,7,12,0,22,0,0,16,15,0,25,24,26,0,13,0,18,20,0,12,10,0,21,22,0,25,0,24,0,0,17,9,15,0,23,11,19,0,0,0,0,0,0,0,0
13,13,0,7,6,7,5,2,0,9,4,1,12,3,0,10,14,8,14,0,20,0,0,0,0,0,20,22,19,0,15,0,15,19,0,15,13,0,20,22,0,22,0,21,16,18,17,9,13,0,22,11,16,0,0,0,0,0,0,0,0
15,16,0,7,6,8,4,1,0,13,5,2,14,3,0,11,16,9,16,0,21,0,0,0,0,0,25,25,22,0,24,0,18,20,0,12,10,0,21,23,0,26,0,23,19,20,16,11,16,0,23,17,22,0,0,0,0,0,0,0,0
16,18,0,7,6,8,5,2,0,10,4,1,13,3,0,11,17,9,23,0,25,0,0,29,0,0,25,26,28,0,19,0,20,24,0,18,14,0,27,26,0,27,0,24,0,22,22,15,17,0,24,12,21,0,0,0,0,0,0,0,0
9,12,0,5,5,6,4,1,0,10,4,2,8,3,0,10,13,7,13,0,17,0,0,0,13,0,18,0,22,0,16,0,14,15,0,11,12,0,21,17,0,19,0,15,21,15,12,12,12,0,20,12,15,0,0,0,0,0,0,0,0
13,14,0,7,6,8,4,2,0,13,5,1,11,3,0,12,18,10,16,0,25,0,0,16,16,0,27,28,29,0,19,0,18,22,0,15,9,0,24,23,0,26,0,18,0,0,16,13,17,0,21,20,21,0,0,0,0,0,0,0,0
13,13,0,7,6,8,5,2,0,11,4,1,9,3,0,10,17,8,12,0,16,0,0,0,16,0,27,0,28,0,19,0,17,22,0,20,15,0,24,25,0,28,0,19,23,21,19,9,18,0,26,14,19,0,0,0,0,0,0,0,0
11,12,0,6,5,7,4,2,0,10,3,1,11,3,0,12,17,8,19,0,25,0,0,25,18,0,26,26,25,0,21,0,17,23,0,15,20,0,28,25,0,27,0,14,0,0,16,9,19,0,24,13,22,0,0,0,0,0,0,0,0
11,14,0,7,5,8,4,2,0,11,6,1,9,3,0,12,17,9,15,0,21,0,0,23,0,0,23,23,25,0,16,0,19,21,0,13,10,0,24,23,0,24,0,15,0,22,18,11,17,0,17,17,20,0,0,0,0,0,0,0,0
15,17,0,5,7,8,4,2,0,11,6,1,12,3,0,11,18,9,17,0,22,0,0,12,0,0,25,26,27,0,24,0,18,22,0,18,16,0,22,24,0,26,0,14,0,20,19,10,13,0,23,15,21,0,0,0,0,0,0,0,0
14,15,0,7,6,8,5,2,0,13,4,1,11,3,0,12,19,9,15,0,23,0,0,18,16,0,25,0,21,0,19,23,21,20,0,14,12,0,23,24,0,24,0,23,0,20,16,10,17,0,19,17,22,0,0,0,0,0,0,0,0
13,15,0,6,5,7,4,2,0,10,4,1,9,3,0,9,16,8,13,0,21,0,0,15,14,0,21,21,19,0,17,16,18,19,0,12,16,0,20,20,0,22,0,18,0,0,15,11,14,0,17,13,18,0,0,0,0,0,0,0,0
16,15,0,6,5,7,4,2,0,13,4,1,11,3,0,9,18,8,17,0,23,0,0,14,20,0,27,0,29,0,14,19,18,22,0,15,13,0,26,28,0,28,0,20,0,25,18,10,16,0,21,12,24,0,0,0,0,0,0,0,0
13,15,0,7,6,8,5,2,0,12,4,1,9,3,0,10,15,9,17,0,20,0,0,15,0,0,25,28,29,0,22,30,17,23,0,16,14,0,27,26,0,28,0,24,0,24,18,11,15,0,16,19,21,0,0,0,0,0,0,0,0
12,12,0,6,5,6,4,2,0,8,4,1,7,3,0,8,13,7,11,0,16,0,0,10,15,0,24,0,26,0,14,15,18,22,0,17,19,0,25,23,0,23,0,17,0,17,21,8,10,0,25,9,20,0,0,0,0,0,0,0,0
14,16,0,6,7,8,4,2,0,11,5,1,9,3,0,10,16,9,15,0,17,0,0,14,18,0,25,0,24,0,19,23,17,21,0,17,13,0,23,22,0,25,0,26,0,21,18,12,14,0,23,16,20,0,0,0,0,0,0,0,0
11,13,0,6,4,7,4,1,0,10,5,2,9,3,0,9,14,8,15,0,16,0,0,11,11,0,21,0,22,0,21,19,15,19,0,10,11,0,21,20,0,21,0,21,0,18,14,9,11,0,12,11,17,0,0,0,0,0,0,0,0
14,14,0,6,5,7,4,2,0,11,5,1,9,3,0,12,20,8,15,0,25,0,0,16,0,0,26,27,28,0,26,22,21,24,0,16,16,0,28,26,0,27,0,17,0,24,22,10,18,0,19,13,23,0,0,0,0,0,0,0,0
10,12,0,5,5,6,4,2,0,11,5,1,9,3,0,7,14,7,13,0,19,0,0,10,13,0,21,0,20,0,15,11,16,18,16,12,10,0,20,20,0,21,0,18,0,17,13,8,14,0,20,15,18,0,0,0,0,0,0,0,0
14,16,0,8,6,7,5,2,0,12,4,1,11,3,0,10,17,9,19,0,20,0,0,18,17,0,24,25,26,0,15,27,18,19,16,17,15,0,23,21,0,25,0,19,0,0,18,11,13,0,22,15,20,0,0,0,0,0,0,0,0
14,16,0,3,5,6,2,1,0,12,4,1,9,2,0,10,14,8,20,0,22,0,0,15,17,0,24,0,23,0,13,18,18,21,7,19,13,0,26,23,0,25,0,17,0,21,21,11,14,0,21,13,21,0,0,0,0,0,0,0,0
14,15,0,6,6,7,5,1,0,12,4,2,10,3,0,11,16,8,14,0,18,0,0,16,0,0,22,21,21,0,13,21,17,20,14,18,17,0,23,20,0,22,0,20,0,19,19,9,15,0,24,16,18,0,0,0,0,0,0,0,0
12,14,0,5,6,7,4,2,0,11,3,1,9,3,0,11,13,8,17,0,20,0,0,16,0,0,27,25,26,0,17,23,15,22,10,21,12,0,25,23,0,24,0,23,0,19,18,10,12,0,28,16,24,0,0,0,0,0,0,0,0
16,17,0,7,6,8,4,2,10,12,5,1,13,3,0,11,19,10,18,0,27,0,0,22,20,0,28,29,27,0,16,24,20,26,10,21,18,0,25,26,0,27,0,23,0,0,23,9,14,0,28,15,26,0,0,0,0,0,0,0,0
14,17,0,6,5,7,2,1,9,12,4,1,11,3,0,10,18,8,19,0,22,0,0,13,20,0,30,0,32,0,27,16,24,29,18,16,11,0,23,28,0,31,0,31,0,26,21,8,15,0,25,18,31,0,0,0,0,0,0,0,0
14,15,0,6,5,7,3,1,8,12,4,1,12,2,0,10,13,10,19,0,20,0,0,0,17,0,24,26,23,0,22,17,15,21,13,11,11,0,27,25,0,26,0,22,16,0,18,9,12,0,20,11,26,0,0,0,0,0,0,0,0
20,21,0,6,5,7,3,1,8,13,4,2,12,3,0,10,18,11,19,0,26,0,0,0,22,0,29,29,31,0,15,20,21,24,12,21,17,0,32,27,0,28,0,25,21,0,23,9,16,0,25,14,30,0,0,0,0,0,0,0,0
14,15,0,7,5,8,4,1,9,11,6,2,11,3,0,12,17,10,17,0,26,0,0,22,21,0,28,0,27,0,20,26,16,23,14,17,20,0,24,25,0,28,0,27,0,25,22,10,16,0,18,13,19,0,0,0,0,0,0,0,0
14,15,0,5,4,6,3,2,7,10,4,1,12,3,0,11,15,8,13,0,22,0,0,0,18,0,26,0,28,0,14,16,21,25,8,15,13,0,24,27,0,28,0,20,17,23,19,8,14,0,14,9,21,0,0,0,0,0,0,0,0
14,15,0,5,6,7,4,1,10,12,6,2,11,3,0,10,16,8,18,0,20,0,0,0,0,0,25,24,26,0,15,17,16,19,10,15,13,0,24,22,0,25,0,23,17,21,19,9,15,0,21,11,19,0,0,0,0,0,0,0,0
15,16,0,6,7,8,3,2,0,10,5,1,10,4,0,11,16,10,12,0,30,0,0,0,18,0,28,0,26,0,21,15,19,24,14,17,14,0,29,27,0,28,0,18,20,23,20,9,13,0,22,10,25,0,0,0,0,0,0,0,0
17,18,0,5,5,6,3,1,0,12,4,1,11,2,0,9,16,8,21,0,26,0,0,0,20,0,28,0,30,0,12,20,20,25,19,10,14,0,22,27,0,29,0,19,18,24,23,7,15,0,25,13,30,0,0,0,0,0,0,0,0
16,18,0,5,7,8,3,1,9,12,6,2,14,4,0,13,18,10,18,0,22,0,0,0,0,0,24,26,29,0,17,17,21,23,17,17,12,0,28,25,0,27,0,23,20,22,19,11,15,0,24,15,23,0,0,0,0,0,0,0,0
16,17,0,7,6,7,4,2,8,11,5,1,12,3,0,10,17,8,16,0,21,0,0,0,0,0,25,27,22,0,13,28,16,25,17,14,17,0,22,23,0,24,0,26,22,19,20,9,15,0,16,12,18,0,0,0,0,0,0,0,0
18,23,15,7,5,8,4,1,0,11,6,2,12,3,0,11,20,9,26,0,27,0,0,0,20,0,29,30,31,0,18,13,21,25,16,25,16,0,24,28,0,30,0,24,19,0,22,10,17,0,32,14,24,0,0,0,0,0,0,0,0
17,17,15,5,6,7,3,1,0,12,4,1,9,2,0,11,17,8,18,0,19,0,0,0,16,0,23,0,24,0,16,17,19,22,11,10,13,0,23,21,0,23,0,24,17,18,19,8,14,0,16,11,20,0,0,0,0,0,0,0,0
12,13,7,5,4,6,3,1,0,9,4,1,10,2,0,9,14,8,16,0,19,0,0,0,0,0,26,25,26,0,23,25,17,21,15,15,11,0,24,24,0,27,0,20,22,18,17,8,13,0,22,13,26,0,0,0,0,0,0,0,0
14,12,11,6,6,7,3,1,0,9,5,2,9,4,0,10,14,8,16,0,21,0,0,0,0,0,24,23,24,0,22,13,15,23,13,17,11,0,22,22,0,25,0,20,16,18,19,9,12,0,24,12,23,0,0,0,0,0,0,0,0
15,14,14,8,5,7,4,2,0,13,6,1,12,3,0,12,16,10,17,0,23,0,0,0,19,0,25,27,27,0,18,15,19,24,13,23,14,0,27,26,0,27,0,23,20,0,21,9,17,0,28,11,22,0,0,0,0,0,0,0,0
14,16,15,8,6,7,3,1,0,11,5,2,13,4,0,11,18,10,21,0,26,0,0,0,20,0,26,0,27,0,17,18,23,21,12,22,17,0,25,24,0,26,0,21,19,22,21,9,19,0,27,13,23,0,0,0,0,0,0,0,0
16,15,14,7,5,8,4,2,0,10,6,1,13,3,0,11,21,9,17,0,24,0,0,0,22,0,29,0,31,0,17,17,26,26,13,25,12,0,30,28,0,31,0,29,19,25,23,12,20,0,32,18,27,0,0,0,0,0,0,0,0
13,16,10,6,5,7,4,1,0,11,6,2,12,3,0,9,17,8,15,0,23,0,0,0,0,0,25,26,28,0,22,29,21,25,20,14,16,0,25,24,0,27,0,19,19,18,20,9,15,0,19,10,23,0,0,0,0,0,0,0,0
14,12,13,6,5,7,4,1,0,9,5,2,11,3,0,9,16,8,13,0,22,0,0,0,0,0,26,25,23,0,12,15,20,21,15,16,18,0,27,24,0,27,0,14,17,17,19,10,12,0,22,10,28,0,0,0,0,0,0,0,0
15,17,14,5,4,6,3,1,0,10,4,1,9,2,0,11,16,7,15,0,26,0,0,0,0,0,26,25,23,0,22,28,21,23,13,22,17,0,29,24,0,27,0,18,23,19,20,8,15,0,25,12,24,0,0,0,0,0,0,0,0
14,16,13,6,5,7,4,1,0,8,5,2,9,3,0,10,16,9,12,0,22,0,0,0,18,0,24,0,27,0,16,21,19,23,15,13,17,0,27,24,0,26,0,19,20,20,20,8,15,0,23,11,25,0,0,0,0,0,0,0,0
15,17,12,5,0,6,3,1,0,10,4,2,8,3,0,7,16,7,15,0,21,0,0,15,0,0,23,22,22,0,20,21,19,21,12,15,13,0,22,24,0,24,0,14,0,19,18,9,14,0,14,11,21,0,0,0,0,0,0,0,0
14,15,13,6,0,7,3,2,0,12,5,1,10,4,0,9,16,8,18,0,22,0,0,20,14,0,26,26,24,0,11,17,19,21,10,22,14,0,23,25,0,26,0,20,0,0,17,9,14,0,21,11,21,0,0,0,0,0,0,0,0
13,16,10,5,0,6,3,1,0,9,4,2,8,3,0,8,14,7,14,0,21,0,0,17,16,0,25,26,26,0,13,20,18,20,12,14,13,0,22,23,0,27,0,22,0,0,19,8,17,0,15,11,24,0,0,0,0,0,0,0,0
16,16,12,6,0,7,3,1,0,9,5,2,11,4,0,10,17,8,15,0,20,0,0,19,18,0,26,27,28,0,20,24,20,21,9,22,14,19,24,25,0,27,0,29,0,0,17,9,14,0,23,13,24,0,0,0,0,0,0,0,0
14,18,13,6,0,7,4,1,0,11,5,2,8,3,0,11,14,9,20,0,27,0,0,17,20,0,28,0,26,0,16,19,24,22,20,24,12,22,29,27,0,28,0,24,0,23,21,10,15,0,30,11,25,0,0,0,0,0,0,0,0
18,16,14,6,0,7,4,1,0,11,5,2,10,3,0,9,14,8,17,0,20,0,0,16,18,0,26,0,24,0,13,17,21,21,15,20,15,19,22,25,0,25,0,12,0,20,18,10,15,0,27,12,23,0,0,0,0,0,0,0,0
13,15,14,6,0,7,4,1,0,12,5,2,11,3,0,9,16,8,12,0,20,0,0,27,0,0,26,26,23,0,15,29,17,20,16,23,16,20,22,24,0,28,0,20,0,21,19,10,15,0,25,14,18,0,0,0,0,0,0,0,0
14,13,0,5,0,6,3,1,0,8,4,2,10,3,0,8,13,7,11,0,23,0,0,15,16,0,26,0,24,0,15,20,20,18,12,17,12,22,23,25,0,27,22,19,0,21,16,9,11,0,26,11,23,0,0,0,0,0,0,0,0
15,16,0,6,0,7,4,1,0,11,5,2,10,3,0,9,13,8,18,0,27,0,0,19,17,0,30,0,29,0,14,24,23,20,21,23,19,19,25,28,0,30,26,21,0,22,18,9,12,0,28,12,29,0,0,0,0,0,0,0,0
12,12,0,6,0,7,4,1,0,11,5,2,11,3,0,9,13,8,14,0,19,0,0,16,16,0,22,0,21,0,14,19,15,17,14,17,12,18,23,21,0,23,20,16,0,19,15,10,12,0,23,11,18,0,0,0,0,0,0,0,0
14,15,11,6,0,7,3,1,0,12,5,2,12,4,0,9,17,10,20,0,25,0,0,19,0,0,30,30,27,0,16,24,22,23,12,16,15,27,28,29,0,30,28,30,0,25,21,8,18,0,26,13,25,0,0,0,0,0,0,0,0
17,15,10,4,0,6,3,1,0,11,5,2,12,3,0,7,14,9,19,0,25,0,0,18,0,0,27,27,25,0,19,21,22,21,16,18,13,19,28,25,0,26,24,28,0,20,19,8,16,0,28,11,23,0,0,0,0,0,0,0,0
14,17,13,6,0,7,4,1,0,12,5,2,10,3,0,8,15,8,15,0,24,0,0,21,0,0,27,28,25,0,16,28,22,21,15,22,11,19,30,26,0,29,24,23,0,22,23,9,18,0,20,9,22,0,0,0,0,0,0,0,0
15,13,9,6,0,7,3,1,0,10,5,2,11,4,0,9,13,8,17,0,22,0,0,19,0,0,27,28,23,0,16,29,19,20,16,20,14,21,22,27,0,28,24,29,0,18,18,8,13,0,26,12,25,0,0,0,0,0,0,0,0
13,13,10,5,0,6,4,1,0,10,5,2,11,3,0,8,13,8,15,0,24,0,0,20,14,0,25,0,24,0,12,23,20,20,17,21,14,18,25,23,0,24,22,16,0,19,16,7,14,0,22,9,20,0,0,0,0,0,0,0,0
16,14,11,5,7,8,3,1,0,12,6,2,12,4,0,9,15,11,21,0,24,0,0,17,0,0,26,25,27,0,22,24,20,23,13,23,19,24,24,24,0,26,23,22,0,18,22,10,18,0,25,14,26,0,0,0,0,0,0,0,0
18,15,10,4,5,7,3,1,0,12,6,2,13,3,0,11,17,8,21,0,22,0,0,20,0,0,29,31,30,0,23,25,22,24,14,24,18,24,26,28,0,32,26,25,0,18,19,9,16,0,28,11,27,0,0,0,0,0,0,0,0
16,14,12,6,0,8,3,1,0,13,5,2,13,4,7,11,14,10,14,0,24,0,0,17,17,0,28,27,29,0,15,20,21,23,18,22,19,20,24,24,0,26,24,25,0,0,20,9,15,0,29,13,24,0,0,0,0,0,0,0,0
16,13,11,6,0,8,3,1,0,12,5,2,11,4,7,10,15,9,18,0,20,0,0,17,15,0,25,24,27,0,18,21,21,19,13,20,14,23,21,23,0,26,22,23,0,0,18,10,14,0,23,13,23,0,0,0,0,0,0,0,0
18,17,13,6,0,8,3,1,0,12,5,2,14,4,7,11,17,10,20,0,26,0,0,21,0,0,29,30,29,0,20,28,23,22,19,20,16,22,22,24,0,30,24,27,0,22,21,9,15,0,21,18,25,0,0,0,0,0,0,0,0
22,18,13,6,7,9,3,1,0,15,5,2,17,4,8,12,19,11,21,0,25,0,0,0,20,0,35,35,32,0,22,29,29,27,20,26,14,33,24,29,0,34,30,28,25,0,23,10,16,0,25,16,31,0,0,0,0,0,0,0,0
17,16,11,7,6,8,3,1,0,14,5,2,13,4,8,11,16,9,21,0,26,0,0,0,0,0,28,28,28,0,19,28,20,23,18,21,15,27,26,25,0,28,24,27,21,23,22,10,16,0,27,12,24,0,0,0,0,0,0,0,0
16,15,12,6,7,8,3,1,0,14,5,2,13,4,7,11,16,9,20,0,29,0,0,0,17,0,30,0,30,0,14,24,25,22,17,18,18,21,26,28,0,29,27,31,23,23,23,10,15,0,28,19,30,0,0,0,0,0,0,0,0
14,15,10,5,5,7,2,1,0,13,4,2,12,3,6,11,17,9,18,0,23,0,0,0,17,0,29,28,25,0,19,26,22,23,21,18,17,27,22,22,0,25,24,19,20,0,23,8,16,0,19,17,26,0,0,0,0,0,0,0,0
16,13,12,6,6,8,4,1,0,13,5,2,14,3,7,11,17,10,22,0,23,0,0,0,19,0,31,31,30,0,25,31,25,25,20,15,18,26,32,29,0,33,28,24,27,0,21,9,14,0,22,11,27,0,0,0,0,0,0,0,0
15,13,10,7,7,7,3,1,0,12,5,2,14,4,6,11,18,9,20,0,24,0,0,0,17,0,31,29,28,0,18,27,24,25,23,23,19,27,30,28,0,30,26,25,22,0,24,8,16,0,21,14,21,0,0,0,0,0,0,0,0
17,14,12,7,6,9,3,1,0,12,5,2,13,4,8,10,15,10,19,0,24,0,0,0,16,0,27,26,29,0,19,25,20,21,19,22,13,20,22,23,0,28,24,19,18,0,19,11,14,0,26,15,30,0,0,0,0,0,0,0,0
13,11,10,6,5,7,3,1,0,9,4,2,9,3,7,8,13,8,16,0,23,0,0,0,14,0,23,0,22,0,20,20,20,20,20,16,16,15,19,20,0,23,21,14,17,18,16,8,12,0,21,12,20,0,0,0,0,0,0,0,0
20,14,12,4,7,7,3,1,0,11,5,2,13,3,6,10,17,9,13,0,24,0,0,0,15,0,30,31,31,0,18,30,25,26,21,21,19,31,28,29,0,31,29,22,23,0,22,8,16,0,29,10,27,0,0,0,0,0,0,0,0
16,15,12,8,7,9,3,1,0,14,5,2,13,4,6,14,19,10,23,0,30,0,0,0,0,0,31,30,30,0,20,33,24,26,15,28,17,33,34,30,0,32,27,29,23,22,25,11,18,0,28,21,34,0,0,0,0,0,0,0,0
20,17,13,6,7,9,3,1,0,12,5,2,14,4,8,12,21,11,24,0,29,0,0,0,19,0,31,32,30,0,23,28,27,26,21,22,15,25,28,29,0,33,28,22,25,0,24,10,16,0,25,18,31,0,0,0,0,0,0,0,0
16,13,10,6,6,8,3,1,0,11,5,2,13,4,7,12,18,9,21,0,26,0,0,0,0,0,28,27,27,0,19,30,24,22,19,16,20,23,25,27,0,29,27,27,21,17,21,9,15,0,26,14,24,0,0,0,0,0,0,0,0
15,15,11,6,6,7,3,1,0,12,5,2,13,4,8,10,16,10,18,0,22,0,0,0,21,0,31,0,32,0,19,20,22,24,19,23,17,28,28,26,0,32,29,27,23,25,20,9,14,0,33,14,30,0,0,0,0,0,0,0,0
20,17,14,8,6,9,3,1,0,13,5,2,15,4,7,12,17,11,24,0,23,0,0,0,0,0,28,30,28,0,27,29,25,25,21,21,19,27,26,26,0,29,26,18,22,25,23,10,16,0,26,15,27,0,0,0,0,0,0,0,0
19,16,13,8,6,9,4,1,0,12,5,2,15,3,7,14,18,11,23,0,34,0,0,0,0,0,35,35,33,0,22,32,31,28,25,27,21,27,32,29,0,35,30,31,23,26,24,10,20,0,35,17,34,0,0,0,0,0,0,0,0
17,14,10,6,6,7,3,1,0,11,5,2,12,4,6,10,15,9,13,0,20,30,0,0,17,0,28,0,27,0,16,26,23,19,19,22,12,22,24,26,0,29,25,27,21,22,18,8,15,0,20,14,27,0,0,0,0,0,0,0,0
