"NS","ND","NF","Entropy","LA","LD","LT","SOL","NTM","FN","NDEV","AGE","EXP","REXP","Complexity","if_add","if_del","if_chg","elseif_add","elseif_del","else_add","else_del","else_chg","for_add","for_del","for_chg","while_add","while_del","continue_del","switch_add","switch_del","switch_chg","return_add","return_del","try_add","try_del","try_chg","catch_add","throw_add","throw_del","throw_chg","throws_add","final_add","synchronized_add","loop_add","loop_del","loop_chg","expVariable_add","expVariable_del","expParameter_add","expParameter_del","externalCall_add","externalCall_del","average_time","Runtime","Cpu_user","Cpu_sys","Mem_rss","Mem_vms","Io_read","Io_write"
12,13,0,7,6,8,4,2,0,11,5,1,10,3,0,11,15,9,14,0,18,0,0,0,15,0,23,0,22,0,16,0,17,20,0,14,12,0,21,22,0,24,0,19,18,20,15,10,14,0,21,11,18,0,0,0,0,0,0,0,0
13,14,0,7,6,8,4,2,0,10,5,1,11,3,0,10,16,9,15,0,20,0,0,18,16,0,24,24,23,0,16,0,18,20,0,17,12,0,21,22,0,24,0,24,0,0,17,10,15,0,21,12,19,0,0,0,0,0,0,0,0
12,12,0,7,6,8,4,2,0,11,5,1,11,3,0,10,14,9,13,0,17,0,0,0,0,0,21,21,20,0,14,0,16,18,0,15,11,0,19,20,0,22,0,20,18,17,14,10,13,0,21,11,17,0,0,0,0,0,0,0,0
12,13,0,6,6,7,4,2,0,10,5,1,10,3,0,9,15,8,15,0,17,0,0,0,0,0,20,21,20,0,15,0,16,18,0,15,8,0,19,20,0,21,0,19,16,17,15,9,14,0,20,11,17,0,0,0,0,0,0,0,0
12,13,0,7,6,8,4,2,0,11,5,1,11,3,0,10,15,9,15,0,18,0,0,17,0,0,22,21,21,0,15,0,16,18,0,15,10,0,19,20,0,22,0,20,0,17,15,10,14,0,16,11,17,0,0,0,0,0,0,0,0
13,14,0,7,6,8,4,2,0,12,5,1,12,3,0,10,16,9,15,0,21,0,0,0,17,0,22,0,22,0,16,0,19,20,0,17,11,0,21,22,0,23,0,22,18,20,17,10,15,0,24,12,20,0,0,0,0,0,0,0,0
13,14,0,6,6,7,4,2,0,11,5,1,11,3,0,9,16,8,17,0,21,0,0,17,18,0,25,24,23,0,17,0,19,21,0,17,12,0,23,22,0,25,0,22,0,0,17,10,15,0,22,12,20,0,0,0,0,0,0,0,0
14,15,0,6,7,8,4,2,0,12,5,1,12,3,0,10,17,9,17,0,22,0,0,0,18,0,25,0,25,0,17,0,19,21,0,18,12,0,22,23,0,26,0,24,19,20,18,11,16,0,22,13,20,0,0,0,0,0,0,0,0
15,16,0,6,7,8,4,2,0,13,5,1,12,3,0,10,18,9,18,0,21,0,0,19,19,0,25,25,24,0,18,0,20,22,0,20,14,0,23,23,0,25,0,23,0,0,19,11,17,0,23,14,21,0,0,0,0,0,0,0,0
14,15,0,6,7,8,4,2,0,12,5,1,11,3,0,10,17,9,16,0,21,0,0,18,0,0,24,24,23,0,16,0,19,21,0,18,10,0,22,22,0,24,0,22,0,20,17,10,15,0,22,13,20,0,0,0,0,0,0,0,0
13,14,0,6,7,8,4,2,0,11,5,1,10,3,0,10,16,9,16,0,20,0,0,17,0,0,22,22,21,0,16,0,17,19,0,16,11,0,21,21,0,23,0,19,0,18,16,10,15,0,19,12,18,0,0,0,0,0,0,0,0
14,15,0,6,7,8,4,2,0,12,5,1,11,3,0,10,16,9,16,0,20,0,0,15,17,0,22,0,21,0,17,18,18,19,0,17,13,0,20,20,0,23,0,20,0,19,17,12,15,0,21,13,19,0,0,0,0,0,0,0,0
15,16,0,6,7,8,4,2,0,13,5,1,11,3,0,10,19,9,18,0,22,0,0,17,19,0,24,24,23,0,18,20,20,21,0,19,14,0,22,23,0,25,0,23,0,0,19,12,16,0,23,14,21,0,0,0,0,0,0,0,0
14,15,0,5,6,7,4,2,0,11,4,1,9,3,0,10,17,8,17,0,21,0,0,15,17,0,23,0,22,0,17,18,18,20,0,16,12,0,22,22,0,24,0,21,0,19,17,10,15,0,20,13,19,0,0,0,0,0,0,0,0
15,16,0,6,7,8,4,2,0,12,5,1,11,3,0,10,18,9,17,0,22,0,0,17,0,0,26,25,24,0,17,20,20,22,0,19,13,0,24,23,0,27,0,26,0,21,18,11,15,0,22,14,22,0,0,0,0,0,0,0,0
13,14,0,6,7,8,4,2,0,11,5,1,10,3,0,10,16,9,16,0,21,0,0,15,16,0,23,0,22,0,15,17,17,19,0,15,12,0,20,22,0,23,0,21,0,18,16,10,14,0,21,12,18,0,0,0,0,0,0,0,0
13,14,0,5,6,7,4,2,0,11,5,1,9,3,0,10,17,8,15,0,21,0,0,15,15,0,23,0,22,0,16,19,18,21,0,15,12,0,22,22,0,23,0,22,0,19,16,10,14,0,20,12,20,0,0,0,0,0,0,0,0
14,15,0,6,7,8,4,2,0,12,5,1,11,3,0,11,17,9,17,0,22,0,0,17,18,0,25,0,23,0,17,19,19,22,0,18,13,0,23,24,0,25,0,24,0,21,18,10,16,0,22,13,20,0,0,0,0,0,0,0,0
13,14,0,6,7,8,4,2,0,11,5,1,10,3,0,10,15,9,15,0,19,0,0,16,0,0,22,21,20,0,16,19,17,19,0,16,12,0,19,20,0,21,0,20,0,18,16,10,14,0,19,12,19,0,0,0,0,0,0,0,0
13,14,0,5,6,7,4,2,0,10,4,1,9,3,0,9,17,8,16,0,22,0,0,15,17,0,25,0,24,0,15,19,19,21,11,18,12,0,21,23,0,25,0,24,0,20,18,9,15,0,24,11,21,0,0,0,0,0,0,0,0
16,17,0,6,7,8,4,2,0,12,5,1,10,3,0,11,20,9,20,0,22,0,0,18,19,0,25,26,23,0,18,21,21,22,13,18,15,0,24,24,0,25,0,22,0,0,20,11,18,0,22,14,22,0,0,0,0,0,0,0,0
15,16,0,6,7,8,4,2,0,12,5,1,10,3,0,11,17,9,18,0,23,0,0,18,18,0,24,0,23,0,17,21,20,22,13,19,14,0,23,23,0,24,0,23,0,21,19,10,14,0,23,12,22,0,0,0,0,0,0,0,0
14,15,0,5,6,7,4,2,0,11,5,1,10,3,0,9,16,8,17,0,20,0,0,16,0,0,22,22,21,0,15,18,18,19,12,17,13,0,20,22,0,22,0,20,0,18,17,9,14,0,21,13,21,0,0,0,0,0,0,0,0
13,14,0,5,6,7,4,2,0,11,5,1,9,3,0,9,16,8,17,0,20,0,0,16,0,0,25,24,22,0,15,18,18,20,12,17,14,0,21,22,0,25,0,20,0,19,17,10,13,0,23,12,21,0,0,0,0,0,0,0,0
14,14,0,5,6,7,4,2,8,12,5,1,11,3,0,10,15,8,16,0,20,0,0,15,16,0,24,24,22,0,14,17,18,20,13,17,14,0,21,21,0,25,0,23,0,0,17,9,14,0,21,11,19,0,0,0,0,0,0,0,0
14,15,0,5,6,7,4,2,9,12,5,1,10,3,0,11,15,8,16,0,20,0,0,18,17,0,22,0,21,0,15,20,19,20,13,16,14,0,21,21,0,22,0,20,0,20,17,9,14,0,20,12,20,0,0,0,0,0,0,0,0
12,13,0,4,5,6,3,1,7,10,4,1,9,2,0,9,14,7,15,0,18,0,0,0,15,0,22,23,21,0,13,17,17,19,11,16,11,0,19,20,0,23,0,18,16,0,16,8,12,0,22,10,18,0,0,0,0,0,0,0,0
15,16,0,4,5,6,3,1,8,12,4,1,10,2,0,9,16,7,16,0,22,0,0,0,17,0,25,25,23,0,15,18,19,20,13,17,13,0,21,22,0,25,0,22,18,0,17,8,14,0,24,11,19,0,0,0,0,0,0,0,0
14,15,0,5,6,7,4,1,8,11,5,2,10,3,0,10,16,8,18,0,21,0,0,16,17,0,24,0,23,0,15,19,19,21,13,16,12,0,22,22,0,24,0,21,0,20,18,9,14,0,20,10,21,0,0,0,0,0,0,0,0
17,18,0,6,7,8,4,1,10,14,5,2,13,3,0,12,19,9,21,0,27,0,0,0,23,0,29,0,27,0,16,24,24,26,14,20,15,0,25,27,0,30,0,27,23,25,22,11,16,0,28,14,25,0,0,0,0,0,0,0,0
16,16,0,5,7,8,4,1,9,13,6,2,12,3,0,11,17,9,18,0,22,0,0,0,0,0,23,23,22,0,16,20,19,21,15,18,14,0,22,22,0,24,0,22,19,20,18,10,15,0,22,12,21,0,0,0,0,0,0,0,0
15,16,0,5,7,8,4,1,0,13,6,2,12,3,0,11,17,9,18,0,21,0,0,0,18,0,23,0,22,0,15,18,19,21,14,17,14,0,22,22,0,23,0,22,18,20,18,10,15,0,22,12,20,0,0,0,0,0,0,0,0
14,16,0,5,6,7,4,1,0,12,5,2,10,3,0,11,17,8,18,0,22,0,0,0,18,0,26,0,25,0,15,20,20,22,13,17,13,0,23,24,0,26,0,23,19,21,18,9,15,0,24,12,22,0,0,0,0,0,0,0,0
14,16,0,5,7,8,4,1,11,13,6,2,13,3,0,12,17,9,17,0,23,0,0,0,0,0,26,26,25,0,15,20,20,23,14,20,14,0,24,24,0,27,0,24,19,21,18,10,15,0,26,12,22,0,0,0,0,0,0,0,0
14,15,0,5,7,8,4,1,10,12,6,2,12,3,0,11,16,9,17,0,23,0,0,0,0,0,27,27,26,0,14,20,20,23,13,16,14,0,24,25,0,28,0,26,19,21,18,10,13,0,23,11,22,0,0,0,0,0,0,0,0
15,17,14,6,7,8,4,1,0,12,5,2,12,3,0,11,18,9,18,0,23,0,0,0,18,0,24,25,23,0,15,19,21,23,14,19,16,0,23,23,0,25,0,23,19,0,20,10,16,0,23,13,22,0,0,0,0,0,0,0,0
14,15,13,6,7,8,4,1,0,11,5,2,11,3,0,10,16,9,17,0,21,0,0,0,17,0,24,0,23,0,15,18,19,22,14,16,13,0,23,23,0,24,0,23,18,20,17,9,14,0,22,12,21,0,0,0,0,0,0,0,0
12,14,11,5,6,7,4,1,0,10,6,2,10,3,0,10,15,8,15,0,20,0,0,0,0,0,22,22,21,0,13,18,17,20,11,16,13,0,20,21,0,23,0,20,17,18,16,8,13,0,21,9,19,0,0,0,0,0,0,0,0
12,13,11,5,6,7,4,1,0,10,5,2,9,3,0,9,14,8,15,0,20,0,0,0,0,0,22,22,21,0,13,18,18,20,11,15,11,0,21,21,0,22,0,21,17,17,16,8,12,0,22,9,19,0,0,0,0,0,0,0,0
14,16,13,5,7,8,4,1,0,12,6,2,11,3,0,11,18,9,18,0,22,0,0,0,17,0,25,26,24,0,16,19,20,22,13,19,13,0,23,24,0,26,0,25,19,0,18,10,15,0,25,12,21,0,0,0,0,0,0,0,0
16,18,15,5,7,8,4,1,0,13,6,2,11,3,0,12,19,9,20,0,24,0,0,0,19,0,28,0,27,0,17,22,22,25,14,20,17,0,24,26,0,29,0,26,21,23,21,10,16,0,27,11,23,0,0,0,0,0,0,0,0
15,16,14,5,7,8,4,1,0,12,6,2,11,3,0,11,18,9,19,0,24,0,0,0,17,0,26,0,25,0,16,22,22,24,13,21,14,0,24,25,0,27,0,24,21,23,20,10,15,0,26,11,23,0,0,0,0,0,0,0,0
13,14,12,5,6,7,4,1,0,11,6,2,10,3,0,10,15,8,16,0,21,0,0,0,0,0,24,24,23,0,14,20,19,22,13,16,12,0,22,22,0,25,0,22,18,18,17,9,13,0,20,9,20,0,0,0,0,0,0,0,0
15,16,13,5,6,7,4,1,0,12,6,2,11,3,0,10,18,8,17,0,23,0,0,0,0,0,27,27,26,0,14,21,22,24,13,20,13,0,23,25,0,27,0,26,21,22,19,9,15,0,27,10,24,0,0,0,0,0,0,0,0
15,16,13,5,7,8,4,1,0,12,6,2,11,3,0,11,18,9,17,0,23,0,0,0,0,0,26,26,24,0,14,21,21,23,14,18,13,0,23,24,0,27,0,24,20,20,19,10,15,0,25,10,22,0,0,0,0,0,0,0,0
14,16,13,5,6,7,4,1,0,11,6,2,10,3,0,10,17,8,16,0,22,0,0,0,16,0,23,0,22,0,15,20,20,21,13,20,12,0,21,21,0,24,0,21,19,20,18,9,15,0,25,9,20,0,0,0,0,0,0,0,0
15,16,12,6,0,7,4,1,0,11,5,2,10,3,0,10,17,8,16,0,21,0,0,18,0,0,23,23,22,0,14,21,19,20,13,18,15,0,22,23,0,23,0,22,0,18,17,9,14,0,23,9,21,0,0,0,0,0,0,0,0
15,16,13,5,0,6,4,1,0,12,5,2,11,3,0,10,18,7,18,0,23,0,0,20,17,0,25,25,23,0,14,23,21,22,14,20,14,0,24,24,0,25,0,24,0,0,19,9,15,0,25,8,21,0,0,0,0,0,0,0,0
15,15,12,5,0,6,4,1,0,11,5,2,10,3,0,9,17,7,16,0,21,0,0,19,15,0,24,25,23,0,14,21,19,20,12,18,13,0,23,22,0,24,0,22,0,0,18,8,14,0,22,8,21,0,0,0,0,0,0,0,0
15,16,13,5,0,7,4,1,0,12,6,2,11,3,0,11,17,8,17,0,22,0,0,19,17,0,25,26,23,0,14,21,20,20,13,20,14,19,22,23,0,26,0,24,0,0,18,10,15,0,24,9,21,0,0,0,0,0,0,0,0
15,14,13,5,0,7,4,1,0,12,6,2,11,3,0,10,17,8,16,0,24,0,0,19,17,0,27,0,26,0,14,23,20,23,13,17,15,21,25,25,0,27,0,26,0,22,18,9,14,0,25,8,23,0,0,0,0,0,0,0,0
16,18,14,4,0,6,3,1,0,12,5,2,11,3,0,10,17,7,16,0,24,0,0,21,19,0,28,0,26,0,14,23,22,23,13,21,14,22,24,25,0,29,0,27,0,23,20,9,15,0,24,8,23,0,0,0,0,0,0,0,0
17,19,15,5,0,7,4,1,0,13,6,2,12,3,0,11,18,8,18,0,25,0,0,22,0,0,28,27,26,0,16,24,23,24,14,22,15,23,26,26,0,29,0,26,0,21,20,10,16,0,26,9,23,0,0,0,0,0,0,0,0
17,16,0,6,0,7,4,1,0,13,5,2,12,3,0,11,16,8,18,0,23,0,0,18,18,0,27,0,25,0,15,21,20,22,14,20,15,20,25,26,0,28,24,26,0,20,19,10,16,0,28,9,21,0,0,0,0,0,0,0,0
14,13,0,6,0,7,4,1,0,11,5,2,12,3,0,10,15,8,16,0,21,0,0,16,16,0,25,0,22,0,15,20,19,20,13,18,13,19,22,23,0,26,22,22,0,19,17,9,14,0,24,8,19,0,0,0,0,0,0,0,0
13,12,0,5,0,6,4,1,0,11,5,2,10,3,0,9,13,7,13,0,20,0,0,15,14,0,25,0,22,0,12,21,17,19,13,16,13,16,21,23,0,26,21,22,0,18,15,9,13,0,24,8,20,0,0,0,0,0,0,0,0
15,14,11,6,0,7,4,1,0,13,5,2,12,3,0,10,15,9,16,0,24,0,0,17,0,0,27,26,24,0,14,23,21,22,15,19,15,20,24,24,0,27,23,25,0,19,18,8,15,0,24,11,24,0,0,0,0,0,0,0,0
16,14,11,6,0,7,4,1,0,13,5,2,12,3,0,10,17,9,19,0,22,0,0,19,0,0,26,25,23,0,16,23,21,21,16,18,17,21,23,24,0,26,22,24,0,20,19,8,15,0,23,12,23,0,0,0,0,0,0,0,0
16,14,10,5,0,6,4,1,0,13,5,2,12,3,0,9,15,8,17,0,21,0,0,17,0,0,25,25,22,0,16,21,19,19,16,18,15,19,23,23,0,26,21,24,0,18,17,7,15,0,25,11,20,0,0,0,0,0,0,0,0
17,15,11,6,0,7,4,1,0,14,5,2,13,3,0,10,17,9,20,0,25,0,0,19,0,0,31,30,27,0,15,24,23,24,15,21,18,23,26,28,0,31,25,29,0,22,21,8,16,0,29,12,25,0,0,0,0,0,0,0,0
15,13,10,5,0,6,4,1,0,12,5,2,11,3,0,9,15,8,17,0,24,0,0,16,16,0,26,0,22,0,14,20,18,20,15,17,14,20,23,24,0,26,22,25,0,19,17,7,14,0,21,11,21,0,0,0,0,0,0,0,0
16,15,11,6,7,8,4,1,0,13,5,2,14,3,0,12,16,10,17,0,22,0,0,17,0,0,26,25,24,0,15,24,20,21,16,18,16,18,23,24,0,27,23,24,0,18,19,9,16,0,23,14,23,0,0,0,0,0,0,0,0
16,13,10,5,6,7,4,1,0,12,5,2,12,3,0,11,15,9,18,0,23,0,0,17,0,0,25,25,24,0,15,22,20,21,14,19,13,19,23,24,0,25,23,24,0,19,18,8,14,0,24,12,22,0,0,0,0,0,0,0,0
16,14,11,6,0,8,4,1,0,13,5,2,13,3,7,11,17,10,21,0,24,0,0,21,18,0,28,28,24,0,15,24,23,23,19,20,16,22,25,26,0,28,25,27,0,0,20,9,15,0,23,12,26,0,0,0,0,0,0,0,0
15,13,10,5,0,7,4,1,0,11,5,2,12,3,6,10,14,9,18,0,23,0,0,17,16,0,26,27,23,0,14,22,21,20,16,19,14,20,24,24,0,27,23,25,0,0,17,8,14,0,22,11,23,0,0,0,0,0,0,0,0
16,14,11,5,0,7,4,1,0,12,5,2,13,3,6,10,16,9,17,0,22,0,0,17,0,0,26,25,22,0,15,22,21,20,16,19,16,19,23,24,0,26,22,24,0,18,17,8,15,0,24,12,23,0,0,0,0,0,0,0,0
18,16,12,6,7,9,4,1,0,13,5,2,14,3,8,12,19,11,23,0,26,0,0,0,20,0,30,30,28,0,18,26,25,24,20,23,17,23,27,27,0,30,26,29,22,0,21,10,17,0,26,15,28,0,0,0,0,0,0,0,0
18,15,12,6,7,9,4,1,0,13,5,2,14,3,8,12,19,11,20,0,25,0,0,0,0,0,29,29,27,0,18,25,24,23,18,21,17,22,27,27,0,29,26,28,22,22,21,10,16,0,25,14,28,0,0,0,0,0,0,0,0
17,14,11,4,5,7,3,1,0,12,4,2,12,3,6,10,17,9,20,0,25,0,0,0,18,0,29,0,27,0,16,24,22,23,16,21,15,22,24,26,0,29,25,28,21,23,19,8,15,0,25,13,27,0,0,0,0,0,0,0,0
18,16,13,6,7,9,4,1,0,14,5,2,15,3,8,12,19,11,21,0,27,0,0,0,18,0,29,29,27,0,16,24,23,22,19,21,18,23,26,26,0,29,25,28,21,0,20,10,17,0,27,15,27,0,0,0,0,0,0,0,0
17,15,11,5,6,8,3,1,0,12,4,2,13,3,7,11,18,10,21,0,24,0,0,0,16,0,28,28,26,0,16,23,22,22,19,20,16,23,24,25,0,28,24,27,21,0,20,9,16,0,25,14,24,0,0,0,0,0,0,0,0
18,16,13,6,7,9,4,1,0,14,5,2,15,3,8,12,18,11,19,0,25,0,0,0,17,0,26,26,24,0,17,24,21,20,18,19,18,21,22,23,0,26,23,24,20,0,19,10,17,0,23,15,23,0,0,0,0,0,0,0,0
18,16,12,5,6,8,4,1,0,13,5,2,14,3,7,11,19,10,21,0,24,0,0,0,17,0,28,29,26,0,17,23,22,22,18,22,17,23,25,26,0,28,25,27,21,0,20,9,17,0,26,15,23,0,0,0,0,0,0,0,0
17,15,11,4,5,7,3,1,0,12,4,2,13,3,6,10,18,9,20,0,24,0,0,0,17,0,29,0,27,0,16,23,21,22,18,19,16,24,25,26,0,28,26,25,20,21,19,8,16,0,25,14,24,0,0,0,0,0,0,0,0
17,15,12,6,7,9,4,1,0,13,5,2,14,3,8,12,18,11,20,0,24,0,0,0,16,0,28,28,27,0,16,26,23,23,19,20,17,25,26,26,0,28,26,27,22,0,21,10,16,0,24,14,26,0,0,0,0,0,0,0,0
16,14,11,5,6,8,3,1,0,12,4,2,13,3,7,11,17,10,18,0,22,0,0,0,0,0,28,27,26,0,16,26,20,21,17,18,17,23,24,25,0,28,24,25,21,18,19,9,15,0,24,13,22,0,0,0,0,0,0,0,0
17,15,11,5,6,8,4,1,0,12,5,2,13,3,7,12,18,10,20,0,24,0,0,0,16,0,30,29,27,0,16,24,22,23,19,23,17,24,25,26,0,29,26,28,22,0,21,9,16,0,27,14,26,0,0,0,0,0,0,0,0
16,14,12,5,6,8,4,1,0,11,5,2,13,3,7,11,17,10,19,0,21,0,0,0,0,0,28,26,25,0,15,24,20,20,17,18,16,22,22,24,0,27,23,24,20,18,18,9,15,0,25,13,23,0,0,0,0,0,0,0,0
18,15,11,4,6,8,3,1,0,12,5,2,13,3,7,11,17,10,21,0,25,0,0,0,16,0,29,0,27,0,16,27,24,23,19,20,15,26,27,28,0,29,27,28,22,22,20,9,15,0,26,14,28,0,0,0,0,0,0,0,0
18,15,12,4,6,8,3,1,0,13,5,2,14,3,7,11,18,10,21,0,24,0,0,0,0,0,29,28,27,0,17,25,22,23,19,22,16,24,25,26,0,29,25,27,21,20,20,9,16,0,27,13,26,0,0,0,0,0,0,0,0
19,17,13,5,7,9,4,1,0,14,6,2,15,3,8,12,19,11,22,0,24,0,0,0,0,0,29,29,28,0,19,25,23,23,20,22,18,24,25,27,0,29,26,29,22,21,21,10,18,0,27,16,29,0,0,0,0,0,0,0,0
19,16,12,5,6,8,4,1,0,13,5,2,14,3,7,11,19,10,22,0,25,30,0,0,18,0,28,0,26,0,17,26,23,23,20,22,17,24,26,26,0,29,26,27,22,22,21,9,17,0,26,15,25,0,0,0,0,0,0,0,0
