"NS","ND","NF","Entropy","SOL","NTM","LA","LD","LT","FN","NDEV","AGE","EXP","REXP","Complexity","if_add","if_del","if_chg","elseif_add","elseif_del","else_add","else_del","else_chg","for_add","for_del","for_chg","while_add","while_del","continue_del","switch_add","switch_del","switch_chg","return_add","return_del","try_add","try_del","try_chg","catch_add","throw_add","throw_del","throw_chg","throws_add","final_add","synchronized_add","loop_add","loop_del","loop_chg","expVariable_add","expVariable_del","expParameter_add","expParameter_del","externalCall_add","externalCall_del","average_time","Runtime","Cpu_user","Cpu_sys","Mem_rss","Mem_vms","Io_read","Io_write"
11,13,0,5,6,8,4,1,0,10,7,2,9,3,0,10,15,8,18,0,21,0,0,16,14,0,22,0,20,0,16,18,16,19,0,17,16,0,23,21,0,23,0,22,0,19,16,10,12,0,23,13,19,0,0,0,0,0,0,0,0
14,15,0,4,4,6,3,2,0,10,5,1,8,3,0,11,18,7,21,0,24,0,0,13,19,0,24,0,25,0,21,13,20,19,0,16,12,0,23,22,0,24,0,25,0,22,17,9,16,0,24,21,16,0,0,0,0,0,0,0,0
12,13,0,6,5,8,4,1,0,9,8,2,11,3,0,11,16,7,19,0,21,0,0,16,0,0,24,23,22,0,23,17,20,20,0,20,16,0,24,22,0,25,0,26,0,18,14,10,15,0,23,17,15,0,0,0,0,0,0,0,0
13,15,0,6,4,7,5,1,0,12,6,2,11,3,0,10,16,8,21,0,24,0,0,18,19,0,27,0,24,0,18,22,20,23,20,9,14,0,27,26,0,25,0,22,0,22,21,10,14,0,21,17,27,0,0,0,0,0,0,0,0
16,17,0,6,5,7,4,1,0,11,8,2,12,3,0,10,15,9,18,0,24,0,0,13,15,0,23,23,21,0,17,15,20,21,14,17,19,0,22,22,0,23,0,20,0,0,17,11,17,0,20,14,16,0,0,0,0,0,0,0,0
16,17,0,5,4,7,5,1,0,9,6,3,11,2,0,13,16,8,20,0,22,0,0,17,19,0,23,0,24,0,14,23,20,21,12,16,10,0,25,22,0,23,0,20,0,20,18,12,15,0,18,15,14,0,0,0,0,0,0,0,0
10,12,0,5,4,6,4,1,0,11,5,3,9,2,0,9,14,7,16,0,23,0,0,15,0,0,24,24,26,0,9,19,17,18,14,8,12,0,18,22,0,25,0,22,0,20,12,10,13,0,13,21,16,0,0,0,0,0,0,0,0
13,13,0,5,6,9,4,1,0,11,7,3,11,2,0,11,15,8,19,0,21,0,0,14,0,0,25,23,21,0,21,15,18,20,11,10,12,0,22,23,0,26,0,24,0,17,13,10,15,0,14,10,16,0,0,0,0,0,0,0,0
15,20,0,5,7,8,4,1,11,12,6,2,14,3,0,13,18,9,23,0,23,0,0,21,23,0,28,26,24,0,22,22,21,22,19,18,17,0,29,27,0,27,0,25,0,0,16,10,17,0,28,15,21,0,0,0,0,0,0,0,0
14,15,0,7,5,8,4,1,10,12,6,2,11,3,0,12,21,9,24,0,27,0,0,23,18,0,29,0,30,0,22,26,22,22,19,17,14,0,26,28,0,31,0,25,0,23,20,13,16,0,32,14,23,0,0,0,0,0,0,0,0
16,17,0,5,6,7,3,1,9,12,6,2,13,4,0,11,18,8,21,0,25,0,0,0,18,0,24,25,22,0,20,19,22,22,16,14,19,0,24,23,0,25,0,24,18,0,18,10,15,0,24,13,19,0,0,0,0,0,0,0,0
18,19,0,6,4,8,5,1,10,11,7,2,14,3,0,12,16,9,23,0,24,0,0,0,20,0,27,28,29,0,18,22,22,22,19,14,15,0,26,25,0,28,0,28,22,0,20,13,17,0,28,15,21,0,0,0,0,0,0,0,0
14,16,0,5,5,6,4,1,10,11,6,2,12,3,0,10,17,7,20,0,25,0,0,19,22,0,27,0,25,0,16,23,21,21,16,14,13,0,27,26,0,25,0,28,0,24,15,8,18,0,23,9,20,0,0,0,0,0,0,0,0
12,14,0,5,6,7,4,1,9,10,6,2,10,3,0,10,15,8,17,0,27,0,0,0,20,0,23,0,21,0,12,19,20,21,15,13,13,0,28,24,0,25,0,26,18,22,18,9,16,0,11,10,19,0,0,0,0,0,0,0,0
19,20,0,4,5,7,4,1,9,10,6,2,13,3,0,11,18,8,22,0,25,0,0,0,0,0,25,25,26,0,22,23,22,22,15,13,17,0,26,24,0,26,0,25,20,25,14,12,16,0,20,21,22,0,0,0,0,0,0,0,0
14,18,0,6,5,8,4,1,0,12,7,2,15,3,0,10,20,9,24,0,28,0,0,0,27,0,28,0,30,0,13,16,23,25,17,16,22,0,26,27,0,29,0,26,22,28,19,11,21,0,25,11,18,0,0,0,0,0,0,0,0
15,15,0,5,6,8,4,1,0,10,7,3,13,2,0,12,17,9,23,0,25,0,0,0,23,0,27,0,25,0,21,16,19,26,14,15,20,0,23,25,0,28,0,22,18,26,21,11,14,0,24,13,16,0,0,0,0,0,0,0,0
14,15,0,4,5,6,3,1,8,9,6,3,11,2,0,12,16,7,21,0,29,0,0,0,0,0,27,27,23,0,28,26,20,19,14,18,10,0,29,25,0,29,0,26,21,22,13,11,14,0,30,17,24,0,0,0,0,0,0,0,0
13,15,0,5,7,8,4,1,9,10,6,2,11,3,0,11,18,9,19,0,24,0,0,0,0,0,25,27,24,0,22,20,19,25,20,14,17,0,25,24,0,26,0,24,19,23,20,11,16,0,21,12,24,0,0,0,0,0,0,0,0
15,16,14,6,5,7,4,1,0,13,5,2,10,3,0,11,16,8,22,0,21,0,0,0,20,0,25,26,23,0,22,12,18,23,21,17,16,0,19,24,0,26,0,23,16,0,21,9,16,0,23,16,26,0,0,0,0,0,0,0,0
14,16,11,5,6,7,4,1,0,10,5,2,13,3,0,12,18,9,20,0,25,0,0,0,17,0,26,0,22,0,18,22,22,22,18,11,19,0,23,24,0,27,0,21,21,21,17,9,15,0,20,8,17,0,0,0,0,0,0,0,0
19,18,14,6,5,7,3,1,0,11,7,2,13,4,0,12,18,10,27,0,33,0,0,0,0,0,29,30,30,0,27,15,23,26,22,17,24,0,31,32,0,30,0,28,19,21,20,8,16,0,17,9,25,0,0,0,0,0,0,0,0
16,18,13,6,5,6,3,1,0,11,7,2,12,4,0,10,17,8,21,0,22,0,0,0,0,0,26,25,21,0,20,26,20,20,14,19,17,0,26,25,0,27,0,27,23,21,17,8,15,0,24,9,22,0,0,0,0,0,0,0,0
14,15,13,6,5,7,3,1,0,10,4,2,11,2,0,9,18,8,19,0,23,0,0,0,19,0,27,26,26,0,12,18,22,23,16,14,25,0,23,24,0,27,0,28,21,0,18,9,17,0,20,20,19,0,0,0,0,0,0,0,0
18,20,16,5,6,8,3,1,0,14,7,2,11,4,0,13,16,9,28,0,25,0,0,0,15,0,27,0,25,0,20,16,21,23,16,10,14,0,29,26,0,29,0,29,20,22,19,12,17,0,24,15,27,0,0,0,0,0,0,0,0
13,11,12,4,6,7,3,1,0,9,5,2,10,2,0,12,16,8,18,0,22,0,0,0,12,0,25,0,19,0,16,16,19,20,17,23,15,0,25,25,0,25,0,21,20,16,20,11,14,0,25,13,24,0,0,0,0,0,0,0,0
14,14,11,5,4,7,2,1,0,11,6,2,12,3,0,9,18,8,20,0,25,0,0,0,0,0,25,25,23,0,21,19,22,22,8,13,17,0,23,24,0,25,0,23,22,23,13,10,15,0,24,15,16,0,0,0,0,0,0,0,0
16,16,13,5,6,8,4,1,0,11,7,2,12,3,0,14,18,9,21,0,22,0,0,0,0,0,24,24,23,0,23,22,20,20,17,15,19,0,25,23,0,24,0,22,22,20,21,10,17,0,24,15,22,0,0,0,0,0,0,0,0
15,16,12,6,7,8,4,1,0,10,5,2,10,3,0,13,18,9,22,0,27,0,0,0,0,0,29,28,29,0,23,20,21,26,20,17,19,0,24,27,0,30,0,29,25,23,19,11,14,0,25,18,24,0,0,0,0,0,0,0,0
17,18,15,5,6,8,3,1,0,12,7,2,13,4,0,12,18,9,23,0,31,0,0,0,19,0,28,0,32,0,19,18,21,27,14,19,14,0,29,26,0,30,0,22,19,24,19,11,16,0,25,10,20,0,0,0,0,0,0,0,0
13,14,12,5,0,6,4,1,0,10,6,2,11,3,0,9,16,7,17,0,23,0,0,18,0,0,25,24,20,0,21,23,18,19,11,15,13,0,26,24,0,25,0,22,0,20,14,8,13,0,22,9,14,0,0,0,0,0,0,0,0
14,16,12,5,0,7,3,1,0,11,6,4,11,2,0,10,15,8,18,0,23,0,0,16,17,0,22,22,24,0,8,19,18,17,13,9,15,0,20,20,0,21,0,25,0,0,17,10,14,0,23,10,13,0,0,0,0,0,0,0,0
16,18,13,4,0,6,3,1,0,10,5,2,8,2,0,9,19,7,21,0,29,0,0,24,20,0,27,27,29,0,29,26,23,20,19,12,20,0,24,25,0,28,0,26,0,0,17,11,15,0,26,14,22,0,0,0,0,0,0,0,0
14,16,10,4,0,6,3,1,0,11,5,3,11,2,0,12,16,7,21,0,21,0,0,20,18,0,27,26,22,0,28,21,21,19,13,13,18,24,22,25,0,27,0,23,0,0,17,9,15,0,22,8,16,0,0,0,0,0,0,0,0
16,17,15,4,0,7,4,1,0,10,5,2,11,3,0,12,21,6,23,0,27,0,0,23,25,0,29,0,26,0,14,24,24,25,20,19,9,25,29,26,0,28,0,27,0,26,14,8,18,0,30,13,22,0,0,0,0,0,0,0,0
14,18,12,4,0,5,3,1,0,9,5,2,8,3,0,10,16,7,21,0,22,0,0,17,16,0,25,0,27,0,23,15,19,22,11,17,18,25,28,24,0,26,0,26,0,20,19,6,13,0,29,13,19,0,0,0,0,0,0,0,0
17,14,13,5,0,7,4,1,0,12,6,3,10,2,0,11,20,8,27,0,25,0,0,16,0,0,31,31,26,0,19,18,24,24,14,15,17,28,30,29,0,32,0,21,0,23,22,9,16,0,27,12,33,0,0,0,0,0,0,0,0
12,14,0,5,0,7,4,1,0,10,6,3,10,2,0,11,16,8,19,0,22,0,0,18,17,0,24,0,23,0,12,24,20,16,15,14,12,24,26,24,0,25,24,26,0,21,11,9,13,0,25,10,19,0,0,0,0,0,0,0,0
12,14,0,6,0,7,3,1,0,11,5,4,10,2,0,11,15,8,16,0,21,0,0,18,13,0,24,0,23,0,23,23,16,16,13,12,13,20,25,21,0,24,25,22,0,19,13,9,13,0,17,11,17,0,0,0,0,0,0,0,0
12,13,0,5,0,7,3,1,0,10,6,2,9,4,0,9,13,8,15,0,20,0,0,16,17,0,24,0,22,0,9,14,16,17,13,14,13,21,18,23,0,25,25,26,0,19,14,9,13,0,26,11,18,0,0,0,0,0,0,0,0
15,14,10,4,0,6,3,1,0,11,5,3,12,2,0,8,13,7,21,0,22,0,0,18,0,0,28,27,25,0,17,16,18,19,12,9,15,24,28,26,0,28,29,30,0,23,10,7,16,0,11,9,20,0,0,0,0,0,0,0,0
11,12,10,5,0,6,3,1,0,9,6,4,10,2,0,9,15,8,18,0,21,0,0,19,0,0,24,21,20,0,18,19,16,17,16,13,15,23,23,22,0,24,21,16,0,14,17,7,11,0,13,8,15,0,0,0,0,0,0,0,0
11,15,12,5,0,7,2,1,0,11,6,3,10,4,0,9,18,8,22,0,22,0,0,21,0,0,27,27,27,0,21,22,19,18,20,13,21,27,27,26,0,27,24,25,0,18,17,8,14,0,16,15,23,0,0,0,0,0,0,0,0
14,14,9,4,0,6,3,1,0,10,5,2,11,3,0,10,15,7,20,0,19,0,0,16,0,0,25,23,26,0,15,19,18,19,17,15,16,22,25,21,0,24,19,27,0,16,15,8,13,0,24,12,24,0,0,0,0,0,0,0,0
16,17,8,5,0,6,3,1,0,11,5,4,13,2,0,10,18,9,22,0,26,0,0,19,23,0,29,0,20,0,16,19,22,21,14,13,31,28,32,27,0,30,24,25,0,23,19,7,15,0,20,12,18,0,0,0,0,0,0,0,0
14,15,11,6,5,8,4,1,0,12,7,3,12,2,0,12,17,9,21,0,24,0,0,18,0,0,27,26,28,0,12,17,19,22,16,15,12,25,25,28,0,28,24,29,0,17,23,10,15,0,20,13,25,0,0,0,0,0,0,0,0
16,18,11,5,5,7,4,1,0,13,6,3,15,2,0,12,14,9,23,0,25,0,0,19,0,0,29,28,30,0,26,17,24,22,17,17,20,26,24,27,0,29,25,29,0,25,21,8,18,0,25,10,19,0,0,0,0,0,0,0,0
13,12,7,4,0,6,3,1,0,8,5,2,10,2,4,8,13,7,18,0,17,0,0,16,14,0,22,20,18,0,15,21,15,16,14,11,12,19,24,18,0,21,23,23,0,0,13,7,9,0,16,12,18,0,0,0,0,0,0,0,0
15,15,11,4,0,7,3,1,0,12,5,2,12,2,6,10,17,8,18,0,22,0,0,18,21,0,22,23,19,0,16,22,18,19,14,13,14,22,20,21,0,23,21,21,0,0,18,9,16,0,21,14,22,0,0,0,0,0,0,0,0
16,18,10,6,0,7,4,1,0,14,5,3,13,2,5,11,18,9,22,0,28,0,0,20,0,0,27,25,23,0,15,21,21,19,18,21,16,25,30,25,0,26,28,24,0,23,19,8,17,0,29,12,21,0,0,0,0,0,0,0,0
16,18,12,7,6,9,4,1,0,14,5,3,15,2,8,11,20,11,25,0,24,0,0,0,13,0,28,28,28,0,19,28,23,23,21,18,18,28,23,26,0,28,28,28,27,0,17,10,18,0,23,22,28,0,0,0,0,0,0,0,0
14,16,10,5,6,8,4,1,0,12,7,2,11,3,7,10,13,9,21,0,24,0,0,0,0,0,28,26,21,0,24,21,22,20,17,9,13,27,23,24,0,29,28,30,23,25,18,9,15,0,22,9,19,0,0,0,0,0,0,0,0
16,16,12,6,8,9,4,1,0,14,5,3,13,2,7,12,19,11,25,0,33,0,0,0,21,0,29,0,30,0,24,20,24,23,16,15,18,31,31,27,0,32,29,26,23,28,19,10,17,0,26,17,22,0,0,0,0,0,0,0,0
14,16,11,6,5,8,4,1,0,12,6,3,13,2,7,10,17,9,24,0,28,0,0,0,22,0,30,31,31,0,18,28,26,25,20,15,19,29,30,27,0,31,23,32,25,0,22,9,15,0,22,12,21,0,0,0,0,0,0,0,0
16,15,10,4,5,8,3,1,0,11,6,2,14,2,7,10,19,11,23,0,25,0,0,0,13,0,27,27,27,0,21,20,24,24,18,18,21,26,22,25,0,27,26,27,23,0,21,9,18,0,26,12,17,0,0,0,0,0,0,0,0
14,14,10,5,7,8,4,1,0,12,6,2,13,3,6,11,15,10,17,0,24,0,0,0,23,0,25,24,28,0,23,20,21,23,15,16,18,24,24,23,0,26,28,27,23,0,22,9,14,0,17,13,19,0,0,0,0,0,0,0,0
14,14,11,5,7,8,4,1,0,12,6,3,13,2,7,12,15,9,22,0,21,0,0,0,17,0,24,27,28,0,16,19,21,23,17,16,16,25,23,23,0,26,29,21,20,0,19,10,14,0,26,13,18,0,0,0,0,0,0,0,0
13,14,10,6,5,8,4,1,0,11,7,3,11,2,6,10,15,9,18,0,24,0,0,0,13,0,26,0,27,0,12,22,21,18,18,14,14,23,29,25,0,27,28,22,20,19,17,9,14,0,16,10,15,0,0,0,0,0,0,0,0
17,16,12,6,5,9,4,1,0,13,7,2,15,3,8,11,19,10,21,0,25,0,0,0,21,0,31,31,27,0,20,22,23,23,22,19,20,31,23,27,0,31,29,30,24,0,19,10,18,0,28,14,26,0,0,0,0,0,0,0,0
16,15,11,5,6,8,4,1,0,13,8,3,14,2,7,12,17,9,21,0,29,0,0,0,0,0,27,25,21,0,28,18,23,19,18,18,15,24,24,26,0,27,27,29,22,23,14,9,18,0,20,10,17,0,0,0,0,0,0,0,0
15,16,9,4,7,8,4,1,0,14,5,3,13,2,6,12,17,11,18,0,24,0,0,0,14,0,25,24,25,0,22,19,19,18,18,15,16,23,24,22,0,25,21,20,18,0,17,10,17,0,20,16,18,0,0,0,0,0,0,0,0
16,17,13,5,6,9,4,1,0,14,8,2,15,3,7,11,18,12,25,0,25,0,0,0,0,0,30,29,28,0,23,24,24,22,20,21,22,30,25,28,0,30,27,31,24,23,24,10,17,0,19,16,26,0,0,0,0,0,0,0,0
13,14,9,4,6,8,5,1,0,11,6,2,10,3,7,9,16,10,22,0,26,0,0,0,16,0,27,0,23,0,17,24,18,19,16,14,12,24,27,26,0,27,28,25,24,21,20,10,15,0,23,13,18,0,0,0,0,0,0,0,0
15,16,12,6,5,10,4,1,0,13,7,2,14,3,8,13,18,9,21,0,22,0,0,0,0,0,24,23,25,0,21,19,20,18,22,17,19,22,25,22,0,25,26,23,19,18,17,11,16,0,17,19,25,0,0,0,0,0,0,0,0
16,16,12,7,8,9,4,1,0,13,6,2,15,3,5,11,19,10,23,0,29,0,0,0,0,0,29,28,27,0,26,18,24,23,21,16,21,27,26,28,0,29,27,28,22,25,20,14,17,0,26,16,27,0,0,0,0,0,0,0,0
18,17,14,4,7,8,5,1,0,13,6,2,15,3,6,11,20,12,23,0,28,30,0,0,23,0,29,0,23,0,22,24,24,23,22,19,21,30,26,27,0,28,31,30,25,25,25,10,17,0,24,9,16,0,0,0,0,0,0,0,0
