"NS","ND","NF","Entropy","LA","LD","LT","SOL","NTM","FN","NDEV","AGE","EXP","REXP","Complexity","if_add","if_del","if_chg","elseif_add","elseif_del","else_add","else_del","else_chg","for_add","for_del","for_chg","while_add","while_del","continue_del","switch_add","switch_del","switch_chg","return_add","return_del","try_add","try_del","try_chg","catch_add","throw_add","throw_del","throw_chg","throws_add","final_add","synchronized_add","loop_add","loop_del","loop_chg","expVariable_add","expVariable_del","expParameter_add","expParameter_del","externalCall_add","externalCall_del","average_time","Runtime","Cpu_user","Cpu_sys","Mem_rss","Mem_vms","Io_read","Io_write"
12,15,13,7,5,0,0,1,0,11,3,4,9,2,6,10,17,8,21,0,0,0,0,16,0,0,0,0,0,0,20,0,18,20,18,9,14,0,21,21,0,21,0,0,19,21,0,13,15,20,17,16,0,0,0,0,0,0,0,0,0
13,15,12,6,5,0,0,1,0,11,4,3,8,2,5,10,16,7,18,0,0,0,0,0,0,0,21,21,0,0,20,0,17,19,0,9,14,0,21,21,0,21,0,0,16,0,16,12,14,14,16,16,0,0,0,0,0,0,0,0,0
11,13,10,6,4,0,0,1,0,10,3,3,8,2,5,9,14,7,17,0,0,0,0,12,0,0,21,21,0,0,19,0,17,18,0,8,14,0,20,20,0,21,0,0,0,0,15,10,13,14,15,16,0,0,0,0,0,0,0,0,0
11,13,11,6,5,0,0,1,0,10,4,3,8,2,5,9,14,7,16,0,0,0,0,14,0,0,0,0,0,0,18,0,16,17,0,9,13,0,19,19,0,20,0,0,16,20,15,10,13,12,16,15,0,0,0,0,0,0,0,0,0
9,13,10,5,4,0,0,1,0,8,3,3,7,2,4,8,13,6,17,0,0,0,0,0,0,0,19,21,0,0,18,0,16,17,0,8,11,0,21,20,0,22,0,0,14,0,14,8,12,11,14,15,0,0,0,0,0,0,0,0,0
13,16,12,6,5,0,0,1,0,11,4,3,8,2,6,9,16,7,18,0,22,0,0,14,0,0,23,24,0,0,20,0,18,19,0,9,13,0,23,21,0,24,0,0,0,0,17,10,15,14,18,16,0,0,0,0,0,0,0,0,0
0,12,10,6,4,0,0,1,0,9,4,3,8,2,5,10,14,7,15,0,20,0,0,0,0,0,19,20,0,0,19,0,17,18,0,9,12,0,20,20,0,20,0,0,15,0,15,9,13,11,16,16,0,0,0,0,0,0,0,0,0
0,12,11,7,5,0,0,1,0,10,4,3,9,2,6,11,14,8,16,0,20,0,0,0,0,0,20,0,0,0,19,0,17,18,0,10,12,0,19,20,0,21,0,22,17,21,15,11,13,13,17,16,0,0,0,0,0,0,0,0,0
0,12,10,6,5,0,0,1,0,8,4,3,8,2,5,9,13,7,14,0,16,0,0,13,0,0,16,16,0,0,16,0,14,15,0,8,11,0,16,16,0,16,0,16,0,0,13,9,13,12,14,14,0,0,0,0,0,0,0,0,0
0,11,10,6,5,0,0,1,0,9,4,3,8,2,5,10,12,7,14,0,17,0,0,11,0,0,17,17,0,0,16,0,14,15,0,9,11,0,17,17,0,17,0,16,0,0,12,9,11,11,13,14,0,0,0,0,0,0,0,0,0
11,13,0,7,5,0,0,1,0,10,4,3,9,2,6,10,14,8,16,0,20,0,0,13,0,0,0,0,0,0,18,0,16,16,0,10,12,0,20,19,0,21,0,20,16,21,13,10,13,0,17,16,15,0,0,0,0,0,0,0,0
11,12,0,6,4,0,0,1,0,9,4,3,8,2,5,9,13,7,16,0,19,0,0,14,0,0,20,21,0,0,13,0,15,17,0,10,11,0,19,19,0,21,0,18,0,0,13,10,12,0,15,16,15,0,0,0,0,0,0,0,0
10,12,0,6,4,0,0,1,0,8,5,2,8,3,5,9,13,7,16,0,17,0,0,13,0,0,18,18,0,0,15,0,16,16,0,10,11,0,17,17,0,18,0,17,0,0,14,9,13,0,16,15,15,0,0,0,0,0,0,0,0
13,14,0,7,5,8,4,1,0,11,6,2,10,3,0,12,15,9,18,0,21,0,0,0,0,0,22,22,0,0,17,15,18,19,0,10,14,0,21,22,0,22,0,20,0,0,16,12,15,0,19,17,18,0,0,0,0,0,0,0,0
13,14,0,7,5,8,4,1,0,12,6,2,10,3,0,12,15,9,17,0,20,0,0,0,0,0,0,21,19,0,16,15,17,18,0,11,13,0,20,20,0,22,0,19,17,0,14,12,14,0,17,16,17,0,0,0,0,0,0,0,0
12,13,0,6,5,7,4,1,0,11,5,2,9,3,0,11,15,8,17,0,20,0,0,15,15,0,20,0,20,0,16,0,18,19,0,12,13,0,20,20,0,20,0,20,0,20,15,10,14,0,20,16,16,0,0,0,0,0,0,0,0
12,13,0,6,5,7,4,1,0,10,5,2,9,3,0,11,16,8,19,0,22,0,0,0,17,0,21,0,21,0,17,0,19,20,0,11,12,0,21,21,0,22,0,21,18,20,15,11,14,0,19,18,18,0,0,0,0,0,0,0,0
11,12,0,5,4,6,3,1,0,9,4,2,8,2,0,10,13,7,14,0,17,0,0,14,14,0,18,18,17,0,15,0,15,16,0,9,11,0,18,18,0,18,0,17,0,0,12,10,13,0,17,14,13,0,0,0,0,0,0,0,0
13,14,0,6,6,7,4,1,0,10,5,3,9,2,0,11,15,8,18,0,21,0,0,0,0,0,22,24,22,0,16,0,17,19,0,10,12,0,23,23,0,25,0,22,16,20,15,10,14,0,20,17,20,0,0,0,0,0,0,0,0
11,12,0,5,4,6,3,1,0,9,4,2,8,2,0,10,13,7,16,0,18,0,0,0,0,0,19,20,18,0,15,0,16,17,0,8,12,0,20,20,0,21,0,18,14,17,13,8,12,0,17,16,17,0,0,0,0,0,0,0,0
13,15,0,6,5,7,4,1,0,10,5,2,9,3,0,11,17,8,20,0,23,0,0,18,0,0,26,26,23,0,18,0,19,21,0,12,14,0,25,24,0,27,0,28,0,21,16,10,15,0,22,20,18,0,0,0,0,0,0,0,0
13,14,0,6,5,7,4,1,0,11,5,2,9,3,0,12,15,8,17,0,20,0,0,0,15,0,21,0,19,0,16,0,17,17,0,12,13,0,21,21,0,22,0,20,16,18,15,10,14,0,18,16,19,0,0,0,0,0,0,0,0
11,12,0,6,5,7,4,1,0,10,5,2,9,3,0,10,15,8,18,0,21,0,0,15,16,0,23,23,20,0,18,0,17,18,0,11,11,0,22,22,0,23,0,22,0,0,13,10,14,0,19,13,17,0,0,0,0,0,0,0,0
13,14,0,7,5,8,4,1,0,10,6,2,10,3,0,11,15,9,17,0,21,0,0,0,16,0,22,0,21,0,17,0,18,18,0,12,14,0,22,22,0,23,0,21,18,20,15,10,14,0,19,15,17,0,0,0,0,0,0,0,0
12,13,0,6,5,7,4,1,0,10,5,2,9,3,0,11,16,8,18,0,20,0,0,17,16,0,22,22,20,0,17,0,17,18,0,12,15,0,20,21,0,22,0,20,0,0,16,11,14,0,19,15,18,0,0,0,0,0,0,0,0
13,14,0,7,5,8,4,1,0,11,6,2,11,3,0,10,15,9,18,0,21,0,0,16,0,0,23,23,22,0,16,0,17,18,0,12,14,0,21,22,0,23,0,23,0,20,15,11,14,0,19,14,17,0,0,0,0,0,0,0,0
12,14,0,7,5,8,4,1,0,10,6,2,10,3,0,10,15,9,18,0,20,0,0,15,0,0,23,22,20,0,17,0,17,19,0,11,13,0,22,21,0,23,0,22,0,19,16,10,14,0,18,13,19,0,0,0,0,0,0,0,0
11,13,0,6,5,7,4,1,0,9,6,2,9,3,0,9,14,8,18,0,21,0,0,15,16,0,22,0,20,0,15,17,17,19,0,11,13,0,21,21,0,22,0,21,0,20,15,10,13,0,19,12,20,0,0,0,0,0,0,0,0
9,10,0,5,4,6,3,1,0,8,5,2,8,2,0,8,12,7,15,0,18,0,0,12,13,0,19,19,17,0,14,16,14,16,0,9,10,0,19,18,0,19,0,17,0,0,11,8,10,0,16,10,15,0,0,0,0,0,0,0,0
12,13,0,6,5,7,4,1,0,9,6,2,9,3,0,11,14,8,17,0,21,0,0,16,17,0,21,0,20,0,17,18,17,18,0,15,13,0,21,21,0,21,0,20,0,19,13,10,13,0,19,13,17,0,0,0,0,0,0,0,0
13,15,0,7,5,8,4,1,0,11,6,2,10,3,0,11,17,9,21,0,22,0,0,16,0,0,25,24,23,0,21,18,19,21,0,12,14,0,24,23,0,25,0,25,0,21,15,10,15,0,19,15,20,0,0,0,0,0,0,0,0
11,12,0,6,5,7,4,1,0,9,6,2,9,3,0,10,14,8,17,0,20,0,0,14,15,0,21,0,19,0,17,15,16,17,0,11,14,0,21,20,0,22,0,21,0,18,14,9,13,0,18,11,15,0,0,0,0,0,0,0,0
13,14,0,5,5,7,4,1,0,10,6,2,9,3,0,12,15,8,18,0,21,0,0,15,16,0,24,0,22,0,16,17,17,19,0,13,14,0,23,22,0,25,0,22,0,20,15,11,14,0,21,15,19,0,0,0,0,0,0,0,0
11,12,0,6,5,7,4,1,0,9,6,2,9,3,0,9,13,8,17,0,19,0,0,14,14,0,20,0,18,0,15,16,16,17,0,10,12,0,19,19,0,20,0,19,0,17,13,9,12,0,17,12,15,0,0,0,0,0,0,0,0
12,14,0,6,5,8,4,1,0,11,7,2,10,3,0,10,15,9,17,0,20,0,0,16,0,0,22,21,21,0,17,17,17,18,0,12,12,0,19,20,0,23,0,19,0,18,16,10,13,0,18,14,17,0,0,0,0,0,0,0,0
13,14,0,6,5,8,4,1,0,11,7,2,12,3,0,10,15,9,19,0,21,0,0,14,16,0,22,0,21,0,17,16,18,20,14,12,14,0,21,21,0,22,0,21,0,20,16,11,14,0,20,14,19,0,0,0,0,0,0,0,0
11,12,0,6,5,7,4,1,0,10,6,2,9,3,0,9,14,8,17,0,20,0,0,13,15,0,22,21,20,0,16,15,17,18,12,11,12,0,21,20,0,22,0,20,0,0,14,10,12,0,19,12,17,0,0,0,0,0,0,0,0
12,13,0,5,5,7,4,1,0,10,6,2,9,3,0,10,14,8,17,0,21,0,0,14,16,0,21,0,21,0,15,16,17,19,12,11,14,0,21,21,0,21,0,21,0,20,15,10,13,0,20,13,18,0,0,0,0,0,0,0,0
11,12,0,5,4,7,3,1,0,10,6,2,10,2,0,9,14,8,17,0,19,0,0,14,0,0,22,22,21,0,15,16,16,18,11,11,13,0,21,20,0,22,0,21,0,18,14,9,12,0,18,13,16,0,0,0,0,0,0,0,0
11,13,0,5,5,7,4,1,0,10,6,2,10,3,0,9,14,8,18,0,20,0,0,15,0,0,23,22,21,0,17,17,18,19,12,14,14,0,21,21,0,23,0,20,0,19,16,10,12,0,21,11,17,0,0,0,0,0,0,0,0
14,15,0,6,5,7,4,1,9,12,6,2,12,3,0,11,16,8,18,0,20,0,0,16,17,0,22,22,19,0,18,17,17,18,15,14,15,0,21,21,0,23,0,20,0,0,16,10,15,0,20,13,18,0,0,0,0,0,0,0,0
13,15,0,5,5,7,4,1,9,11,6,2,11,3,0,11,16,8,19,0,21,0,0,17,17,0,23,0,21,0,18,19,18,20,14,14,15,0,23,22,0,23,0,21,0,20,17,10,15,0,19,12,18,0,0,0,0,0,0,0,0
14,16,0,5,5,7,4,1,9,12,6,2,11,3,0,11,16,8,20,0,23,0,0,0,20,0,25,25,23,0,18,21,20,21,15,14,17,0,24,24,0,25,0,22,20,0,17,10,15,0,22,13,19,0,0,0,0,0,0,0,0
15,17,0,5,6,8,4,1,10,12,7,2,13,3,0,13,18,9,22,0,24,0,0,0,21,0,26,27,25,0,22,19,22,23,17,14,20,0,25,24,0,28,0,25,21,0,20,11,16,0,22,14,21,0,0,0,0,0,0,0,0
14,16,0,5,6,8,4,1,10,12,7,2,12,3,0,12,17,9,22,0,24,0,0,19,20,0,25,0,24,0,20,22,20,22,16,16,16,0,25,24,0,25,0,24,0,23,18,11,15,0,22,13,21,0,0,0,0,0,0,0,0
16,19,0,5,6,8,4,1,10,12,7,2,13,3,0,14,20,9,24,0,28,0,0,0,21,0,29,0,28,0,23,25,25,26,16,16,17,0,29,28,0,29,0,28,23,27,22,11,18,0,26,15,22,0,0,0,0,0,0,0,0
15,17,0,5,6,8,4,1,10,12,7,2,13,3,0,13,18,9,21,0,23,0,0,0,0,0,25,24,23,0,19,19,21,21,17,15,16,0,23,22,0,25,0,25,20,21,18,11,16,0,21,14,20,0,0,0,0,0,0,0,0
13,15,0,5,6,8,4,1,0,11,7,3,11,2,0,11,16,9,20,0,23,0,0,0,16,0,24,0,24,0,17,18,19,21,15,13,14,0,24,23,0,25,0,24,18,21,17,10,14,0,22,12,18,0,0,0,0,0,0,0,0
13,15,0,5,5,7,4,1,0,9,6,2,10,3,0,11,16,8,20,0,22,0,0,0,18,0,23,0,22,0,17,19,19,20,12,14,14,0,23,22,0,23,0,24,18,20,16,9,14,0,21,11,18,0,0,0,0,0,0,0,0
15,16,0,5,5,7,4,1,9,10,6,2,12,3,0,11,17,8,20,0,23,0,0,0,0,0,24,24,23,0,18,19,20,22,16,14,16,0,23,23,0,25,0,22,19,19,18,10,14,0,21,13,18,0,0,0,0,0,0,0,0
15,16,0,5,6,8,4,1,10,11,7,2,13,3,0,12,17,9,21,0,23,0,0,0,0,0,25,25,23,0,17,19,20,21,17,15,16,0,26,24,0,26,0,25,19,21,18,11,15,0,22,14,19,0,0,0,0,0,0,0,0
13,14,12,6,5,7,4,1,0,10,6,2,11,3,0,11,16,8,19,0,20,0,0,0,17,0,22,23,21,0,17,18,18,19,15,13,15,0,25,21,0,24,0,20,18,0,17,9,14,0,19,11,18,0,0,0,0,0,0,0,0
15,16,14,5,5,7,4,1,0,10,6,2,12,3,0,11,18,8,20,0,23,0,0,0,18,0,25,0,22,0,19,19,19,21,17,15,16,0,24,24,0,26,0,22,19,21,18,9,15,0,21,13,19,0,0,0,0,0,0,0,0
14,15,13,5,5,7,4,1,0,10,6,2,11,3,0,11,16,8,19,0,21,0,0,0,0,0,23,22,21,0,17,19,18,20,15,14,16,0,24,21,0,24,0,23,19,18,17,9,14,0,20,12,18,0,0,0,0,0,0,0,0
14,15,13,5,6,8,4,1,0,11,7,2,12,3,0,12,16,9,19,0,20,0,0,0,0,0,23,22,21,0,17,18,18,20,16,14,16,0,23,21,0,24,0,21,18,19,17,10,14,0,20,13,19,0,0,0,0,0,0,0,0
14,15,13,5,6,8,4,1,0,11,7,2,12,3,0,12,17,9,21,0,23,0,0,0,19,0,25,26,25,0,19,20,20,22,16,15,16,0,24,24,0,26,0,24,21,0,18,10,15,0,22,13,19,0,0,0,0,0,0,0,0
15,16,13,5,6,8,4,1,0,11,7,2,12,3,0,12,17,9,21,0,23,0,0,0,18,0,26,0,24,0,19,19,20,22,16,14,16,0,25,24,0,26,0,24,19,22,18,10,15,0,22,13,19,0,0,0,0,0,0,0,0
13,13,12,5,5,7,4,1,0,10,6,2,10,3,0,11,15,8,18,0,22,0,0,0,14,0,23,0,21,0,17,16,19,20,14,13,16,0,22,22,0,24,0,22,18,19,16,9,13,0,20,12,17,0,0,0,0,0,0,0,0
15,15,14,5,6,8,4,1,0,11,7,2,12,3,0,13,16,9,20,0,22,0,0,0,0,0,23,24,22,0,19,19,20,21,15,15,17,0,22,22,0,25,0,25,20,20,18,10,15,0,21,13,20,0,0,0,0,0,0,0,0
13,13,12,4,5,7,3,1,0,10,6,2,10,2,0,11,15,8,17,0,20,0,0,0,0,0,21,21,20,0,16,17,17,18,14,13,14,0,21,20,0,21,0,20,18,17,15,9,13,0,20,12,19,0,0,0,0,0,0,0,0
12,12,11,4,5,7,3,1,0,9,6,2,10,2,0,11,13,8,17,0,18,0,0,0,0,0,20,20,19,0,14,15,15,17,13,12,13,0,21,19,0,21,0,20,16,15,14,9,12,0,18,11,17,0,0,0,0,0,0,0,0
12,12,11,4,5,7,3,1,0,9,6,2,10,2,0,10,14,8,18,0,20,0,0,0,13,0,23,0,21,0,15,17,17,19,12,12,13,0,22,21,0,24,0,21,16,18,15,9,12,0,19,10,17,0,0,0,0,0,0,0,0
13,14,12,4,0,6,3,1,0,9,5,2,10,2,0,10,16,7,20,0,21,0,0,17,0,0,22,22,22,0,16,18,19,19,14,13,16,0,22,22,0,22,0,22,0,20,15,8,14,0,20,11,19,0,0,0,0,0,0,0,0
13,14,12,5,0,7,4,1,0,11,6,3,11,2,0,11,15,8,19,0,21,0,0,17,16,0,23,23,22,0,15,20,18,18,15,15,15,0,24,22,0,24,0,22,0,0,16,9,14,0,20,10,17,0,0,0,0,0,0,0,0
13,14,12,5,0,7,4,1,0,10,6,3,11,2,0,11,15,8,18,0,20,0,0,17,16,0,20,20,20,0,16,19,17,18,14,13,15,0,20,20,0,20,0,20,0,0,16,9,13,0,19,12,18,0,0,0,0,0,0,0,0
12,13,11,4,0,6,3,1,0,9,5,2,10,2,0,10,14,7,18,0,20,0,0,16,15,0,22,21,19,0,14,17,16,16,13,13,14,19,21,20,0,22,0,20,0,0,15,8,12,0,19,9,17,0,0,0,0,0,0,0,0
13,14,12,4,0,6,3,1,0,10,5,2,10,2,0,11,15,7,19,0,22,0,0,18,15,0,24,0,21,0,14,20,17,18,15,15,16,21,23,22,0,25,0,23,0,19,14,8,13,0,21,9,18,0,0,0,0,0,0,0,0
12,13,11,5,0,7,4,1,0,10,6,3,10,2,0,10,14,8,17,0,19,0,0,16,15,0,21,0,19,0,15,18,16,16,13,12,15,19,20,20,0,21,0,21,0,18,15,9,12,0,19,10,16,0,0,0,0,0,0,0,0
15,15,13,5,0,7,4,1,0,11,6,3,11,2,0,10,16,8,22,0,23,0,0,18,0,0,26,25,24,0,20,21,21,20,16,14,17,23,24,24,0,27,0,24,0,21,17,9,14,0,22,12,19,0,0,0,0,0,0,0,0
14,15,0,5,0,7,4,1,0,13,6,3,12,2,0,11,16,8,19,0,22,0,0,18,17,0,26,0,25,0,17,18,18,18,16,15,17,22,23,22,0,26,24,26,0,20,16,9,14,0,21,10,18,0,0,0,0,0,0,0,0
12,14,0,5,0,7,4,1,0,11,6,3,10,2,0,10,14,8,20,0,21,0,0,17,18,0,26,0,25,0,17,18,19,19,15,12,16,23,24,24,0,26,25,27,0,22,16,9,13,0,20,10,18,0,0,0,0,0,0,0,0
11,12,0,5,0,7,4,1,0,10,6,3,10,2,0,10,13,8,19,0,20,0,0,16,15,0,21,0,21,0,15,19,18,17,14,12,14,21,21,21,0,21,21,21,0,20,15,9,12,0,19,10,17,0,0,0,0,0,0,0,0
14,14,9,4,0,6,3,1,0,10,5,2,11,2,0,8,14,7,18,0,19,0,0,16,0,0,22,21,20,0,17,17,17,17,15,14,15,20,20,20,0,22,20,23,0,17,15,7,13,0,19,12,17,0,0,0,0,0,0,0,0
14,16,11,5,0,7,4,1,0,12,6,3,11,2,0,10,17,8,21,0,22,0,0,19,0,0,26,25,23,0,18,21,20,21,18,17,18,23,25,24,0,26,24,26,0,20,18,9,15,0,25,13,21,0,0,0,0,0,0,0,0
13,14,11,4,0,6,3,1,0,11,5,3,12,2,0,9,16,7,21,0,23,0,0,20,0,0,26,25,24,0,17,22,20,21,17,16,16,24,24,24,0,26,24,25,0,21,18,8,15,0,25,10,19,0,0,0,0,0,0,0,0
12,13,9,5,0,7,4,1,0,10,6,3,10,2,0,9,14,8,19,0,19,0,0,16,0,0,22,22,21,0,16,19,17,17,15,12,16,20,22,21,0,22,20,22,0,17,16,8,13,0,20,11,18,0,0,0,0,0,0,0,0
15,16,11,5,0,7,4,1,0,12,6,3,13,2,0,10,17,9,20,0,21,0,0,19,18,0,24,0,22,0,17,20,19,20,18,14,17,22,22,22,0,24,23,25,0,21,17,8,15,0,19,13,20,0,0,0,0,0,0,0,0
15,15,11,5,6,8,4,1,0,13,7,3,14,2,0,12,17,10,23,0,24,0,0,19,0,0,28,27,27,0,18,20,21,22,18,16,17,26,25,26,0,28,25,28,0,20,18,9,16,0,23,13,21,0,0,0,0,0,0,0,0
15,17,12,5,6,8,4,1,0,12,7,3,13,2,0,11,17,10,25,0,26,0,0,23,0,0,29,28,26,0,21,26,24,25,19,18,20,27,28,27,0,29,27,30,0,22,21,9,16,0,26,14,22,0,0,0,0,0,0,0,0
14,16,10,5,0,8,4,1,0,12,7,3,12,2,6,11,17,9,21,0,22,0,0,20,19,0,27,26,23,0,20,21,21,20,19,16,17,25,24,24,0,28,26,28,0,0,18,9,15,0,20,13,20,0,0,0,0,0,0,0,0
14,15,10,5,0,7,4,1,0,12,6,3,11,2,6,10,17,8,20,0,22,0,0,20,18,0,25,24,23,0,19,21,21,20,19,13,16,23,24,23,0,25,25,24,0,0,18,9,15,0,21,12,21,0,0,0,0,0,0,0,0
11,12,9,5,0,7,4,1,0,10,6,3,10,2,6,9,13,8,17,0,18,0,0,16,0,0,22,21,17,0,15,17,16,16,14,12,12,20,21,19,0,22,21,22,0,16,14,8,11,0,17,10,16,0,0,0,0,0,0,0,0
15,16,11,5,6,8,4,1,0,13,7,3,13,2,7,12,17,10,22,0,23,0,0,0,19,0,25,26,24,0,18,21,21,20,19,16,16,24,25,24,0,26,24,26,21,0,18,9,15,0,23,14,22,0,0,0,0,0,0,0,0
14,14,10,5,6,8,4,1,0,12,6,3,13,2,7,11,15,9,21,0,22,0,0,0,0,0,24,24,22,0,19,19,21,20,18,16,17,24,23,24,0,24,24,24,19,20,18,9,14,0,22,13,19,0,0,0,0,0,0,0,0
15,16,12,5,6,9,4,1,0,14,7,3,13,2,8,12,17,11,21,0,23,0,0,0,19,0,26,0,24,0,18,20,22,21,19,16,17,24,24,24,0,26,25,25,21,23,18,10,16,0,22,14,22,0,0,0,0,0,0,0,0
13,14,10,5,6,8,4,1,0,12,7,3,12,2,7,10,16,9,20,0,21,0,0,0,15,0,24,24,23,0,18,20,20,19,17,16,17,22,23,22,0,24,24,23,20,0,18,9,15,0,20,11,19,0,0,0,0,0,0,0,0
13,13,10,4,5,8,3,1,0,12,6,2,11,2,7,10,15,9,18,0,20,0,0,0,15,0,24,23,22,0,17,19,18,17,16,15,14,22,23,21,0,24,23,23,19,0,16,9,13,0,20,12,17,0,0,0,0,0,0,0,0
14,14,11,4,5,8,3,1,0,12,6,2,12,2,7,10,15,9,20,0,21,0,0,0,16,0,26,25,22,0,17,19,19,18,17,14,15,23,22,23,0,27,25,24,19,0,17,9,14,0,18,13,19,0,0,0,0,0,0,0,0
16,17,11,5,6,8,4,1,0,13,7,2,14,3,7,12,18,10,25,0,26,0,0,0,19,0,30,30,29,0,21,22,24,22,19,18,19,28,27,27,0,30,28,28,23,0,20,9,16,0,24,15,21,0,0,0,0,0,0,0,0
15,16,11,5,6,9,4,1,0,12,7,2,13,3,8,11,17,10,22,0,23,0,0,0,17,0,23,0,23,0,19,23,21,21,19,16,18,23,23,23,0,23,23,23,21,22,19,10,15,0,22,14,20,0,0,0,0,0,0,0,0
14,14,9,5,6,7,4,1,0,11,6,2,12,3,6,10,15,8,20,0,22,0,0,0,16,0,23,23,21,0,18,20,19,18,17,15,16,23,22,22,0,23,23,23,20,0,17,8,15,0,21,13,18,0,0,0,0,0,0,0,0
14,14,11,5,6,9,4,1,0,12,7,3,12,2,8,11,16,10,23,0,24,0,0,0,0,0,27,26,24,0,18,23,22,20,18,16,17,26,25,25,0,27,25,27,20,19,18,10,15,0,23,13,21,0,0,0,0,0,0,0,0
13,14,10,5,6,8,4,1,0,11,7,2,10,3,7,10,16,9,21,0,22,0,0,0,17,0,26,25,23,0,13,21,20,19,18,14,16,24,24,23,0,26,27,23,21,0,18,9,15,0,22,12,20,0,0,0,0,0,0,0,0
15,15,10,5,6,8,4,1,0,12,6,2,13,3,7,11,16,9,21,0,22,0,0,0,0,0,25,25,22,0,17,20,21,20,18,15,17,24,24,23,0,25,24,25,20,20,17,9,15,0,21,14,19,0,0,0,0,0,0,0,0
16,15,12,5,6,9,4,1,0,13,7,2,14,3,8,12,17,11,21,0,22,0,0,0,18,0,23,0,22,0,19,20,19,20,18,17,17,23,23,22,0,23,23,23,20,21,18,10,16,0,21,14,20,0,0,0,0,0,0,0,0
15,16,11,5,6,9,4,1,0,13,7,2,13,3,8,12,17,10,21,0,22,0,0,0,0,0,22,22,22,0,17,22,20,20,18,16,17,22,22,22,0,22,22,22,20,20,19,10,16,0,22,14,19,0,0,0,0,0,0,0,0
14,14,11,5,6,8,4,1,0,13,6,2,13,3,7,12,16,10,19,0,21,0,0,0,0,0,24,23,22,0,17,20,18,18,17,16,16,23,22,22,0,24,24,24,18,18,17,9,15,0,20,13,18,0,0,0,0,0,0,0,0
14,14,10,5,6,8,4,1,0,12,7,2,13,3,7,11,16,9,21,0,23,27,0,0,17,0,26,0,22,0,18,22,19,20,18,16,17,25,25,24,0,26,23,25,19,21,18,9,15,0,21,13,20,0,0,0,0,0,0,0,0
